MouseID,GROUP,CODE,AGE,DOB,SUBEXPT,EXPT,DELTAT,ROIAreapx,SubROI_SubroiAGGR,MajorROI,System,nonzeropixels,Ch1m05sd,Ch1m05sdm05sd,Ch1m05sd1,Ch1Total,Ch2m05sd,Ch2m05sdm05sd,Ch2m05sd1,Ch2Total,Ch3m05sd,Ch3m05sdm05sd,Ch3m05sd1,Ch3Total,Ch4m05sd,Ch4m05sdm05sd,Ch4m05sd1,Ch4Total,OLm05sd,OLm05sdm05sd,OLm05sd1,OLTotal,PopMeans_subroiIndex,SubROI_SubroiAreaPX_PopMean,ROIAreapx_PopMean,Sample_roiAreaMM2,Pop_roiAreaMM2,areaNormFactor,Ch1m05sdperMM2,Ch1m05sdm05sdperMM2,Ch1m05sd1perMM2,Ch1TotalperMM2,Ch2m05sdperMM2,Ch2m05sdm05sdperMM2,Ch2m05sd1perMM2,Ch2TotalperMM2,Ch3m05sdperMM2,Ch3m05sdm05sdperMM2,Ch3m05sd1perMM2,Ch3TotalperMM2,Ch4m05sdperMM2,Ch4m05sdm05sdperMM2,Ch4m05sd1perMM2,Ch4TotalperMM2,OLm05sdperMM2,OLm05sdm05sdperMM2,OLm05sd1perMM2,OLTotalperMM2,Ch1m05sd_COUNTnormd,Ch1m05sdm05sd_COUNTnormd,Ch1m05sd1_COUNTnormd,Ch1Total_COUNTnormd,Ch2m05sd_COUNTnormd,Ch2m05sdm05sd_COUNTnormd,Ch2m05sd1_COUNTnormd,Ch2Total_COUNTnormd,Ch3m05sd_COUNTnormd,Ch3m05sdm05sd_COUNTnormd,Ch3m05sd1_COUNTnormd,Ch3Total_COUNTnormd,Ch4m05sd_COUNTnormd,Ch4m05sdm05sd_COUNTnormd,Ch4m05sd1_COUNTnormd,Ch4Total_COUNTnormd,OLm05sd_COUNTnormd,OLm05sdm05sd_COUNTnormd,OLm05sd1_COUNTnormd,OLTotal_COUNTnormd
3425,SAA,1,103,,11,11,88,3991851,AI,AI,TEMP ASSOC CTX,108.4323333,923.25,955.4166667,616.5,2495.166667,683.0833333,8034.25,1126.166667,9843.5,2120.583333,3001.166667,982.9166667,6104.666667,1454.083333,1552.166667,997.25,4003.5,409.6666667,693.0833333,185.25,1288,1,AI,4036522.327,6.137870098,6.20655673,0.988933214,150.4186282,155.6593169,100.4420084,406.5199535,111.2899626,1308.963838,183.4784133,1603.732214,345.4917259,488.9589742,160.1396985,994.5903986,236.9035692,252.8835968,162.4749276,652.2620936,66.74410832,112.9191922,30.18147941,209.84478,933.581749,966.1083809,623.3990233,2523.089153,690.7274661,8124.158318,1138.769181,9953.654965,2144.313996,3034.751612,993.9161232,6172.981732,1470.355442,1569.536389,1008.409856,4048.301687,414.2510947,700.8393724,187.3230642,1302.413531
3426,SAA,2,103,,11,11,88,4375577,AI,AI,TEMP ASSOC CTX,151.2288026,1303.133333,1334.918803,821.4564103,3459.508547,0,9578.861111,216.9931624,9795.854274,4821.673504,4485.038034,267.1688034,9573.880342,1842.668803,2265.463675,1564.469231,5672.601709,14,1434.429487,85.13547009,1533.564957,1,AI,4036522.327,6.727887195,6.20655673,1.083996729,193.6913173,198.4157529,122.097233,514.2043032,0,1423.754714,32.25279439,1456.007509,716.6697901,666.6339527,39.71065442,1423.014397,273.8852109,336.7273573,232.5349973,843.1475655,2.080891013,213.2065306,12.65411676,227.9415384,1202.156149,1231.478627,757.803403,3191.438178,0,8836.614403,200.1787981,9036.793202,4448.051709,4137.501445,246.4664295,8832.019584,1699.884099,2089.917445,1443.241652,5233.043197,12.91516812,1323.278427,78.53849351,1414.732089
3429,SAA,3,103,,11,11,103,3548501,AI,AI,TEMP ASSOC CTX,132.7660711,1731.433333,2825.222222,1952.677778,6509.333333,0,6315,157.6777778,6472.677778,3572.566667,2907.755556,365.3888889,6845.711111,1690.377778,1854.244444,1234.466667,4779.088889,78.2,987.9555556,55.38888889,1121.544444,1,AI,4036522.327,5.456175138,6.20655673,0.879098569,317.3346327,517.8027008,357.8839991,1193.021333,0,1157.404196,28.8989583,1186.303155,654.774925,532.9292924,66.9679546,1254.672172,309.810029,339.8432781,226.2512906,875.9045977,14.33238451,181.0710856,10.15159658,205.5550667,1969.5554,3213.771837,2221.227343,7404.55458,0,7183.494804,179.3630241,7362.857828,4063.897717,3307.655887,415.6404093,7787.194013,1922.853521,2109.256585,1404.24147,5436.351576,88.95475751,1123.827965,63.0064601,1275.789183
3431,SAB,3,103,,11,11,107,5485727,AI,AI,TEMP ASSOC CTX,198.1471056,1767.666667,1940.416667,1245.416667,4953.5,8.5,8895.444444,154.25,9058.194444,4562.555556,8085.833333,536.8611111,13185.25,2338,3473.333333,2510.027778,8321.361111,181.6111111,1396.944444,92.41666667,1670.972222,1,AI,4036522.327,8.434853835,6.20655673,1.359023079,209.5669589,230.047456,147.6512446,587.2656595,1.007723449,1054.605642,18.28721671,1073.900582,540.9169672,958.6216301,63.64794478,1563.186542,277.1832264,411.7834643,297.5781,986.5447907,21.53103239,165.6157263,10.9565226,198.1032813,1300.689219,1427.802586,916.4058258,3644.897631,6.254492755,6545.469745,113.5006479,6665.224886,3357.231843,5949.73953,395.03458,9702.005953,1720.353419,2555.757432,1846.935359,6123.04621,133.633574,1027.903401,68.00227907,1229.539254
3433,SAB,4,103,,11,11,86,3164073,AI,AI,TEMP ASSOC CTX,119.4052345,1047.988095,1311.428571,799.4047619,3158.821429,8.333333333,8787.535714,134.797619,8930.666667,3324.214286,3095.809524,404.9404762,6824.964286,1488.511905,1724.559524,1083.27381,4296.345238,10.19047619,1132.47619,54.26190476,1196.928571,1,AI,4036522.327,4.865078645,6.20655673,0.783861142,215.4103092,269.5595831,164.3148694,649.2847617,1.712887692,1806.247413,27.70718192,1835.667482,683.2806884,636.3328838,83.23410694,1402.847679,305.9584466,354.477214,222.6631651,883.0988257,2.09461695,232.7765434,11.15334586,246.0245062,1336.956304,1673.036845,1019.829558,4029.822707,10.63113463,11210.57703,171.9661964,11393.17437,4240.820355,3949.436142,516.5972066,8706.853704,1898.948456,2200.082938,1381.971566,5481.00296,13.00035892,1444.740822,69.22387381,1526.965055
3507,SAA,4,101,,11,11,98,5729157,AI,AI,TEMP ASSOC CTX,175.5340609,2608.796581,5118.298291,3277.066667,11004.16154,321,8525.913675,382.482906,9229.396581,6062.182051,4303.097436,492.1264957,10857.40598,2733.008547,2213.611111,1016.904274,5963.523932,170.5717949,1048.242735,91.51965812,1310.334188,1,AI,4036522.327,8.809151803,6.20655673,1.419329942,296.1461716,581.0205574,372.0070604,1249.173789,36.43937659,967.8472872,43.418812,1047.705476,688.168644,488.4803364,55.86536669,1232.514347,310.2465036,251.285386,115.4372516,676.9691413,19.3630214,118.9947407,10.38915666,148.7469188,1838.048014,3606.137051,2308.882924,7753.067989,226.163058,6006.999094,269.4813198,6502.643472,4271.157729,3031.780919,346.7315676,7649.670215,1925.562525,1559.617004,716.4678511,4201.64738,120.1776908,738.547609,64.48089018,923.20619
3508,SAA,5,101,,11,11,104,5607535,AI,AI,TEMP ASSOC CTX,182.38737,2912.041667,5197.625,3371.966667,11481.63333,90.83333333,10789.35833,546.7,11426.89167,5366.883333,4899.1,877.5833333,11143.56667,3010.816667,3482.583333,1609.108333,8102.508333,975.7916667,1466.716667,241.3916667,2683.9,1,AI,4036522.327,8.622145816,6.20655673,1.38919955,337.7397841,602.8226744,391.0820738,1331.644532,10.53488717,1251.354195,63.40648971,1325.295571,622.4533252,568.1996228,101.7824741,1292.435422,349.1957491,403.9114401,186.625043,939.7322321,113.1727168,170.1103992,27.99670428,311.2798203,2096.20113,3741.453127,2427.273077,8264.927334,65.38537486,7766.600798,393.5359755,8225.522148,3863.291874,3526.563193,631.7186997,8021.573767,2167.303226,2506.899267,1158.298916,5832.50141,702.4128871,1055.799843,173.7631334,1931.975863
3531,SAB,3,101,,11,11,95,4628248,AI,AI,TEMP ASSOC CTX,162.195529,2024.416667,2359.833333,1903.416667,6287.666667,455,8772.833333,580.3333333,9808.166667,3488.666667,6220.25,951.25,10660.16667,2519.5,2892.166667,1836.666667,7248.333333,179.8333333,1173.666667,202.5833333,1556.083333,1,AI,4036522.327,7.116394125,6.20655673,1.146592939,284.4722525,331.6052051,267.4692595,883.5467171,63.93687477,1232.763838,81.54879046,1378.249503,490.2295468,874.0732864,133.6702245,1497.973058,354.0416615,406.4090066,258.0895092,1018.540177,25.2702886,164.9243488,28.46713234,218.6617697,1765.593173,2058.126517,1660.063132,5483.782823,396.8278404,7651.218694,506.1371943,8554.183729,3042.637493,5424.985438,829.6318312,9297.254762,2197.379657,2522.400555,1601.84718,6321.627392,156.8414798,1023.612327,176.6828718,1357.136678
3539,CAA,1,100,,11,11,92,5324661,AI,AI,TEMP ASSOC CTX,157.9556,1750.541667,2349.5,1467,5567.041667,0,8277.416667,159.6666667,8437.083333,5155.5,5083.583333,806.7916667,11045.875,2043.958333,3199.875,2273.333333,7517.166667,16,1581.666667,88.08333333,1685.75,1,AI,4036522.327,8.187198754,6.20655673,1.319120909,213.8144827,286.9723908,179.1821652,679.9690388,0,1011.019387,19.50198981,1030.521377,629.7025582,620.91852,98.54306594,1349.164144,249.6529515,390.8388078,277.6692495,918.1610088,1.954270378,193.1877696,10.75866557,205.9007056,1327.051717,1781.110423,1112.104274,4220.266414,0,6274.949182,121.0402061,6395.989388,3908.284651,3853.766019,611.6131291,8373.663799,1549.485206,2425.763233,1723.369949,5698.618388,12.12928996,1199.030852,66.77426819,1277.93441
3540,CAA,2,100,,11,11,96,3651739,AI,AI,TEMP ASSOC CTX,95.87380917,1090.033333,1073.95,765.1666667,2929.15,0,3628.041667,81.58333333,3709.625,893.0416667,4110.116667,467.2333333,5470.391667,2744.441667,2643.566667,1235.9,6623.908333,96.475,657.3583333,47.175,801.0083333,1,AI,4036522.327,5.614913886,6.20655673,0.904674545,194.1317989,191.2674035,136.2739807,521.6731831,0,646.1437771,14.52975682,660.6735339,159.0481501,731.9999469,83.21291168,974.2610087,488.7771606,470.8116135,220.1102323,1179.699006,17.18191979,117.0736269,8.401731701,142.6572784,1204.890023,1187.11199,845.7921921,3237.794205,0,4010.328008,90.17975997,4100.507768,987.1413664,4543.199197,516.465657,6046.80622,3033.623176,2922.118988,1366.126644,7321.868808,106.6405599,726.6241068,52.14582443,885.4104912
3541,CAA,3,100,,11,11,101,6069413,AI,AI,TEMP ASSOC CTX,158.5657583,638.5833333,581.5833333,254.25,1474.416667,0,11083.25,279,11362.25,3722.416667,7703.833333,1024.833333,12451.08333,4128.833333,4965.833333,2052,11146.66667,81.33333333,2756,158.1666667,2995.5,1,AI,4036522.327,9.332329429,6.20655673,1.503624286,68.42700295,62.31920313,27.24400183,157.9902079,0,1187.618813,29.8960728,1217.514886,398.8732604,825.499506,109.8153833,1334.18815,442.4225875,532.1108059,219.8807935,1194.414187,8.715223134,295.317479,16.94825155,320.9809537,424.6960757,386.7876696,169.0914429,980.5751881,0,7371.023537,185.5516718,7556.575209,2475.629519,5123.509514,681.5754063,8280.71444,2745.920888,3302.575903,1364.702619,7413.19941,54.0915268,1832.904687,105.1902847,1992.186498
3542,CAA,4,100,,11,11,100,5648596,AI,AI,TEMP ASSOC CTX,183.966244,1326.214286,1296.511905,934.2380952,3556.964286,0,17696.75,281.1309524,17977.88095,2694.630952,3628.607143,1028.333333,7351.571429,2369.857143,3291.369048,2307.011905,7968.238095,161.0357143,2875.785714,187.8571429,3224.678571,1,AI,4036522.327,8.68528121,6.20655673,1.39937192,152.6967583,149.2769058,107.5656703,409.5393344,0,2037.556364,32.36866436,2069.925028,310.2525857,417.788101,118.3995438,846.4402304,272.8589997,378.9594105,265.6231674,917.4415776,18.54122053,331.1102594,21.62936793,371.2808479,947.7210929,926.4955842,667.612435,2541.829112,0,12646.20916,200.8979516,12847.10711,1925.600273,2593.02555,734.8534856,5253.479309,1693.514861,2352.03308,1648.605257,5694.153198,115.0771371,2055.054609,134.2438991,2304.375645
3595,SAA,1,98,,11,11,93,4810061,AI,AI,TEMP ASSOC CTX,163.8637364,2015.821429,3917.542857,1878.416667,7811.780952,4.333333333,7752.302381,162.6261905,7919.261905,3655.228571,6654.535714,803.3928571,11113.15714,2985.845238,2887.254762,1462.838095,7335.938095,75.91666667,1251.259524,53.47857143,1380.654762,1,AI,4036522.327,7.395949794,6.20655673,1.19163493,272.5574787,529.6875948,253.9790992,1056.224173,0.585906267,1048.182126,21.98854711,1070.75658,494.2203062,899.7540411,108.6260561,1502.600403,403.7135623,390.383229,197.7890786,991.88587,10.2646271,169.1817223,7.230791571,186.6771409,1691.643454,3287.536106,1576.335688,6555.515248,3.636460484,6505.60183,136.4731651,6645.711456,3067.406367,5584.374499,674.1937795,9325.974646,2505.671127,2422.935657,1227.589137,6156.195921,63.70799039,1050.035957,44.87831809,1158.622265
3596,CAB,2,98,,11,11,109,5224823,AI,AI,TEMP ASSOC CTX,161.7739667,1889.083333,2020.083333,1127.791667,5036.958333,0,13051.79167,931.6666667,13983.45833,3369.166667,3570,1251.875,8191.041667,2225.625,2104.416667,1161.291667,5491.333333,200.25,1248.958333,156.9583333,1606.166667,1,AI,4036522.327,8.033687845,6.20655673,1.294387242,235.1452247,251.451559,140.382809,626.9795928,0,1624.632662,115.969986,1740.602648,419.379833,444.3787298,155.8281855,1019.586748,277.0365295,261.9490211,144.5527495,683.5383001,24.92628589,155.465131,19.53751955,199.9289365,1459.442177,1560.648366,871.2938683,3891.384411,0,10083.37478,719.7742969,10803.14908,2602.904725,2758.061796,967.1564736,6328.122994,1719.442937,1625.80146,897.1748403,4242.419237,154.7064075,964.9031552,121.2607235,1240.870286
3597,SAB,3,98,,11,11,93,4459570,AI,AI,TEMP ASSOC CTX,179.081585,2449.916667,2900.641667,2214.25,7564.808333,0,14196.8,326.5833333,14523.38333,4372.325,6492.316667,513.8916667,11378.53333,3495.775,4289.816667,3888.875,11674.46667,263.7333333,3432.35,248.8916667,3944.975,1,AI,4036522.327,6.857034832,6.20655673,1.104804988,357.2851424,423.0169071,322.9165455,1103.218595,0,2070.399283,47.62748642,2118.026769,637.6407743,946.8110963,74.94371536,1659.395586,509.8085522,625.6081195,567.1365386,1702.55321,38.46171702,500.5589273,36.2972732,575.3179175,2217.510505,2625.478432,2004.199858,6847.188795,0,12850.0506,295.6026964,13145.6533,3957.553639,5876.436782,465.1424209,10299.13284,3164.155701,3882.872284,3519.965101,10566.99309,238.7148286,3106.747379,225.2810853,3570.743293
3602,CAA,1,98,,11,11,109,5464903,AI,AI,TEMP ASSOC CTX,194.1168867,2783.166667,3113.3,1734.4,7630.866667,0,12071.2,350.4666667,12421.66667,1798.4,4405.233333,1188.766667,7392.4,3458.7,3776.8,2845.6,10081.1,508.5666667,2106.833333,259.7,2875.1,1,AI,4036522.327,8.402834853,6.20655673,1.353864182,331.2175849,370.5059131,206.4065319,908.13003,0,1436.562804,41.70814645,1478.270951,214.0230091,524.2556126,141.4720969,879.7507186,411.6110885,449.4673603,338.6476171,1199.726066,60.52322527,250.7288755,30.90623635,342.1583371,2055.720731,2299.565969,1281.07385,5636.360549,0,8916.108541,258.8639771,9174.972518,1328.345947,3253.822201,878.0545952,5460.222743,2554.687571,2789.64467,2101.835647,7446.167888,375.6408311,1556.162989,191.8213092,2123.62513
3603,SAB,4,98,,11,11,98,3733450,AI,AI,TEMP ASSOC CTX,175.05955,2041.25,2613.25,1976.416667,6630.916667,0,14423.5,339.9166667,14763.41667,5613.333333,5849,654.25,12116.58333,1903,2286.166667,1717.75,5906.916667,351,2196.75,115.6666667,2663.416667,1,AI,4036522.327,5.74055272,6.20655673,0.924917465,355.5842267,455.2261999,344.2903085,1155.100735,0,2512.562937,59.21322967,2571.776166,977.8384778,1018.891435,113.9698618,2110.699775,331.5011799,398.2485273,299.2307681,1028.980475,61.14393807,382.6722107,20.14904702,463.9651958,2206.953676,2825.387235,2136.857331,7169.198241,0,15594.3644,367.5102691,15961.87467,6069.009985,6323.807494,707.3604126,13100.17789,2057.480879,2471.752077,1857.192738,6386.425694,379.4933203,2375.076785,125.0562034,2879.626308
3604,SAB,5,98,,11,11,102,5025925,AI,AI,TEMP ASSOC CTX,175.18536,2371.566667,2600.466667,1846.933333,6818.966667,2145.033333,13343.5,821.0666667,16309.6,5108.4,4815.233333,1410.333333,11333.96667,2622.7,2772.5,1730.566667,7125.766667,1041.566667,1433.8,202.1,2677.466667,1,AI,4036522.327,7.72786228,6.20655673,1.245112647,306.8852136,336.5053067,238.9966677,882.387188,277.5713717,1726.674146,106.2475801,2110.493097,661.036625,623.1003037,182.4998017,1466.63673,339.3823421,358.7667455,223.9386009,922.0876885,134.7806973,185.5364327,26.15212237,346.4692524,1904.700488,2088.539276,1483.346376,5476.58614,1722.762465,10716.70104,659.4316334,13098.89514,4102.761314,3867.307383,1132.695372,9102.764069,2106.395759,2226.706159,1389.88763,5722.989548,836.5240438,1151.542395,162.3146311,2150.38107
3607,CAA,2,98,,11,11,91,3404892,AI,AI,TEMP ASSOC CTX,103.1087571,1179.202381,1283.445238,935.102381,3397.75,0,2777.342857,188.9619048,2966.304762,2420.571429,2237.995238,393.6166667,5052.183333,1743.22619,2001.030952,1301.819048,5046.07619,0.571428571,825.4071429,123.697619,949.6761905,1,AI,4036522.327,5.235361939,6.20655673,0.843521161,225.2379863,245.1492854,178.6127477,649.0000194,0,530.4968194,36.0933794,566.5901988,462.3503507,427.4766987,75.184232,965.0112814,332.9714757,382.2144439,248.658844,963.8447636,0.109147864,157.6599961,23.62732901,181.396473,1397.95234,1521.532947,1108.570151,4028.055438,0,3292.558605,224.0156068,3516.574211,2869.603681,2653.158381,466.6352011,5989.397263,2066.606353,2372.235629,1543.315222,5982.157204,0.677432408,978.5257098,146.6443579,1125.8475
3608,CAB,3,98,,11,11,109,4146265,AI,AI,TEMP ASSOC CTX,219.7881433,1981.2,3577.633333,2215.75,7774.583333,57.5,13494.2,257.1666667,13808.86667,5268.783333,5129.183333,705.5833333,11103.55,1884.166667,2306.766667,1529.333333,5720.266667,194.3333333,2084.85,81.95,2361.133333,1,AI,4036522.327,6.375297064,6.20655673,1.027187431,310.7619896,561.171236,347.5524321,1219.485658,9.019187565,2116.638623,40.3379896,2165.9958,826.4373064,804.5402876,110.6745813,1741.652175,295.5417838,361.828891,239.8842466,897.2549215,30.48223971,327.0200555,12.85430297,370.3565982,1928.761918,3482.941111,2157.103886,7568.806916,55.97809928,13137.03769,250.3600208,13443.37581,5129.330026,4993.424936,686.9080675,10809.66303,1834.296847,2245.711539,1488.855185,5568.863571,189.18975,2029.668527,79.78096062,2298.639237
3661,CAA,1,97,,11,11,96,4845344,AI,AI,TEMP ASSOC CTX,125.7169167,1917.333333,2652.166667,2407,6976.5,0,5208.833333,163.6666667,5372.5,3269.166667,2288.166667,647.6666667,6205,2131.5,2400.666667,1974.666667,6506.833333,67.66666667,1071.666667,71.83333333,1211.166667,1,AI,4036522.327,7.450200934,6.20655673,1.20037587,257.3532379,355.9859244,323.0785346,936.4176968,0,699.1534026,21.96808759,721.1214902,438.8024827,307.1281818,86.93277837,832.8634428,286.0996661,322.2284456,265.0487798,873.3768915,9.082529084,143.8439951,9.641798116,162.5683223,1597.277471,2209.446835,2005.205253,5811.929558,0,4339.335256,136.3461819,4475.681438,2723.452502,1906.208483,539.5532207,5169.214206,1775.693808,1999.929128,1645.040288,5420.663224,56.37123201,892.7759158,59.84236699,1008.989515
3662,CAB,2,97,,11,11,95,1309038,AI,AI,TEMP ASSOC CTX,63.11011,697.2,946.5,710.1,2353.8,0,210.2,34.9,245.1,1146.3,1031.6,217.1,2395,718.3,866.4,845,2429.7,10.5,58.1,11.1,79.7,1,AI,4036522.327,2.012776829,6.20655673,0.324298466,346.3871354,470.2458745,352.7961917,1169.429202,0,104.4328397,17.33922981,121.7720696,569.5117231,512.525773,107.8609396,1189.898436,356.8701655,430.4501063,419.8180285,1207.1383,5.216673726,28.86559462,5.514769368,39.59703771,2149.871407,2918.607697,2189.649578,7258.128682,0,648.1683443,107.6169135,755.7852578,3534.706818,3181.020285,669.4450407,7385.172144,2214.934927,2671.613004,2605.62441,7492.172342,32.37758142,179.1559505,34.22772893,245.7612609
3663,CAB,3,97,,11,11,100,3675582,AI,AI,TEMP ASSOC CTX,113.92235,1365.083333,1644.083333,1349.5,4358.666667,0,7999.333333,358.75,8358.083333,2266.25,2036.916667,962.4166667,5265.583333,1902.75,2425.666667,1529.75,5858.166667,127.4166667,1077.416667,191.25,1396.083333,1,AI,4036522.327,5.651574883,6.20655673,0.910581362,241.5403426,290.907113,238.7829991,771.2304547,0,1415.416676,63.47788137,1478.894557,400.9944213,360.4157618,170.2917658,931.701949,336.6760663,429.201898,270.6767638,1036.554728,22.54533812,190.6400763,33.84012491,247.0255393,1499.133839,1805.5315,1482.02023,4786.685569,0,8784.863894,393.9790718,9178.842966,2488.794624,2236.940872,1056.925505,5782.661002,2089.599105,2663.865929,1679.97069,6433.435724,139.9289201,1183.218448,210.030655,1533.178023
3664,CAB,4,97,,11,11,105,4561240,AI,AI,TEMP ASSOC CTX,132.9030917,1598.694444,1870.194444,1595.888889,5064.777778,0,6131.916667,138.9722222,6270.888889,1916.611111,3416.194444,811.9722222,6144.777778,2034.666667,2763.055556,1896.888889,6694.611111,133.9166667,1250.694444,113.5833333,1498.194444,1,AI,4036522.327,7.013362624,6.20655673,1.129992511,227.9497768,266.6615923,227.5497467,722.1611158,0,874.3190671,19.81534817,894.1344153,273.2799106,487.097934,115.7750234,876.1528681,290.1128568,393.9701544,270.4678184,954.5508296,19.094502,178.3302121,16.19527457,213.6199887,1414.783221,1655.0503,1412.300412,4482.133933,0,5426.51089,122.9850825,5549.495973,1696.127268,3023.20096,718.5642509,5437.89248,1800.601904,2445.198113,1678.673859,5924.473876,118.5111099,1106.816578,100.5168904,1325.844578
3858,CAB,2,92,,11,11,102,4321117,AI,AI,TEMP ASSOC CTX,138.09985,1669.533333,2163.316667,1802.9,5635.75,0,6762.45,188.4166667,6950.866667,3282.6,1995.95,670.7666667,5949.316667,2339.75,2566.45,1781,6687.2,23.48333333,1356.016667,71.85,1451.35,1,AI,4036522.327,6.644149499,6.20655673,1.070504917,251.2787127,325.5972291,271.3515101,848.2274519,0,1017.805214,28.35828223,1046.163496,494.0587204,300.4071477,100.9559864,895.4218546,352.1519196,386.2721632,268.0553772,1006.47946,3.534437829,204.0918355,10.81402518,218.4402985,1559.575586,2020.837674,1684.158541,5264.5718,0,6317.065798,176.0072874,6493.073085,3066.403476,1864.494004,626.589057,5557.486538,2185.650866,2397.420094,1663.700905,6246.771866,21.9366889,1266.707555,67.11786077,1355.762105
8056,SAA,1,40,,10,10,106,3348715,AI,AI,TEMP ASSOC CTX,122.918055,1072.25,1173.05,874.75,3120.05,0,9099.8,210.55,9310.35,2414.85,4397.6,506.35,7318.8,2048.8,2652.1,1123.45,5824.35,52.4,749.45,85.95,887.8,1,AI,4036522.327,5.148984184,6.20655673,0.829603983,208.2449589,227.8216359,169.8878786,605.9544734,0,1767.300049,40.89156084,1808.19161,468.99542,854.0713746,98.33978546,1421.40658,397.9037276,515.0724697,218.1886679,1131.164865,10.17676461,145.5529816,16.69261294,172.4223591,1292.484151,1413.987907,1054.418756,3760.890815,0,10968.84801,253.7957921,11222.6438,2910.84668,5300.842438,610.3514573,8822.040576,2469.612058,3196.826503,1354.200345,7020.638906,63.16266685,903.3828373,103.6036492,1070.149153
8060,SAA,3,40,,10,10,100,3966585,AI,AI,TEMP ASSOC CTX,63.14542667,196.5,203.6666667,115,515.1666667,289,7161.833333,950.3333333,8401.166667,1580.666667,1831.333333,769.1666667,4181.166667,1249.5,1511.333333,480.1666667,3241,91.66666667,356.5,69.83333333,518,1,AI,4036522.327,6.099021096,6.20655673,0.982673866,32.21828502,33.39333697,18.85548487,84.46710686,47.38465328,1174.259479,155.8173547,1377.461487,259.1672732,300.2667649,126.1131343,685.5471724,204.8689421,247.7993287,78.72848103,531.3967519,15.02973432,58.4520031,11.44992487,84.93166229,199.9646137,207.2576403,117.0276365,524.2498905,294.0955387,7288.108071,967.0892513,8549.292861,1608.536384,1863.62271,782.7283225,4254.887416,1271.530712,1537.980591,488.6327838,3298.144087,93.28289867,362.7856732,71.06460826,527.1331801
8061,SAA,4,40,,10,10,96,2513866,AI,AI,TEMP ASSOC CTX,88.42689762,1021.52381,1459.571429,1569.642857,4050.738095,0,8682.119048,167.5,8849.619048,1473.595238,2412.833333,335.6428571,4222.071429,1190.119048,1721.095238,1092.02381,4003.238095,29.97619048,637.1428571,60.92857143,728.047619,1,AI,4036522.327,3.865320362,6.20655673,0.622780155,264.2792095,377.6068455,406.0835093,1047.969564,0,2246.157688,43.33405367,2289.491742,381.234956,624.2259651,86.8344214,1092.295343,307.896613,445.2658712,282.5183186,1035.680803,7.755163265,164.835718,15.76287752,188.3537588,1640.263906,2343.638308,2520.380338,6504.282552,0,13940.90512,268.9552624,14209.86038,2366.156382,3874.293865,538.9427626,6779.39301,1910.977796,2763.567889,1753.465972,6428.011657,48.13286075,1023.062235,97.83319354,1169.028289
8350,SAB,1,32,,10,10,105,620485,AI,AI,TEMP ASSOC CTX,18.311175,242,419.5,441.5,1103,0,1310.25,62.75,1373,328.75,308.75,61.25,698.75,482,591.25,197.25,1270.5,50.5,116.75,35.25,202.5,1,AI,4036522.327,0.954057736,6.20655673,0.153717718,253.653412,439.7008527,462.7602537,1156.114518,0,1373.344558,65.77170084,1439.116259,344.5808231,323.6177312,64.19946895,732.3980233,505.2105148,619.7214044,206.7484939,1331.680413,52.93180705,122.372049,36.94744948,212.2513055,1574.314291,2729.028286,2872.147767,7175.490345,0,8523.74091,408.2157925,8931.956703,2138.660427,2008.551808,398.4576461,4545.669881,3135.617721,3846.336053,1283.196256,8265.15003,328.5242633,759.5090641,229.3164412,1317.349769
8351,SAB,2,32,,10,10,90,4437168,AI,AI,TEMP ASSOC CTX,179.1255967,2096.7,3180.6,2342.3,7619.6,7330.1,9763.966667,1594.5,18688.56667,4013.633333,4473,573.9666667,9060.6,763.3333333,712,315.7666667,1791.1,97.56666667,158.4,34.56666667,290.5333333,1,AI,4036522.327,6.822589517,6.20655673,1.099255161,307.3173309,466.1866278,343.3153928,1116.819352,1074.386783,1431.123277,233.708916,2739.218976,588.2859175,655.6161688,84.12739258,1328.029479,111.8832272,104.3592024,46.28252453,262.5249541,14.30053302,23.21699109,5.066502474,42.58402658,1907.382448,2893.413752,2130.806462,6931.602662,6668.242516,8882.347806,1450.527645,17001.11797,3651.22992,4069.118944,522.1414346,8242.490299,694.409597,647.7113097,287.2551141,1629.376021,88.75706946,144.0975723,31.44553503,264.3001768
8352,SAB,3,32,,10,10,97,810851,AI,AI,TEMP ASSOC CTX,40.1198,297.5,806.5,365,1469,473,537,221,1231,476,1581,157,2214,159.5,171.5,84.5,415.5,5,5,0,10,1,AI,4036522.327,1.246764498,6.20655673,0.200878611,238.6176384,646.8743709,292.7577748,1178.249784,379.3819931,430.7148632,177.2588171,987.3556733,381.7882214,1268.082307,125.925947,1775.796475,127.9311372,137.5560503,67.77543005,333.2626176,4.010380477,4.010380477,0,8.020760953,1480.993909,4014.86248,1817.017737,7312.874126,2354.655862,2673.256233,1100.166904,6128.078999,2369.590255,7870.424775,781.5665336,11021.58156,794.0118606,853.74943,420.6520515,2068.413342,24.89065394,24.89065394,0,49.78130787
