SubROI,MajorROI,System,ROIAreapx,nonzeropixels,Ch1m05sd,Ch1m05sdm05sd,Ch1m05sd1,Ch1Total,Ch2m05sd,Ch2m05sdm05sd,Ch2m05sd1,Ch2Total,Ch3m05sd,Ch3m05sdm05sd,Ch3m05sd1,Ch3Total,Ch4m05sd,Ch4m05sdm05sd,Ch4m05sd1,Ch4Total,OLm05sd,OLm05sdm05sd,OLm05sd1,OLTotal,fseq,CountPerROI
LH,LH,HYPOTHAL,6340271.54901961,NaN,5768.14761904762,6411.34995331466,4051.23172268908,16230.7292950514,11.6293650793651,6.42175536881419,1.72483660130719,19.7759570494865,525.043160597572,552.958193277311,344.20641923436,1422.20777310924,2994.52950513539,3695.97908496732,1343.2391923436,8033.74778244631,1.86013071895425,3.90282446311858,1.7890522875817,7.55200746965453,512.784173669468,51
LSC,LSC,STRIATUM,1997643.96,41.7693285952381,1400.83116666667,1660.23595238095,1098.75828571429,4159.8254047619,5.08857142857143,2.98785714285714,1.74816666666667,9.82459523809524,175.373880952381,237.391190476191,232.781809523809,645.546880952381,654.5975,783.186047619048,365.538785714286,1803.32233333333,0.445595238095238,0.501357142857143,0.3905,1.33745238095238,268.361857142857,50
MA,MA,CORTICO-AMY,1372356.6,31.7386231481482,1290.44666666667,1414.59592592593,905.472592592593,3610.51518518518,4.41222222222222,2.7362962962963,0.646296296296296,7.79481481481481,134.684444444444,165.284074074074,120.125185185185,420.093703703704,566.418148148148,653.481481481482,274.395555555556,1494.29518518519,0.484814814814815,1.05148148148148,0.510740740740741,2.04703703703704,283.285555555556,45
MBm,MBm,MIDBRAIN,9328369.39583333,31.1918449185363,8736.54129290848,9636.18088005744,6628.19754134754,25000.9197143135,69.6811288826914,45.384340485903,20.4058463527214,135.471315721316,1181.44707335489,1361.03138505013,1010.32181487494,3552.80027327996,5076.07703500203,5969.67546631609,2178.73798007548,13224.4904813936,9.50680089586339,18.0573406339031,7.5376506017131,35.1017921314796,259.581350246975,48
MBs,MBs,MIDBRAIN,1184439.72340426,26.5769594072653,988.026090989389,1207.55541792723,1004.38426602948,3199.96577494609,17.3128865815036,15.915704921556,13.2551922663625,46.4837837694221,210.224725865151,288.664104925807,271.870193931364,770.759024722323,496.977357158208,502.738773401539,262.998023666641,1262.71415422639,2.59942592868125,5.19822960727216,2.92200187519336,10.7196574111468,213.359676847975,47
MED,MED,THALAMIC,1272448.33333333,55.1798690669407,1085.78322739352,1123.69385364091,728.964344751109,2938.44142578554,4.11681700652289,1.89559623383153,0.289877769289534,6.30229100964395,104.325571704983,124.071506924448,102.049991729403,330.447070358835,661.680153941919,825.042665123548,327.100479912245,1813.82329897771,0.397906450847627,0.775286423815836,0.387590187590188,1.56078306225365,468.799113957937,51
MGN,MGN,THALAMIC,536028.357142857,22.7450246031746,513.38373015873,525.998015873016,335.916666666667,1375.29841269841,13.3305555555556,5.89960317460317,1.22460317460317,20.4547619047619,87.3107142857143,99.6400793650794,69.5956349206349,256.546428571429,299.94126984127,362.278571428571,128.004761904762,790.224603174603,1.93730158730159,4.06944444444444,0.643650793650794,6.65039682539683,177.020238095238,42
MH,MH,HYPOTHAL,2447114.66666667,NaN,2040.26148459384,2642.84409430439,2058.07408963585,6741.17966853408,1.43237628384687,0.591503267973856,0.0354808590102708,2.059360410831,200.509757236228,236.401213818861,161.905415499533,598.816386554622,1224.96262838469,1499.31251167133,613.939962651727,3338.21510270775,0.219794584500467,0.351493930905696,0.222875816993464,0.794164332399627,510.176330532213,51
MTN,MTN,THALAMIC,1886917.1,49.5220125190476,1388.30338095238,1572.61633333333,1050.93907142857,4011.85878571429,1.82,0.540261904761905,0.171666666666667,2.53192857142857,121.381047619048,149.803523809524,128.001714285714,399.186285714286,695.049809523809,945.705214285714,423.816666666667,2064.57169047619,0.268452380952381,0.452952380952381,0.396190476190476,1.11759523809524,413.075857142857,50
MoP,Mo,MOTOR CTX,7538211.68627451,74.9112928267974,4999.7316215375,5976.83244631186,4435.25568783069,15411.81975568,206.820300342359,234.400614690321,281.114799253034,722.335714285714,279.383994708995,291.977591036414,215.615538437597,786.977124183007,2624.18016651105,3480.95412387177,2763.87700746965,8869.01129785247,72.5156940553999,125.87151416122,94.2030890133831,292.590297230003,512.810084033614,51
MoS,Mo,MOTOR CTX,5283088.7254902,67.2099528563648,3389.11139900405,4114.22343604108,3217.85727513228,10721.1921101774,88.1257703081232,93.6911531279178,127.694911297852,309.511834733894,140.391308745721,132.533823529412,103.399245253657,376.324377528789,1651.14301276066,2240.87441643324,1939.56921879863,5831.58664799253,29.3482959850607,55.2020308123249,49.7735605353252,134.323887332711,477.633613445378,51
NLOT,NLOT,OLFACTORY,408927.78,17.9610855880952,277.029857142857,335.083761904762,257.426690476191,869.540309523809,0.35202380952381,0.252690476190476,0.11952380952381,0.724238095238095,19.3678333333333,19.8162142857143,13.3221904761905,52.5062380952381,138.778404761905,159.992214285714,82.2213809523809,380.992,0.150190476190476,0.16252380952381,0.206,0.518714285714286,151.810857142857,50
OC,OC,PFC,2274237.07317073,15.7106300387147,2135.09657375145,2415.67251258227,1512.77506775068,6063.5441540844,29.3972706155633,26.6795973674022,28.5407859078591,84.6176538908246,96.9052651955091,114.648257839721,91.9890437475804,303.542566782811,1019.74705768486,1250.25861401471,615.945644599303,2885.95131629888,10.6600658149439,19.4066395663957,11.8025358110724,41.8692411924119,67.7432055749129,41
ON,ON,OLFACTORY,2129293.70731707,13.4570066705381,1835.41622144793,2093.1802361595,1344.73811459543,5273.33457220287,6.10392953929539,4.71612466124661,3.36205962059621,14.1821138211382,87.3709446380178,104.340321331785,86.5828881145954,278.294154084398,821.247541618273,1057.44057297716,602.168834688347,2480.85694928378,2.02506775067751,3.84105691056911,2.46883468834688,8.3349593495935,67.7432055749129,41
OTub,OTub,OLFACTORY,1370902.95555556,NaN,833.698306878307,930.758518518518,637.084479717813,2401.54130511464,1.81753086419753,0.96,0.730740740740741,3.50827160493827,37.7208465608466,40.441746031746,34.7137918871252,112.876384479718,386.362927689594,460.110511463845,275.670070546737,1122.14350970018,0.331851851851852,1,1.38728395061728,2.71913580246914,117.090476190476,45
PAG,PAG,MIDBRAIN,1436557.75,29.9202290332757,1189.54177205896,1362.68431817026,1010.38202497734,3562.60811520655,2.68698691354941,1.38566242784993,0.40162037037037,4.47426971176971,147.427281919469,180.668821051634,157.625514994265,485.721617965368,742.90794541107,927.193509441947,334.469736513487,2004.5711913665,0.325366762866763,0.699578835516335,0.192561026936027,1.21750662531913,254.393850246975,48
PALd,PALd,STRIATUM,3115531.44,52.5530710547619,3053.33647619048,3191.5595,1761.62530952381,8006.52128571429,31.958880952381,18.5825238095238,7.21311904761905,57.7545238095238,290.864714285714,346.673428571429,272.034190476191,909.572333333333,1282.07592857143,1413.51261904762,430.968619047619,3126.55716666667,6.6095,9.2597380952381,4.08542857142857,19.9546666666667,366.037857142857,50
PALm,PALm,STRIATUM,680206.958333333,NaN,480.67408234127,554.738095238095,381.673462301587,1417.08563988095,0.752604166666667,0.371527777777778,0.104166666666667,1.22829861111111,43.2783482142857,53.7667658730159,48.4983382936508,145.543452380952,225.863120039683,274.671056547619,129.400074404762,629.934250992064,0.0538194444444444,0.129340277777778,0.0590277777777778,0.2421875,173.864880952381,48
PALv,PALv,STRIATUM,3117230.58,NaN,2630.78521428572,3010.88319047619,1932.38140476191,7574.04980952381,9.81571428571429,6.2602380952381,3.2042380952381,19.2801904761905,231.032952380952,261.53380952381,204.487357142857,697.054119047619,1276.92688095238,1396.23057142857,491.068642857143,3164.2260952381,2.07635714285714,3.44295238095238,2.0317380952381,7.55104761904762,434.946857142857,50
PAN,PAN,CORTICO-AMY,297387.35483871,15.870371827957,285.570967741935,333.906451612903,214.748387096774,834.225806451613,1.73655913978495,1.8494623655914,0.693548387096774,4.27956989247312,29.0236559139785,34.605376344086,22.4129032258064,86.041935483871,152.177419354839,163.944086021505,80.5967741935484,396.718279569892,0.17741935483871,0.462365591397849,0.0483870967741935,0.688172043010753,147.851612903226,31
PERI,PERI,TEMP ASSOC CTX,768725,41.9900765497343,586.882328895594,734.752169938905,506.672395291783,1828.30689412628,4.26701801599761,3.86984936831876,2.80746702277315,10.9443344070895,66.4999123325654,60.8970493791922,35.0796853373384,162.476647049096,312.778716918003,397.588896704203,316.807630238242,1027.17524386045,1.11308589369814,1.83090005232862,1.05357142857143,3.99755737459819,414.535812486833,49
PH,PH,HYPOTHAL,2512925.8,NaN,1674.79995238095,2104.06954761905,1678.14530952381,5457.01480952381,0.480119047619048,0.141666666666667,0.0341666666666667,0.655952380952381,158.421047619048,200.286904761905,159.535880952381,518.243833333333,896.674476190476,1053.22147619048,460.828142857143,2410.72409523809,0.0840476190476191,0.243571428571429,0.0652380952380952,0.392857142857143,479.819857142857,50
PIR,PIR,OLFACTORY,10339749.0192308,73.5101552451662,6995.2240241596,8622.20756401718,5759.73318012116,21377.1647682979,48.5368284493285,42.9116066625682,32.1023046398046,123.550739751701,632.996568068683,634.142542606966,381.821832280967,1648.96094295662,3459.85988162479,4330.25731725539,3124.91387085137,10915.0310697316,12.3163843101343,19.3206191778307,14.9603868353868,46.5973903233519,721.208059568636,52
PP,PP,THALAMIC,91800.4871794872,16.704025042735,91.9,94.6542735042735,56.5376068376068,243.09188034188,1.18119658119658,0.888034188034188,0.141025641025641,2.21025641025641,17.2589743589744,21.0786324786325,16.8405982905983,55.1782051282051,47.4504273504274,66.691452991453,18.9764957264957,133.118376068376,0.229487179487179,0.407692307692308,0.0448717948717949,0.682051282051282,131.370512820513,39
PTLp,PTLp,POST ASSOC CTX,1698725.91836735,29.6740970098382,1356.45862867291,1553.33254829071,1082.26525379383,3992.05643075745,29.8018116237504,26.4883863868558,26.2921460059215,82.5823440165277,87.7347205515573,79.2812643139174,50.517578793089,217.533563658564,688.958392854311,877.867324115794,755.22940279675,2322.05511976685,6.71852393638108,14.2920929977052,11.6431942207452,32.6538111548316,284.73479207867,49
PrL,PrL,PFC,940848.365853659,20.9347581997677,667.263763066202,806.745431668602,593.058439798684,2067.06763453349,4.84550909794812,2.96207897793264,2.32845528455285,10.1360433604336,26.0436314363144,31.4150019357336,33.5941153697251,91.0527487417731,325.1816686024,414.456116918312,293.669260549748,1033.30704607046,1.25218737901665,2.74698025551684,2.36689895470383,6.36606658923732,88.3029616724739,41
RSCla,RSC,POST ASSOC CTX,1483780.42553191,26.3316151122931,1321.42936395756,1568.41462337899,1157.25694364737,4047.10093098391,17.1359837561965,16.2439731663136,13.1863158118477,46.5662727343579,178.967493204195,221.815865871717,185.873400476592,586.656759552504,661.062507646018,746.551484626485,480.545126681829,1888.15911895433,3.98946484957123,7.61507192571023,4.56293027303666,16.1674670483181,233.785208762868,47
RSPd,RSC,POST ASSOC CTX,1147741.89795918,46.8927503923231,885.456750675628,1081.49979974674,907.330229917475,2874.28678033984,9.36227451686636,7.10006354190028,3.46595371748433,19.928291776251,57.755026606047,53.4141700136598,40.9582627689771,152.127459388684,396.948915540242,526.738892853179,507.411067390659,1431.09887578408,2.07488662131519,5.83960325388897,4.64436566834526,12.5588555435494,422.148057384792,49
RSPv,RSC,POST ASSOC CTX,2542559.95918367,50.2531198582143,2187.25633827624,2669.63878083368,2242.15786237572,7099.05298148564,24.0756349659411,24.4469847612705,21.2290721749905,69.7516919022021,313.179410838594,398.006739405719,368.402742778763,1079.58889302308,1055.94312099465,1247.48650493497,976.852179509832,3280.28180543946,6.1649148470577,12.292609034956,8.02837446000711,26.4858983420208,422.148057384792,49
RT,RT,THALAMIC,1608635.76595745,38.1929894680851,1563.74893617021,1499.8329787234,799.998936170213,3863.58085106383,20.7549645390071,12.3996453900709,4.18900709219858,37.3436170212766,119.974468085106,130.267021276596,92.1209219858156,342.362411347518,679.620567375887,818.491843971631,272.995390070922,1771.10780141844,4.02163120567376,6.55744680851064,1.5258865248227,12.1049645390071,309.41914893617,47
SH,SH,STRIATUM,78236.0833333333,7.44589166666667,36.2083333333333,47.9583333333333,29.5416666666667,113.708333333333,0,0,0,0,9.45833333333333,11.625,10.2083333333333,31.2916666666667,19.3333333333333,24.9166666666667,18.5416666666667,62.7916666666667,0,0,0,0,35.5833333333333,12
SP,SP,THALAMIC,371297.444444444,21.0360088888889,318.002592592593,318.834074074074,173.682592592593,810.519259259259,5.57296296296296,3.47592592592593,0.975925925925926,10.0248148148148,32.937037037037,34.0822222222222,23.6611111111111,90.6803703703704,204.095555555556,234.646666666667,59.7862962962963,498.528518518519,0.819259259259259,1.8337037037037,0.448148148148148,3.10111111111111,177.083333333333,45
SSp,SCtx,SOMAT CTX,23640857.54,69.6970856261905,15630.0171666667,18312.5831190476,13352.3434047619,47294.9436904762,565.185619047619,583.372619047619,718.199071428572,1866.75730952381,1052.85935714286,1119.78540476191,864.982476190477,3037.62723809524,8404.79883333333,10546.8782857143,7827.29711904762,26778.9742380952,163.862642857143,288.753095238095,236.701714285714,689.317452380952,519.388857142857,50
SSs,SCtx,SOMAT CTX,5297955.40816327,47.5044168148688,3697.63814382896,4291.62815840622,2963.96416423712,10953.2304664723,154.668780369291,173.868804664723,247.899829931973,576.437414965986,244.428449951409,238.244144800777,173.034815354713,655.7074101069,2011.37128279883,2469.21771137026,1564.10799319728,6044.69698736637,45.6585762876579,78.4899173955296,59.4124149659864,183.560908649174,365.833965014577,49
SUB,SUB,SUBIC-HPC,2745962.82978723,26.504623796375,2373.38915221894,2807.20943152592,2087.97727939909,7268.57586314395,31.5138506883188,26.3416537953772,16.9016028888369,74.7571073725329,393.2027344405,498.398639008745,411.549150435852,1303.1505238851,1238.9887042036,1289.15425071383,717.040311815844,3245.18326673327,5.73538317474488,8.52342515640388,4.51327124412231,18.7720795752711,238.423506635209,47
