SubROI,MajorROI,System,ROIAreapx,nonzeropixels,Ch1m05sd,Ch1m05sdm05sd,Ch1m05sd1,Ch1Total,Ch2m05sd,Ch2m05sdm05sd,Ch2m05sd1,Ch2Total,Ch3m05sd,Ch3m05sdm05sd,Ch3m05sd1,Ch3Total,Ch4m05sd,Ch4m05sdm05sd,Ch4m05sd1,Ch4Total,OLm05sd,OLm05sdm05sd,OLm05sd1,OLTotal,fseq,CountPerROI
AI,AI,TEMP ASSOC CTX,3779924.96078431,117.773585023343,2807.06960784314,3395.17203548086,2242.74682539682,8444.98846872082,99.3475723622782,108.368720821662,125.427217553688,333.143510737628,4523.98230625584,5913.84033613445,1024.13492063492,11461.9575630252,693.46974789916,1073.42600373483,613.607703081232,2380.50345471522,14.1971055088702,27.6283846872082,16.3692810457516,58.1947712418301,522.36568627451,51
ATN,ATN,THALAMIC,2894789.75510204,74.3021142176871,2626.08741496599,2748.15612244898,1815.47993197279,7189.72346938776,13.6214285714286,7.7530612244898,4.20850340136054,25.5829931972789,3107.92210884354,3546.00816326531,1412.46462585034,8066.39489795918,273.972108843537,377.516326530612,129.644217687075,781.132653061224,0.386054421768708,0.563265306122449,0.469387755102041,1.4187074829932,468.933673469388,49
AcB,AcB,STRIATUM,4014794.82352941,76.1268466666667,3564.08464052288,4138.49575163399,2753.54836601307,10456.1287581699,19.5065359477124,16.5352941176471,11.771568627451,47.8133986928104,4729.48300653595,5665.15490196078,1233.26503267974,11627.9029411765,539.478104575163,658.646405228758,258.630392156863,1456.75490196078,1.56209150326797,2.62549019607843,1.66372549019608,5.85130718954248,298.76568627451,51
AuD,ACtx,AUD CTX,2030190.74468085,46.7898077304965,1557.62122593718,1821.41524822695,1308.95227963526,4687.98875379939,23.6755319148936,20.1468591691996,13.448125633232,57.2705167173252,2116.21975683891,1737.45906788247,505.387841945289,4359.06666666667,249.411651469098,383.279888551165,249.59726443769,882.288804457953,3.84569402228977,4.82558257345491,3.36205673758865,12.0333333333333,433.173100303951,47
AuP,ACtx,AUD CTX,2306204.76595745,47.7937782370821,1765.33044579534,2087.37117527862,1494.09194528875,5346.79356636271,20.0610435663627,18.365704154002,12.6363221884498,51.0630699088146,2582.55663627153,2023.07274569402,550.028166160081,5155.65754812563,270.887234042553,415.710638297872,267.523758865248,954.121631205674,2.84078014184397,4.29893617021277,2.47841945288754,9.61813576494427,433.173100303951,47
AuV,ACtx,AUD CTX,2668368.93333333,63.8910877724868,2066.98857142857,2493.53671957672,1730.53201058201,6291.0573015873,33.4579894179894,33.4483597883598,28.5844444444444,95.4907936507937,3165.9437037037,2708.74423280423,635.591746031746,6510.27968253968,346.063650793651,534.066984126984,348.420211640212,1228.55084656085,4.77777777777778,8.13333333333333,5.58888888888889,18.5,509.486031746032,45
BNST,BNST,STRIATUM,2082233.87234043,50.1477640780142,1910.61879432624,2528.50070921986,1783.68333333333,6222.80283687943,2.02482269503546,0.729787234042553,0.218085106382979,2.97269503546099,2504.57836879433,3220.31028368794,995.758510638298,6720.64716312057,245.507092198582,346.993262411348,130.559219858156,723.059574468085,0.195744680851064,0.169148936170213,0.170212765957447,0.535106382978723,192.31914893617,47
CA1,CA1,SUBIC-HPC,2966432.62765957,133.047524235056,4420.25526849037,5241.47456940223,3609.44179331307,13271.1716312057,131.966970618034,186.121783181358,237.527710233029,555.616464032421,5479.46732522796,8217.65623100304,5483.89858156028,19181.0221377913,352.478774062817,494.079381965552,219.249088145897,1065.80724417427,12.8096251266464,23.1899189463019,15.4214285714286,51.4209726443769,972.856838905775,47
CA2,CA2,SUBIC-HPC,518931.545454545,63.6308707683983,351.040043290043,443.578787878788,290.417803030303,1085.03663419913,8.39529220779221,9.33484848484848,6.97689393939394,24.7070346320346,446.775378787879,748.636796536797,584.144642857143,1779.55681818182,27.9204004329004,38.1179653679654,18.9364177489178,84.9747835497835,0.416287878787879,0.865151515151515,0.540530303030303,1.8219696969697,487.860714285714,44
CA3,CA3,SUBIC-HPC,1848918.67708333,153.324620610119,3196.48506944444,3432.90416666667,2289.32058531746,8918.70982142857,44.0455853174603,32.1402281746032,16.1142857142857,92.3000992063492,3464.34136904762,5161.08303571429,3495.93804563492,12121.3624503968,227.612847222222,312.357291666667,146.622222222222,686.592361111111,1.61458333333333,1.95763888888889,1.20763888888889,4.77986111111111,1046.63005952381,48
