Experiment,Trial,Box,Animal,Group,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index
AGE 10 - TAG A,H,Chamber2,8488,CAB,POST2,3,3.367,0.75,4.32,219.88,0,1135
AGE 10 - TAG A,H,Chamber2,8488,CAB,SHK3,1,1.2,0.27,60,8.88,0,95
AGE 10 - TAG A,H,Chamber2,8488,CAB,POST3,10,14.833,3.3,19.02,166.06,0,3694
AGE 10 - TAG A,H,Chamber2,8488,CAB,SHK4,0,0,0,0,288.08,80,593
AGE 10 - TAG A,H,Chamber2,8488,CAB,POST4,1,1.033,0.23,1.78,188.1,0,1412
AGE 10 - TAG A,H,Chamber3,8489,CAB,PRE,0,0,0,0,184.87,0,1348
AGE 10 - TAG A,H,Chamber3,8489,CAB,SHK1,0,0,0,0,105.87,21,207
AGE 10 - TAG A,H,Chamber3,8489,CAB,POST1,0,0,0,0,188.12,0,2612
AGE 10 - TAG A,H,Chamber3,8489,CAB,SHK2,0,0,0,0,295.9,47,598
AGE 10 - TAG A,H,Chamber3,8489,CAB,POST2,0,0,0,0,184.81,0,826
AGE 10 - TAG A,H,Chamber3,8489,CAB,SHK3,0,0,0,0,246.85,52,529
AGE 10 - TAG A,H,Chamber3,8489,CAB,POST3,0,0,0,0,163.75,0,1186
AGE 10 - TAG A,H,Chamber3,8489,CAB,SHK4,0,0,0,0,174.95,16,554
AGE 10 - TAG A,H,Chamber3,8489,CAB,POST4,0,0,0,0,197.03,0,1135
AGE 10 - TAG A,H,Chamber4,8492,CAB,PRE,1,1.167,0.26,0.78,181.71,0,937
AGE 10 - TAG A,H,Chamber4,8492,CAB,SHK1,0,0,0,0,156.57,36,309
AGE 10 - TAG A,H,Chamber4,8492,CAB,POST1,0,0,0,0,217.51,0,1034
AGE 10 - TAG A,H,Chamber4,8492,CAB,SHK2,0,0,0,0,103.9,19,426
AGE 10 - TAG A,H,Chamber4,8492,CAB,POST2,0,0,0,0,264.3,0,1321
AGE 10 - TAG A,H,Chamber4,8492,CAB,SHK3,0,0,0,0,419.55,7,948
AGE 10 - TAG A,H,Chamber4,8492,CAB,POST3,0,0,0,0,219.17,0,974
AGE 10 - TAG A,H,Chamber4,8492,CAB,SHK4,0,0,0,0,158.12,7,409
AGE 10 - TAG A,H,Chamber4,8492,CAB,POST4,0,0,0,0,240.83,0,1322
AGE 11A,E,Chamber1,3539,CAA,PRE,7,10.8,2.4,7.2,257.39,0,1753
AGE 11A,E,Chamber1,3539,CAA,SHK1,0,0,0,0,388.08,25,752
AGE 11A,E,Chamber1,3539,CAA,POST1,11,16.133,3.59,20.68,117.21,0,1773
AGE 11A,E,Chamber1,3539,CAA,SHK2,0,0,0,0,114.75,0,355
AGE 11A,E,Chamber1,3539,CAA,POST2,1,2.167,0.48,2.78,218.85,0,1602
AGE 11A,E,Chamber1,3539,CAA,SHK3,0,0,0,0,19.93,0,107
AGE 11A,E,Chamber1,3539,CAA,POST3,8,10.633,2.36,13.63,157.32,0,1290
AGE 11A,E,Chamber1,3539,CAA,SHK4,1,1.1,0.24,55,1.5,0,33
AGE 11A,E,Chamber1,3539,CAA,POST4,3,4.867,1.08,8.39,184.58,0,1008
AGE 11A,E,Chamber2,3540,CAA,PRE,0,0,0,0,202.95,0,1518
AGE 11A,E,Chamber2,3540,CAA,SHK1,0,0,0,0,222.47,2,537
AGE 11A,E,Chamber2,3540,CAA,POST1,0,0,0,0,247.68,0,1541
AGE 11A,E,Chamber2,3540,CAA,SHK2,0,0,0,0,143.08,0,580
AGE 11A,E,Chamber2,3540,CAA,POST2,0,0,0,0,265.85,0,1458
AGE 11A,E,Chamber2,3540,CAA,SHK3,0,0,0,0,60.6,0,216
AGE 11A,E,Chamber2,3540,CAA,POST3,0,0,0,0,222.7,0,1161
AGE 11A,E,Chamber2,3540,CAA,SHK4,0,0,0,0,495,39,1109
AGE 11A,E,Chamber2,3540,CAA,POST4,0,0,0,0,279.29,0,1622
AGE 11A,E,Chamber3,3541,CAA,PRE,30,45.267,10.06,30.18,68.44,0,906
AGE 11A,E,Chamber3,3541,CAA,SHK1,0,0,0,0,6.12,0,78
AGE 11A,E,Chamber3,3541,CAA,POST1,9,13.767,3.06,17.65,90.79,0,873
AGE 11A,E,Chamber3,3541,CAA,SHK2,0,0,0,0,137.03,0,442
AGE 11A,E,Chamber3,3541,CAA,POST2,14,23.1,5.13,29.62,53.54,0,639
AGE 11A,E,Chamber3,3541,CAA,SHK3,0,0,0,0,27.7,0,191
AGE 11A,E,Chamber3,3541,CAA,POST3,14,23.333,5.19,29.91,53.75,0,714
AGE 11A,E,Chamber3,3541,CAA,SHK4,0,0,0,0,13.3,0,113
AGE 11A,E,Chamber3,3541,CAA,POST4,12,19.467,4.33,33.56,54.9,0,552
AGE 11A,E,Chamber4,3602,CAA,PRE,0,0,0,0,377.02,0,2006
AGE 11A,E,Chamber4,3602,CAA,SHK1,0,0,0,0,290.57,3,609
AGE 11A,E,Chamber4,3602,CAA,POST1,0,0,0,0,342.35,0,1559
AGE 11A,E,Chamber4,3602,CAA,SHK2,0,0,0,0,427.77,11,1015
AGE 11A,E,Chamber4,3602,CAA,POST2,0,0,0,0,400.27,0,1845
AGE 11A,E,Chamber4,3602,CAA,SHK3,0,0,0,0,135.67,1,335
AGE 11A,E,Chamber4,3602,CAA,POST3,0,0,0,0,381.12,0,1848
AGE 11A,E,Chamber4,3602,CAA,SHK4,0,0,0,0,135.77,0,603
AGE 11A,E,Chamber4,3602,CAA,POST4,0,0,0,0,372.7,0,1753
AGE 11A - TAG,A,Chamber1,3422,SAA,PRE,3,3.367,0.75,2.24,265.15,0,1774
AGE 11A - TAG,A,Chamber1,3422,SAA,SHK1,0,0,0,0,2132.67,36,6279
AGE 11A - TAG,A,Chamber1,3422,SAA,POST1,7,57.067,12.68,73.16,50.09,0,2464
AGE 11A - TAG,A,Chamber1,3422,SAA,SHK2,0,0,0,0,1391.05,0,3573
AGE 11A - TAG,A,Chamber1,3422,SAA,POST2,13,54.067,12.01,69.32,71.74,0,2723
AGE 11A - TAG,A,Chamber1,3422,SAA,SHK3,0,0,0,0,1036.1,0,3382
AGE 11A - TAG,A,Chamber1,3422,SAA,POST3,3,26.333,5.85,33.76,91.58,0,1614
AGE 11A - TAG,A,Chamber1,3422,SAA,SHK4,0,0,0,0,1829.38,0,4215
AGE 11A - TAG,A,Chamber1,3422,SAA,POST4,5,42.433,9.43,73.16,100.97,0,2701
AGE 11A - TAG,A,Chamber2,3427,SAA,PRE,0,0,0,0,296.98,0,1648
AGE 11A - TAG,A,Chamber2,3427,SAA,SHK1,0,0,0,0,1639.9,85,4082
AGE 11A - TAG,A,Chamber2,3427,SAA,POST1,0,0,0,0,142.86,0,942
AGE 11A - TAG,A,Chamber2,3427,SAA,SHK2,0,0,0,0,1685.92,15,3656
AGE 11A - TAG,A,Chamber2,3427,SAA,POST2,9,25.133,5.59,32.22,78.09,0,3605
AGE 11A - TAG,A,Chamber2,3427,SAA,SHK3,0,0,0,0,1357.5,0,3338
AGE 11A - TAG,A,Chamber2,3427,SAA,POST3,7,29.8,6.62,38.21,81.11,0,1363
AGE 11A - TAG,A,Chamber2,3427,SAA,SHK4,0,0,0,0,1537.53,0,4279
AGE 11A - TAG,A,Chamber2,3427,SAA,POST4,8,23.833,5.3,41.09,30.1,0,1363
AGE 11A - TAG,A,Chamber3,3429,SAA,PRE,13,21.8,4.84,14.53,122.78,0,1011
AGE 11A - TAG,A,Chamber3,3429,SAA,SHK1,0,0,0,0,1280.2,0,3468
AGE 11A - TAG,A,Chamber3,3429,SAA,POST1,4,58.167,12.93,74.57,32.96,0,2594
AGE 11A - TAG,A,Chamber3,3429,SAA,SHK2,0,0,0,0,980.98,4,3173
AGE 11A - TAG,A,Chamber3,3429,SAA,POST2,5,36.733,8.16,47.09,63.05,0,3159
AGE 11A - TAG,A,Chamber3,3429,SAA,SHK3,0,0,0,0,923.73,70,3127
AGE 11A - TAG,A,Chamber3,3429,SAA,POST3,6,58.9,13.09,75.51,20.09,0,1826
AGE 11A - TAG,A,Chamber3,3429,SAA,SHK4,0,0,0,0,608.32,0,1420
AGE 11A - TAG,A,Chamber3,3429,SAA,POST4,3,54.133,12.03,93.33,4.55,0,556
AGE 11A - TAG,A,Chamber4,3425,SAA,PRE,0,0,0,0,522.07,1,1991
AGE 11A - TAG,A,Chamber4,3425,SAA,SHK1,0,0,0,0,2453.93,109,4295
AGE 11A - TAG,A,Chamber4,3425,SAA,POST1,16,62.967,13.99,80.73,40.07,0,4086
AGE 11A - TAG,A,Chamber4,3425,SAA,SHK2,0,0,0,0,2707.9,0,6758
AGE 11A - TAG,A,Chamber4,3425,SAA,POST2,10,39.133,8.7,50.17,54.87,0,4473
AGE 11A - TAG,A,Chamber4,3425,SAA,SHK3,0,0,0,0,2695.8,1,5637
AGE 11A - TAG,A,Chamber4,3425,SAA,POST3,9,58.833,13.07,75.43,29.01,0,2962
AGE 11A - TAG,A,Chamber4,3425,SAA,SHK4,0,0,0,0,2611.82,0,6459
AGE 11A - TAG,A,Chamber4,3425,SAA,POST4,5,44.567,9.9,76.84,67.52,0,6087
AGE 11A - TAG,B,Chamber1,3507,SAA,PRE,2,2.533,0.56,1.69,253.75,0,1788
AGE 11A - TAG,B,Chamber1,3507,SAA,SHK1,0,0,0,0,1491.45,40,4092
AGE 11A - TAG,B,Chamber1,3507,SAA,POST1,11,40.533,9.01,51.97,47.74,0,2914
AGE 11A - TAG,B,Chamber1,3507,SAA,SHK2,0,0,0,0,1197.8,0,2717
AGE 11A - TAG,B,Chamber1,3507,SAA,POST2,8,39.6,8.8,50.77,55.16,0,3583
AGE 11A - TAG,B,Chamber1,3507,SAA,SHK3,0,0,0,0,1175.58,76,3343
AGE 11A - TAG,B,Chamber1,3507,SAA,POST3,5,49.133,10.92,62.99,80.46,0,4743
AGE 11A - TAG,B,Chamber1,3507,SAA,SHK4,0,0,0,0,1439.48,0,4632
AGE 11A - TAG,B,Chamber1,3507,SAA,POST4,10,42.433,9.43,73.16,33.05,0,4735
AGE 11A - TAG,B,Chamber2,3508,SAA,PRE,7,11.033,2.45,7.36,261.81,0,1852
AGE 11A - TAG,B,Chamber2,3508,SAA,SHK1,0,0,0,0,2240.65,18,5106
AGE 11A - TAG,B,Chamber2,3508,SAA,POST1,5,9.433,2.1,12.09,146.65,0,4172
AGE 11A - TAG,B,Chamber2,3508,SAA,SHK2,0,0,0,0,1828.05,0,5061
AGE 11A - TAG,B,Chamber2,3508,SAA,POST2,13,49.967,11.1,64.06,49.15,0,1558
AGE 11A - TAG,B,Chamber2,3508,SAA,SHK3,0,0,0,0,1337.65,0,2934
AGE 11A - TAG,B,Chamber2,3508,SAA,POST3,5,65.633,14.59,84.15,26.28,0,1819
AGE 11A - TAG,B,Chamber2,3508,SAA,SHK4,0,0,0,0,1565.73,0,3669
AGE 11A - TAG,B,Chamber2,3508,SAA,POST4,3,52.567,11.68,90.63,18.81,0,2852
AGE 11A - TAG,B,Chamber3,3595,SAA,PRE,0,0,0,0,211.07,0,1111
AGE 11A - TAG,B,Chamber3,3595,SAA,SHK1,0,0,0,0,776.9,8,2397
AGE 11A - TAG,B,Chamber3,3595,SAA,POST1,10,33.633,7.47,43.12,53.32,0,1660
AGE 11A - TAG,B,Chamber3,3595,SAA,SHK2,0,0,0,0,467.12,94,1843
AGE 11A - TAG,B,Chamber3,3595,SAA,POST2,11,49.8,11.07,63.85,17.26,0,567
AGE 11A - TAG,B,Chamber3,3595,SAA,SHK3,0,0,0,0,477.77,29,958
AGE 11A - TAG,B,Chamber3,3595,SAA,POST3,4,71.567,15.9,91.75,7.34,0,594
AGE 11A - TAG,B,Chamber3,3595,SAA,SHK4,0,0,0,0,471.72,0,1359
AGE 11A - TAG,B,Chamber3,3595,SAA,POST4,4,53.3,11.84,91.9,13.92,0,1373
AGE 11A - TAG,B,Chamber4,3426,SAA,PRE,0,0,0,0,438.55,0,1910
AGE 11A - TAG,B,Chamber4,3426,SAA,SHK1,0,0,0,0,2031.7,483,5339
AGE 11A - TAG,B,Chamber4,3426,SAA,POST1,4,16.233,3.61,20.81,180.46,0,5788
AGE 11A - TAG,B,Chamber4,3426,SAA,SHK2,0,0,0,0,1798.07,61,5577
AGE 11A - TAG,B,Chamber4,3426,SAA,POST2,10,21.6,4.8,27.69,123.3,0,4924
AGE 11A - TAG,B,Chamber4,3426,SAA,SHK3,0,0,0,0,1717.57,0,4521
AGE 11A - TAG,B,Chamber4,3426,SAA,POST3,10,26.533,5.9,34.02,133.05,0,4305
AGE 11A - TAG,B,Chamber4,3426,SAA,SHK4,0,0,0,0,1972.68,1,3982
AGE 11A - TAG,B,Chamber4,3426,SAA,POST4,7,13.7,3.04,23.62,67.72,0,6624
AGE 11A - TAG,D,Chamber1,3307,SAB,PRE,0,0,0,0,405.7,0,1798
AGE 11A - TAG,D,Chamber1,3307,SAB,SHK1,0,0,0,0,1838.43,431,4586
AGE 11A - TAG,D,Chamber1,3307,SAB,POST1,9,25.567,5.68,32.78,97.86,0,1239
AGE 11A - TAG,D,Chamber1,3307,SAB,SHK2,0,0,0,0,1593.73,78,6187
AGE 11A - TAG,D,Chamber1,3307,SAB,POST2,6,21.533,4.79,27.61,118.65,0,2300
AGE 11A - TAG,D,Chamber1,3307,SAB,SHK3,0,0,0,0,893.8,1,2540
AGE 11A - TAG,D,Chamber1,3307,SAB,POST3,6,65.4,14.53,83.85,38.05,0,4151
AGE 11A - TAG,D,Chamber1,3307,SAB,SHK4,0,0,0,0,1534.35,0,4744
AGE 11A - TAG,D,Chamber1,3307,SAB,POST4,4,47.767,10.61,82.36,28.53,0,1731
AGE 11A - TAG,D,Chamber2,3308,SAB,PRE,0,0,0,0,487.1,0,1934
AGE 11A - TAG,D,Chamber2,3308,SAB,SHK1,0,0,0,0,1731.68,579,3739
AGE 11A - TAG,D,Chamber2,3308,SAB,POST1,5,11.667,2.59,14.96,218.57,0,2613
AGE 11A - TAG,D,Chamber2,3308,SAB,SHK2,0,0,0,0,1348.95,246,4290
AGE 11A - TAG,D,Chamber2,3308,SAB,POST2,4,6.533,1.45,8.38,267.81,0,1752
AGE 11A - TAG,D,Chamber2,3308,SAB,SHK3,0,0,0,0,1104.98,117,2450
AGE 11A - TAG,D,Chamber2,3308,SAB,POST3,5,38.033,8.45,48.76,88.16,0,3391
AGE 11A - TAG,D,Chamber2,3308,SAB,SHK4,0,0,0,0,1026.37,0,2487
AGE 11A - TAG,D,Chamber2,3308,SAB,POST4,2,20.167,4.48,34.77,93.27,0,4750
AGE 11A - TAG,D,Chamber3,3531,SAB,PRE,4,5.233,1.16,3.49,241.13,0,1134
AGE 11A - TAG,D,Chamber3,3531,SAB,SHK1,0,0,0,0,722.8,0,2359
AGE 11A - TAG,D,Chamber3,3531,SAB,POST1,8,24.033,5.34,30.81,50.11,0,1115
AGE 11A - TAG,D,Chamber3,3531,SAB,SHK2,0,0,0,0,891.4,60,2864
AGE 11A - TAG,D,Chamber3,3531,SAB,POST2,5,14.533,3.23,18.63,103.59,0,751
AGE 11A - TAG,D,Chamber3,3531,SAB,SHK3,0,0,0,0,612.62,52,1562
AGE 11A - TAG,D,Chamber3,3531,SAB,POST3,5,60.367,13.41,77.39,39.94,0,4586
AGE 11A - TAG,D,Chamber3,3531,SAB,SHK4,0,0,0,0,805.78,0,2574
AGE 11A - TAG,D,Chamber3,3531,SAB,POST4,6,29.867,6.64,51.49,37.81,0,2011
AGE 11A - TAG,D,Chamber4,3433,SAB,PRE,2,2.133,0.47,1.42,454.38,0,2022
AGE 11A - TAG,D,Chamber4,3433,SAB,SHK1,0,0,0,0,2439.8,477,6624
AGE 11A - TAG,D,Chamber4,3433,SAB,POST1,4,7.533,1.67,9.66,119.34,0,3811
AGE 11A - TAG,D,Chamber4,3433,SAB,SHK2,0,0,0,0,2314.62,252,5152
AGE 11A - TAG,D,Chamber4,3433,SAB,POST2,6,56.733,12.61,72.74,38.23,0,4287
AGE 11A - TAG,D,Chamber4,3433,SAB,SHK3,0,0,0,0,2522.75,2,4522
AGE 11A - TAG,D,Chamber4,3433,SAB,POST3,11,49.667,11.04,63.68,71.99,0,4990
AGE 11A - TAG,D,Chamber4,3433,SAB,SHK4,0,0,0,0,1916,0,4449
AGE 11A - TAG,D,Chamber4,3433,SAB,POST4,3,48.8,10.84,84.14,90.84,0,2586
AGE 11A - TAG,F,Chamber1,3542,CAA,PRE,3,3.1,0.69,2.07,476.21,0,2344
AGE 11A - TAG,F,Chamber1,3542,CAA,SHK1,0,0,0,0,233.53,5,610
AGE 11A - TAG,F,Chamber1,3542,CAA,POST1,0,0,0,0,417.83,0,2016
AGE 11A - TAG,F,Chamber1,3542,CAA,SHK2,0,0,0,0,412.78,38,1247
AGE 11A - TAG,F,Chamber1,3542,CAA,POST2,1,1.267,0.28,1.62,363.67,0,1849
AGE 11A - TAG,F,Chamber1,3542,CAA,SHK3,0,0,0,0,428.88,5,1275
AGE 11A - TAG,F,Chamber1,3542,CAA,POST3,1,1.333,0.3,1.71,405.98,0,1844
AGE 11A - TAG,F,Chamber1,3542,CAA,SHK4,0,0,0,0,741.57,76,1450
AGE 11A - TAG,F,Chamber1,3542,CAA,POST4,1,2.1,0.47,3.62,270.2,0,1546
AGE 11A - TAG,F,Chamber2,3606,CAA,PRE,3,3.633,0.81,2.42,362.05,0,2752
AGE 11A - TAG,F,Chamber2,3606,CAA,SHK1,0,0,0,0,390.05,0,1240
AGE 11A - TAG,F,Chamber2,3606,CAA,POST1,2,3.033,0.67,3.89,361.09,0,1777
AGE 11A - TAG,F,Chamber2,3606,CAA,SHK2,0,0,0,0,390.3,3,1241
AGE 11A - TAG,F,Chamber2,3606,CAA,POST2,0,0,0,0,247.38,0,1574
AGE 11A - TAG,F,Chamber2,3606,CAA,SHK3,0,0,0,0,86.75,0,455
AGE 11A - TAG,F,Chamber2,3606,CAA,POST3,6,12.033,2.67,15.43,137.82,0,1120
AGE 11A - TAG,F,Chamber2,3606,CAA,SHK4,0,0,0,0,57.93,0,246
AGE 11A - TAG,F,Chamber2,3606,CAA,POST4,9,18.767,4.17,32.36,105.35,0,2150
AGE 11A - TAG,F,Chamber3,3661,CAA,PRE,0,0,0,0,142.29,0,1077
AGE 11A - TAG,F,Chamber3,3661,CAA,SHK1,0,0,0,0,6.83,0,46
AGE 11A - TAG,F,Chamber3,3661,CAA,POST1,2,2.8,0.62,3.59,162.79,0,1225
AGE 11A - TAG,F,Chamber3,3661,CAA,SHK2,0,0,0,0,34.52,0,165
AGE 11A - TAG,F,Chamber3,3661,CAA,POST2,4,5.7,1.27,7.31,128.02,0,1129
AGE 11A - TAG,F,Chamber3,3661,CAA,SHK3,0,0,0,0,74.13,16,158
AGE 11A - TAG,F,Chamber3,3661,CAA,POST3,3,3.433,0.76,4.4,162.86,0,1122
AGE 11A - TAG,F,Chamber3,3661,CAA,SHK4,0,0,0,0,351.83,19,789
AGE 11A - TAG,F,Chamber3,3661,CAA,POST4,2,3.533,0.79,6.09,206.47,0,1041
AGE 11A - TAG,F,Chamber4,3607,CAA,PRE,0,0,0,0,368.89,0,9516
AGE 11A - TAG,F,Chamber4,3607,CAA,SHK1,0,0,0,0,29.15,0,113
AGE 11A - TAG,F,Chamber4,3607,CAA,POST1,0,0,0,0,406.57,0,1600
AGE 11A - TAG,F,Chamber4,3607,CAA,SHK2,0,0,0,0,472.33,58,1388
AGE 11A - TAG,F,Chamber4,3607,CAA,POST2,0,0,0,0,435.93,0,2096
AGE 11A - TAG,F,Chamber4,3607,CAA,SHK3,0,0,0,0,66.3,0,195
AGE 11A - TAG,F,Chamber4,3607,CAA,POST3,1,1,0.22,1.28,354.53,0,1624
AGE 11A - TAG,F,Chamber4,3607,CAA,SHK4,0,0,0,0,440.03,25,1051
AGE 11A - TAG,F,Chamber4,3607,CAA,POST4,0,0,0,0,446.12,0,2070
AGE 11A - TAG,G,Chamber1, , ,PRE,1,150,33.33,100,0,0,0
AGE 11A - TAG,G,Chamber1, , ,SHK1,1,2,0.44,100,0,0,0
AGE 11A - TAG,G,Chamber1, , ,POST1,1,78,17.33,100,0,0,0
AGE 11A - TAG,G,Chamber1, , ,SHK2,1,2,0.44,100,0,0,0
AGE 11A - TAG,G,Chamber1, , ,POST2,1,78,17.33,100,0,0,0
AGE 11A - TAG,G,Chamber1, , ,SHK3,1,2,0.44,100,0,0,0
AGE 11A - TAG,G,Chamber1, , ,POST3,1,78,17.33,100,0,0,0
AGE 11A - TAG,G,Chamber1, , ,SHK4,1,2,0.44,100,0,0,0
AGE 11A - TAG,G,Chamber1, , ,POST4,1,58,12.89,100,0,0,0
AGE 11A - TAG,G,Chamber2,3663,CAB,PRE,0,0,0,0,577.83,0,2093
AGE 11A - TAG,G,Chamber2,3663,CAB,SHK1,0,0,0,0,451.37,70,811
AGE 11A - TAG,G,Chamber2,3663,CAB,POST1,1,1.433,0.32,1.84,530.09,0,2188
AGE 11A - TAG,G,Chamber2,3663,CAB,SHK2,0,0,0,0,574.07,22,1682
AGE 11A - TAG,G,Chamber2,3663,CAB,POST2,0,0,0,0,451.06,0,2127
AGE 11A - TAG,G,Chamber2,3663,CAB,SHK3,0,0,0,0,160.95,9,477
AGE 11A - TAG,G,Chamber2,3663,CAB,POST3,0,0,0,0,536.91,0,2421
AGE 11A - TAG,G,Chamber2,3663,CAB,SHK4,0,0,0,0,720.33,24,1643
AGE 11A - TAG,G,Chamber2,3663,CAB,POST4,0,0,0,0,583.08,0,1849
AGE 11A - TAG,G,Chamber3,3664,CAB,PRE,3,3.5,0.78,2.33,167.77,0,1377
AGE 11A - TAG,G,Chamber3,3664,CAB,SHK1,0,0,0,0,143.12,8,389
AGE 11A - TAG,G,Chamber3,3664,CAB,POST1,4,5.567,1.24,7.14,144.92,0,960
AGE 11A - TAG,G,Chamber3,3664,CAB,SHK2,0,0,0,0,72.52,0,295
AGE 11A - TAG,G,Chamber3,3664,CAB,POST2,3,11.333,2.52,14.53,86.27,0,748
AGE 11A - TAG,G,Chamber3,3664,CAB,SHK3,0,0,0,0,183.15,2,527
AGE 11A - TAG,G,Chamber3,3664,CAB,POST3,2,2.767,0.61,3.55,139.52,0,928
AGE 11A - TAG,G,Chamber3,3664,CAB,SHK4,0,0,0,0,69.5,0,328
AGE 11A - TAG,G,Chamber3,3664,CAB,POST4,3,4.3,0.96,7.41,114.36,0,885
AGE 11A - TAG,G,Chamber4,3608,CAB,PRE,0,0,0,0,452.55,0,2216
AGE 11A - TAG,G,Chamber4,3608,CAB,SHK1,0,0,0,0,693.27,121,1159
AGE 11A - TAG,G,Chamber4,3608,CAB,POST1,0,0,0,0,464.68,0,2015
AGE 11A - TAG,G,Chamber4,3608,CAB,SHK2,0,0,0,0,406.95,133,792
AGE 11A - TAG,G,Chamber4,3608,CAB,POST2,0,0,0,0,505.07,0,2266
AGE 11A - TAG,G,Chamber4,3608,CAB,SHK3,0,0,0,0,74.63,0,393
AGE 11A - TAG,G,Chamber4,3608,CAB,POST3,1,3.2,0.71,4.1,389.62,0,1943
AGE 11A - TAG,G,Chamber4,3608,CAB,SHK4,0,0,0,0,319.22,106,577
AGE 11A - TAG,G,Chamber4,3608,CAB,POST4,2,2.967,0.66,5.11,259.58,0,1567
AGE 11A - TAG,H,Chamber1,3596,CAB,PRE,0,0,0,0,316.25,0,1621
AGE 11A - TAG,H,Chamber1,3596,CAB,SHK1,0,0,0,0,172.4,15,383
AGE 11A - TAG,H,Chamber1,3596,CAB,POST1,0,0,0,0,295.91,0,1367
AGE 11A - TAG,H,Chamber1,3596,CAB,SHK2,0,0,0,0,151.82,24,574
AGE 11A - TAG,H,Chamber1,3596,CAB,POST2,0,0,0,0,334.15,0,1649
AGE 11A - TAG,H,Chamber1,3596,CAB,SHK3,0,0,0,0,71.8,0,348
AGE 11A - TAG,H,Chamber1,3596,CAB,POST3,1,1.2,0.27,1.54,298.33,0,1647
AGE 11A - TAG,H,Chamber1,3596,CAB,SHK4,0,0,0,0,375.45,0,1292
AGE 11A - TAG,H,Chamber1,3596,CAB,POST4,1,1.233,0.27,2.13,316.06,0,1530
AGE 11A - TAG,H,Chamber2,3662,CAB,PRE,0,0,0,0,394.25,0,2156
AGE 11A - TAG,H,Chamber2,3662,CAB,SHK1,0,0,0,0,271.88,17,802
AGE 11A - TAG,H,Chamber2,3662,CAB,POST1,2,2.533,0.56,3.25,272.69,0,1629
AGE 11A - TAG,H,Chamber2,3662,CAB,SHK2,0,0,0,0,292.07,0,788
AGE 11A - TAG,H,Chamber2,3662,CAB,POST2,0,0,0,0,477.22,0,2029
AGE 11A - TAG,H,Chamber2,3662,CAB,SHK3,0,0,0,0,118.62,0,319
AGE 11A - TAG,H,Chamber2,3662,CAB,POST3,0,0,0,0,185.01,0,1813
AGE 11A - TAG,H,Chamber2,3662,CAB,SHK4,0,0,0,0,109.73,0,481
AGE 11A - TAG,H,Chamber2,3662,CAB,POST4,0,0,0,0,206.56,0,1366
AGE 11A - TAG,H,Chamber3, , ,PRE,2,149.133,33.14,99.42,97.52,0,39900
AGE 11A - TAG,H,Chamber3, , ,SHK1,1,2,0.44,100,0,0,0
AGE 11A - TAG,H,Chamber3, , ,POST1,1,78,17.33,100,0.01,0,1
AGE 11A - TAG,H,Chamber3, , ,SHK2,1,2,0.44,100,0,0,0
AGE 11A - TAG,H,Chamber3, , ,POST2,1,78,17.33,100,0.01,0,1
AGE 11A - TAG,H,Chamber3, , ,SHK3,1,2,0.44,100,0.02,0,1
AGE 11A - TAG,H,Chamber3, , ,POST3,1,78,17.33,100,0.01,0,1
AGE 11A - TAG,H,Chamber3, , ,SHK4,1,2,0.44,100,0.02,0,1
AGE 11A - TAG,H,Chamber3, , ,POST4,1,58,12.89,100,0.01,0,1
AGE 11A - TAG,H,Chamber4,3858,CAB,PRE,0,0,0,0,518.74,0,1850
AGE 11A - TAG,H,Chamber4,3858,CAB,SHK1,0,0,0,0,474.02,50,826
AGE 11A - TAG,H,Chamber4,3858,CAB,POST1,0,0,0,0,421.8,0,1734
AGE 11A - TAG,H,Chamber4,3858,CAB,SHK2,0,0,0,0,461.75,36,976
AGE 11A - TAG,H,Chamber4,3858,CAB,POST2,0,0,0,0,344.88,2,1605
AGE 11A - TAG,H,Chamber4,3858,CAB,SHK3,0,0,0,0,513.62,13,971
AGE 11A - TAG,H,Chamber4,3858,CAB,POST3,0,0,0,0,364.16,0,1832
AGE 11A - TAG,H,Chamber4,3858,CAB,SHK4,0,0,0,0,355.93,0,992
AGE 11A - TAG,H,Chamber4,3858,CAB,POST4,0,0,0,0,433.85,0,1853
AGE 15 - FC,A,Chamber1,1536,SAA,PRE,0,0,0,0,355.77,0,2098
AGE 15 - FC,A,Chamber1,1536,SAA,SHK1,0,0,0,0,2038.58,190,5242
AGE 15 - FC,A,Chamber1,1536,SAA,POST1,4,21.9,4.87,28.08,151.47,0,6136
AGE 15 - FC,A,Chamber1,1536,SAA,SHK2,0,0,0,0,2156.05,62,4328
AGE 15 - FC,A,Chamber1,1536,SAA,POST2,21,47.567,10.57,60.98,31.85,0,2500
AGE 15 - FC,A,Chamber1,1536,SAA,SHK3,0,0,0,0,1852.65,0,5379
AGE 15 - FC,A,Chamber1,1536,SAA,POST3,8,52.2,11.6,66.92,55.67,0,2452
AGE 15 - FC,A,Chamber1,1536,SAA,SHK4,0,0,0,0,2286.08,0,4902
AGE 15 - FC,A,Chamber1,1536,SAA,POST4,4,45.367,10.08,78.22,12.55,0,1095
AGE 15 - FC,A,Chamber2,1537,SAA,PRE,0,0,0,0,266.29,0,1867
AGE 15 - FC,A,Chamber2,1537,SAA,SHK1,0,0,0,0,1142.9,15,3322
