Experiment,Trial,Box,Animal,Group,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index
AGE 15 - FC,A,Chamber2,1537,SAA,POST1,11,33.9,7.53,43.46,96.39,0,1157
AGE 15 - FC,A,Chamber2,1537,SAA,SHK2,0,0,0,0,1843.97,253,4427
AGE 15 - FC,A,Chamber2,1537,SAA,POST2,9,34.567,7.68,44.32,40.59,0,2045
AGE 15 - FC,A,Chamber2,1537,SAA,SHK3,0,0,0,0,1562.98,173,4199
AGE 15 - FC,A,Chamber2,1537,SAA,POST3,11,49.767,11.06,63.8,39.12,0,3310
AGE 15 - FC,A,Chamber2,1537,SAA,SHK4,0,0,0,0,2082.6,0,5438
AGE 15 - FC,A,Chamber2,1537,SAA,POST4,2,48.967,10.88,84.43,36.04,0,2715
AGE 15 - FC,A,Chamber3,1543,CAA,PRE,3,3.8,0.84,2.53,212.66,0,1473
AGE 15 - FC,A,Chamber3,1543,CAA,SHK1,0,0,0,0,93.65,0,372
AGE 15 - FC,A,Chamber3,1543,CAA,POST1,5,9,2,11.54,90.98,0,774
AGE 15 - FC,A,Chamber3,1543,CAA,SHK2,0,0,0,0,170.73,3,438
AGE 15 - FC,A,Chamber3,1543,CAA,POST2,3,3.8,0.84,4.87,198.15,0,1251
AGE 15 - FC,A,Chamber3,1543,CAA,SHK3,0,0,0,0,80.87,0,370
AGE 15 - FC,A,Chamber3,1543,CAA,POST3,6,7.1,1.58,9.1,138.57,0,1689
AGE 15 - FC,A,Chamber3,1543,CAA,SHK4,0,0,0,0,425.65,37,1085
AGE 15 - FC,A,Chamber3,1543,CAA,POST4,4,5.5,1.22,9.48,207.46,0,1930
AGE 15 - FC,A,Chamber4,1546,CAA,PRE,0,0,0,0,355.41,0,2361
AGE 15 - FC,A,Chamber4,1546,CAA,SHK1,0,0,0,0,969.6,229,2179
AGE 15 - FC,A,Chamber4,1546,CAA,POST1,0,0,0,0,416.36,0,4213
AGE 15 - FC,A,Chamber4,1546,CAA,SHK2,0,0,0,0,236.82,0,880
AGE 15 - FC,A,Chamber4,1546,CAA,POST2,0,0,0,0,539.39,0,9908
AGE 15 - FC,A,Chamber4,1546,CAA,SHK3,0,0,0,0,436.17,5,1664
AGE 15 - FC,A,Chamber4,1546,CAA,POST3,0,0,0,0,315.88,0,4651
AGE 15 - FC,A,Chamber4,1546,CAA,SHK4,0,0,0,0,106.77,6,296
AGE 15 - FC,A,Chamber4,1546,CAA,POST4,0,0,0,0,375.17,0,4341
AGE 15 - FC,B,Chamber1,1542,SAA,PRE,0,0,0,0,707.69,24,2935
AGE 15 - FC,B,Chamber1,1542,SAA,SHK1,0,0,0,0,2485.53,190,6927
AGE 15 - FC,B,Chamber1,1542,SAA,POST1,0,0,0,0,605.02,0,2625
AGE 15 - FC,B,Chamber1,1542,SAA,SHK2,0,0,0,0,1904.73,545,5641
AGE 15 - FC,B,Chamber1,1542,SAA,POST2,0,0,0,0,356.1,0,3518
AGE 15 - FC,B,Chamber1,1542,SAA,SHK3,0,0,0,0,1842.85,200,4986
AGE 15 - FC,B,Chamber1,1542,SAA,POST3,4,14.667,3.26,18.8,176.33,0,5978
AGE 15 - FC,B,Chamber1,1542,SAA,SHK4,0,0,0,0,1626.17,13,3201
AGE 15 - FC,B,Chamber1,1542,SAA,POST4,5,8.367,1.86,14.43,100.52,0,2064
AGE 15 - FC,B,Chamber2,1544,SAB,PRE,0,0,0,0,550.8,0,2336
AGE 15 - FC,B,Chamber2,1544,SAB,SHK1,0,0,0,0,1986.1,271,4391
AGE 15 - FC,B,Chamber2,1544,SAB,POST1,3,4.733,1.05,6.07,197.62,0,1245
AGE 15 - FC,B,Chamber2,1544,SAB,SHK2,0,0,0,0,1903.08,249,4137
AGE 15 - FC,B,Chamber2,1544,SAB,POST2,10,24.3,5.4,31.15,80,0,2201
AGE 15 - FC,B,Chamber2,1544,SAB,SHK3,0,0,0,0,1578.13,21,5015
AGE 15 - FC,B,Chamber2,1544,SAB,POST3,15,61.5,13.67,78.85,31.58,0,1602
AGE 15 - FC,B,Chamber2,1544,SAB,SHK4,0,0,0,0,1497.13,0,3778
AGE 15 - FC,B,Chamber2,1544,SAB,POST4,2,40.033,8.9,69.02,84.51,0,3077
AGE 15 - FC,B,Chamber3,1548,SAA,PRE,2,2.7,0.6,1.8,204.64,0,2370
AGE 15 - FC,B,Chamber3,1548,SAA,SHK1,0,0,0,0,1305.05,101,3134
AGE 15 - FC,B,Chamber3,1548,SAA,POST1,8,36,8,46.15,52.89,0,1502
AGE 15 - FC,B,Chamber3,1548,SAA,SHK2,0,0,0,0,1370.52,0,3692
AGE 15 - FC,B,Chamber3,1548,SAA,POST2,8,36.767,8.17,47.14,44.7,0,2251
AGE 15 - FC,B,Chamber3,1548,SAA,SHK3,0,0,0,0,1543.63,0,5308
AGE 15 - FC,B,Chamber3,1548,SAA,POST3,4,58.167,12.93,74.57,17.2,0,4802
AGE 15 - FC,B,Chamber3,1548,SAA,SHK4,0,0,0,0,711.95,0,2771
AGE 15 - FC,B,Chamber3,1548,SAA,POST4,4,46.567,10.35,80.29,26.6,0,1053
AGE 15 - FC,B,Chamber4,1553,CAB,PRE,0,0,0,0,649.96,0,7282
AGE 15 - FC,B,Chamber4,1553,CAB,SHK1,0,0,0,0,217.27,12,646
AGE 15 - FC,B,Chamber4,1553,CAB,POST1,0,0,0,0,518.85,0,4086
AGE 15 - FC,B,Chamber4,1553,CAB,SHK2,0,0,0,0,695.03,119,1836
AGE 15 - FC,B,Chamber4,1553,CAB,POST2,0,0,0,0,629.23,0,3058
AGE 15 - FC,B,Chamber4,1553,CAB,SHK3,0,0,0,0,1269.6,334,2053
AGE 15 - FC,B,Chamber4,1553,CAB,POST3,0,0,0,0,567.43,0,2719
AGE 15 - FC,B,Chamber4,1553,CAB,SHK4,0,0,0,0,311.82,48,997
AGE 15 - FC,B,Chamber4,1553,CAB,POST4,0,0,0,0,462.26,0,8695
AGE 15 - FC,C,Chamber1,1549,SAA,PRE,0,0,0,0,737.8,14,2763
AGE 15 - FC,C,Chamber1,1549,SAA,SHK1,0,0,0,0,2682.02,202,6433
AGE 15 - FC,C,Chamber1,1549,SAA,POST1,3,6.2,1.38,7.95,249.67,0,2533
AGE 15 - FC,C,Chamber1,1549,SAA,SHK2,0,0,0,0,2806.85,601,5692
AGE 15 - FC,C,Chamber1,1549,SAA,POST2,6,25,5.56,32.05,131.2,0,2587
AGE 15 - FC,C,Chamber1,1549,SAA,SHK3,0,0,0,0,2400.75,0,7131
AGE 15 - FC,C,Chamber1,1549,SAA,POST3,3,10.433,2.32,13.38,207.69,0,5742
AGE 15 - FC,C,Chamber1,1549,SAA,SHK4,0,0,0,0,3153.62,0,6430
AGE 15 - FC,C,Chamber1,1549,SAA,POST4,3,34.6,7.69,59.66,107.57,0,4736
AGE 15 - FC,C,Chamber2,1550,SAB,PRE,0,0,0,0,519.88,0,2546
AGE 15 - FC,C,Chamber2,1550,SAB,SHK1,0,0,0,0,2169.57,695,5095
AGE 15 - FC,C,Chamber2,1550,SAB,POST1,0,0,0,0,324.06,0,4409
AGE 15 - FC,C,Chamber2,1550,SAB,SHK2,0,0,0,0,2256.5,168,4763
AGE 15 - FC,C,Chamber2,1550,SAB,POST2,6,8.2,1.82,10.51,208.89,0,3024
AGE 15 - FC,C,Chamber2,1550,SAB,SHK3,0,0,0,0,2271.68,0,5183
AGE 15 - FC,C,Chamber2,1550,SAB,POST3,15,33.033,7.34,42.35,67.93,0,3830
AGE 15 - FC,C,Chamber2,1550,SAB,SHK4,0,0,0,0,2199.32,0,6873
AGE 15 - FC,C,Chamber2,1550,SAB,POST4,9,34.9,7.76,60.17,64.29,0,3833
AGE 15 - FC,C,Chamber3,1551,SAB,PRE,1,1.233,0.27,0.82,196.94,0,9036
AGE 15 - FC,C,Chamber3,1551,SAB,SHK1,0,0,0,0,1756.42,0,3266
AGE 15 - FC,C,Chamber3,1551,SAB,POST1,10,28.1,6.24,36.03,76.71,0,3356
AGE 15 - FC,C,Chamber3,1551,SAB,SHK2,0,0,0,0,2026.87,0,4383
AGE 15 - FC,C,Chamber3,1551,SAB,POST2,13,47.933,10.65,61.45,55.85,0,4108
AGE 15 - FC,C,Chamber3,1551,SAB,SHK3,0,0,0,0,1924.3,0,5864
AGE 15 - FC,C,Chamber3,1551,SAB,POST3,8,58.967,13.1,75.6,25.73,0,3166
AGE 15 - FC,C,Chamber3,1551,SAB,SHK4,0,0,0,0,1160.92,0,3475
AGE 15 - FC,C,Chamber3,1551,SAB,POST4,4,50.633,11.25,87.3,22.86,0,2888
AGE 15 - FC,C,Chamber4,1552,CAB,PRE,0,0,0,0,826.2,0,5002
AGE 15 - FC,C,Chamber4,1552,CAB,SHK1,0,0,0,0,248.78,2,499
AGE 15 - FC,C,Chamber4,1552,CAB,POST1,0,0,0,0,783.96,16,4321
AGE 15 - FC,C,Chamber4,1552,CAB,SHK2,0,0,0,0,243.1,41,406
AGE 15 - FC,C,Chamber4,1552,CAB,POST2,0,0,0,0,705.77,36,2400
AGE 15 - FC,C,Chamber4,1552,CAB,SHK3,0,0,0,0,634.75,116,1405
AGE 15 - FC,C,Chamber4,1552,CAB,POST3,0,0,0,0,682.85,1,3780
AGE 15 - FC,C,Chamber4,1552,CAB,SHK4,0,0,0,0,113.25,6,466
AGE 15 - FC,C,Chamber4,1552,CAB,POST4,0,0,0,0,744.1,5,2556
AGE 15 - FC,D,Chamber1,1554,SAA,PRE,5,7.533,1.67,5.02,382.64,0,2740
AGE 15 - FC,D,Chamber1,1554,SAA,SHK1,0,0,0,0,1401.17,310,2751
AGE 15 - FC,D,Chamber1,1554,SAA,POST1,9,24.933,5.54,31.97,94.97,0,2678
AGE 15 - FC,D,Chamber1,1554,SAA,SHK2,0,0,0,0,1403.53,0,3225
AGE 15 - FC,D,Chamber1,1554,SAA,POST2,10,26.033,5.79,33.38,80.94,0,2180
AGE 15 - FC,D,Chamber1,1554,SAA,SHK3,0,0,0,0,1763.85,0,5361
AGE 15 - FC,D,Chamber1,1554,SAA,POST3,0,0,0,0,155.52,0,3427
AGE 15 - FC,D,Chamber1,1554,SAA,SHK4,0,0,0,0,1138.02,96,3144
AGE 15 - FC,D,Chamber1,1554,SAA,POST4,3,43.567,9.68,75.11,59.02,0,1856
AGE 15 - FC,D,Chamber2,1744,SAB,PRE,0,0,0,0,593.89,0,2554
AGE 15 - FC,D,Chamber2,1744,SAB,SHK1,0,0,0,0,2618.47,323,5355
AGE 15 - FC,D,Chamber2,1744,SAB,POST1,2,3.133,0.7,4.02,225.19,0,3360
AGE 15 - FC,D,Chamber2,1744,SAB,SHK2,0,0,0,0,1972.68,327,4699
AGE 15 - FC,D,Chamber2,1744,SAB,POST2,5,6.9,1.53,8.85,92.19,0,1493
AGE 15 - FC,D,Chamber2,1744,SAB,SHK3,0,0,0,0,2473.95,30,6042
AGE 15 - FC,D,Chamber2,1744,SAB,POST3,13,35.133,7.81,45.04,43.99,0,3206
AGE 15 - FC,D,Chamber2,1744,SAB,SHK4,0,0,0,0,2376.25,0,5849
AGE 15 - FC,D,Chamber2,1744,SAB,POST4,7,43.467,9.66,74.94,64.9,0,3347
AGE 15 - FC,D,Chamber3,1743,CAA,PRE,2,2.133,0.47,1.42,118.06,0,1010
AGE 15 - FC,D,Chamber3,1743,CAA,SHK1,0,0,0,0,56.98,5,149
AGE 15 - FC,D,Chamber3,1743,CAA,POST1,2,2.667,0.59,3.42,167.33,0,991
AGE 15 - FC,D,Chamber3,1743,CAA,SHK2,0,0,0,0,27.35,0,201
AGE 15 - FC,D,Chamber3,1743,CAA,POST2,1,1.233,0.27,1.58,197.88,0,1117
AGE 15 - FC,D,Chamber3,1743,CAA,SHK3,0,0,0,0,33.82,0,242
AGE 15 - FC,D,Chamber3,1743,CAA,POST3,0,0,0,0,160.54,0,843
AGE 15 - FC,D,Chamber3,1743,CAA,SHK4,0,0,0,0,231.58,0,600
AGE 15 - FC,D,Chamber3,1743,CAA,POST4,0,0,0,0,239.56,0,1293
AGE 15 - FC,D,Chamber4,1800,CAB,PRE,0,0,0,0,446.21,1,2257
AGE 15 - FC,D,Chamber4,1800,CAB,SHK1,0,0,0,0,915.6,331,1804
AGE 15 - FC,D,Chamber4,1800,CAB,POST1,0,0,0,0,492.76,0,2620
AGE 15 - FC,D,Chamber4,1800,CAB,SHK2,0,0,0,0,320.43,62,1047
AGE 15 - FC,D,Chamber4,1800,CAB,POST2,0,0,0,0,380.91,0,2920
AGE 15 - FC,D,Chamber4,1800,CAB,SHK3,0,0,0,0,434.8,79,1134
AGE 15 - FC,D,Chamber4,1800,CAB,POST3,0,0,0,0,477.12,0,1878
AGE 15 - FC,D,Chamber4,1800,CAB,SHK4,0,0,0,0,319.65,62,899
AGE 15 - FC,D,Chamber4,1800,CAB,POST4,0,0,0,0,552.31,1,2143
AGE 15 - FC,E,Chamber1,1655,SAA,PRE,0,0,0,0,591.64,3,2454
AGE 15 - FC,E,Chamber1,1655,SAA,SHK1,0,0,0,0,1654.73,95,3840
AGE 15 - FC,E,Chamber1,1655,SAA,POST1,0,0,0,0,339.02,0,2235
AGE 15 - FC,E,Chamber1,1655,SAA,SHK2,0,0,0,0,1647.73,163,3894
AGE 15 - FC,E,Chamber1,1655,SAA,POST2,0,0,0,0,105.39,0,2879
AGE 15 - FC,E,Chamber1,1655,SAA,SHK3,0,0,0,0,1588.17,11,3927
AGE 15 - FC,E,Chamber1,1655,SAA,POST3,8,42.9,9.53,55,34.48,0,2250
AGE 15 - FC,E,Chamber1,1655,SAA,SHK4,0,0,0,0,1783.23,0,4798
AGE 15 - FC,E,Chamber1,1655,SAA,POST4,8,33.233,7.39,57.3,66.73,0,3699
AGE 15 - FC,E,Chamber2,1661,SAB,PRE,0,0,0,0,359.3,0,1917
AGE 15 - FC,E,Chamber2,1661,SAB,SHK1,0,0,0,0,1617.33,113,4610
AGE 15 - FC,E,Chamber2,1661,SAB,POST1,0,0,0,0,407.85,0,4424
AGE 15 - FC,E,Chamber2,1661,SAB,SHK2,0,0,0,0,2106.45,402,4203
AGE 15 - FC,E,Chamber2,1661,SAB,POST2,0,0,0,0,353.49,0,3655
AGE 15 - FC,E,Chamber2,1661,SAB,SHK3,0,0,0,0,2095.03,9,5488
AGE 15 - FC,E,Chamber2,1661,SAB,POST3,2,2.733,0.61,3.5,272.25,0,4654
AGE 15 - FC,E,Chamber2,1661,SAB,SHK4,0,0,0,0,1703.92,1,4058
AGE 15 - FC,E,Chamber2,1661,SAB,POST4,11,22.167,4.93,38.22,181.54,0,3320
AGE 15 - FC,E,Chamber3,1751,CAA,PRE,0,0,0,0,234.21,0,1361
AGE 15 - FC,E,Chamber3,1751,CAA,SHK1,0,0,0,0,139.25,0,297
AGE 15 - FC,E,Chamber3,1751,CAA,POST1,2,3.067,0.68,3.93,216.44,0,1140
AGE 15 - FC,E,Chamber3,1751,CAA,SHK2,0,0,0,0,334.4,4,858
AGE 15 - FC,E,Chamber3,1751,CAA,POST2,0,0,0,0,179.57,0,1104
AGE 15 - FC,E,Chamber3,1751,CAA,SHK3,0,0,0,0,158.1,0,508
AGE 15 - FC,E,Chamber3,1751,CAA,POST3,0,0,0,0,184.58,0,1227
AGE 15 - FC,E,Chamber3,1751,CAA,SHK4,0,0,0,0,189.67,11,563
AGE 15 - FC,E,Chamber3,1751,CAA,POST4,0,0,0,0,201.9,0,1042
AGE 15 - FC,E,Chamber4,1753,CAB,PRE,0,0,0,0,519.82,0,1847
AGE 15 - FC,E,Chamber4,1753,CAB,SHK1,0,0,0,0,846.55,414,1348
AGE 15 - FC,E,Chamber4,1753,CAB,POST1,0,0,0,0,516.48,0,2169
AGE 15 - FC,E,Chamber4,1753,CAB,SHK2,0,0,0,0,443.25,103,980
AGE 15 - FC,E,Chamber4,1753,CAB,POST2,0,0,0,0,633.21,0,2009
AGE 15 - FC,E,Chamber4,1753,CAB,SHK3,0,0,0,0,330.62,27,1048
AGE 15 - FC,E,Chamber4,1753,CAB,POST3,0,0,0,0,605.94,2,1837
AGE 15 - FC,E,Chamber4,1753,CAB,SHK4,0,0,0,0,440.05,52,920
AGE 15 - FC,E,Chamber4,1753,CAB,POST4,0,0,0,0,511.48,0,1729
AGE 16 - FC,A,Chamber1,8363,SAA,PRE,0,0,0,0,265.85,0,1683
AGE 16 - FC,A,Chamber1,8363,SAA,SHK1,0,0,0,0,1291.22,59,3039
AGE 16 - FC,A,Chamber1,8363,SAA,POST1,2,2.633,0.59,3.38,153.18,0,983
AGE 16 - FC,A,Chamber1,8363,SAA,SHK2,0,0,0,0,1076.23,118,2496
AGE 16 - FC,A,Chamber1,8363,SAA,POST2,9,17,3.78,21.79,113.85,0,2936
AGE 16 - FC,A,Chamber1,8363,SAA,SHK3,0,0,0,0,1035.2,80,3306
AGE 16 - FC,A,Chamber1,8363,SAA,POST3,10,56.667,12.59,72.65,24.69,0,1902
AGE 16 - FC,A,Chamber1,8363,SAA,SHK4,0,0,0,0,1253.1,0,2825
AGE 16 - FC,A,Chamber1,8363,SAA,POST4,7,49.7,11.04,85.69,13.12,0,1131
AGE 16 - FC,A,Chamber2,8366,SAB,PRE,0,0,0,0,228.9,0,1066
AGE 16 - FC,A,Chamber2,8366,SAB,SHK1,0,0,0,0,1795.13,34,4336
AGE 16 - FC,A,Chamber2,8366,SAB,POST1,18,40,8.89,51.28,67.76,0,1647
AGE 16 - FC,A,Chamber2,8366,SAB,SHK2,0,0,0,0,1011.6,155,3458
AGE 16 - FC,A,Chamber2,8366,SAB,POST2,9,32.4,7.2,41.54,89.58,0,1682
AGE 16 - FC,A,Chamber2,8366,SAB,SHK3,0,0,0,0,876.07,59,2189
AGE 16 - FC,A,Chamber2,8366,SAB,POST3,12,32.6,7.24,41.79,104.69,0,1637
AGE 16 - FC,A,Chamber2,8366,SAB,SHK4,0,0,0,0,504.53,0,2237
AGE 16 - FC,A,Chamber2,8366,SAB,POST4,9,30.367,6.75,52.36,36.64,0,1990
AGE 16 - FC,A,Chamber3,8390,CAA,PRE,4,5.133,1.14,3.42,136.85,0,1294
AGE 16 - FC,A,Chamber3,8390,CAA,SHK1,0,0,0,0,83.27,0,333
AGE 16 - FC,A,Chamber3,8390,CAA,POST1,4,6.167,1.37,7.91,95.22,0,684
AGE 16 - FC,A,Chamber3,8390,CAA,SHK2,0,0,0,0,48.37,0,253
AGE 16 - FC,A,Chamber3,8390,CAA,POST2,6,9.9,2.2,12.69,75.26,0,711
AGE 16 - FC,A,Chamber3,8390,CAA,SHK3,0,0,0,0,195.23,0,522
AGE 16 - FC,A,Chamber3,8390,CAA,POST3,5,7.433,1.65,9.53,101.31,0,763
AGE 16 - FC,A,Chamber3,8390,CAA,SHK4,0,0,0,0,59.47,0,437
AGE 16 - FC,A,Chamber3,8390,CAA,POST4,5,9.433,2.1,16.26,77.88,0,600
AGE 16 - FC,A,Chamber4,8212,CAB,PRE,0,0,0,0,501.13,0,2135
AGE 16 - FC,A,Chamber4,8212,CAB,SHK1,0,0,0,0,196.3,26,518
AGE 16 - FC,A,Chamber4,8212,CAB,POST1,0,0,0,0,337.6,0,1449
AGE 16 - FC,A,Chamber4,8212,CAB,SHK2,0,0,0,0,184.62,42,508
AGE 16 - FC,A,Chamber4,8212,CAB,POST2,0,0,0,0,425.05,0,2303
AGE 16 - FC,A,Chamber4,8212,CAB,SHK3,0,0,0,0,791.4,89,1635
AGE 16 - FC,A,Chamber4,8212,CAB,POST3,0,0,0,0,424.99,0,2119
AGE 16 - FC,A,Chamber4,8212,CAB,SHK4,0,0,0,0,472.42,11,948
AGE 16 - FC,A,Chamber4,8212,CAB,POST4,1,1.1,0.24,1.9,514.83,0,2603
AGE 16 - FC,B,Chamber1,8216,SAA,PRE,0,0,0,0,373.59,0,2590
AGE 16 - FC,B,Chamber1,8216,SAA,SHK1,0,0,0,0,1037.28,162,2254
AGE 16 - FC,B,Chamber1,8216,SAA,POST1,3,4.067,0.9,5.21,287.31,0,1790
AGE 16 - FC,B,Chamber1,8216,SAA,SHK2,0,0,0,0,503.1,40,2067
AGE 16 - FC,B,Chamber1,8216,SAA,POST2,6,14,3.11,17.95,130.16,0,1621
AGE 16 - FC,B,Chamber1,8216,SAA,SHK3,0,0,0,0,660.73,29,1676
AGE 16 - FC,B,Chamber1,8216,SAA,POST3,6,14.533,3.23,18.63,195.69,0,1847
AGE 16 - FC,B,Chamber1,8216,SAA,SHK4,0,0,0,0,978.08,167,2638
AGE 16 - FC,B,Chamber1,8216,SAA,POST4,8,15.467,3.44,26.67,176.77,0,1749
AGE 16 - FC,B,Chamber2,8217,SAB,PRE,4,10.467,2.33,6.98,156.44,0,1036
AGE 16 - FC,B,Chamber2,8217,SAB,SHK1,0,0,0,0,1042.77,0,3478
AGE 16 - FC,B,Chamber2,8217,SAB,POST1,4,19,4.22,24.36,79.86,0,2137
AGE 16 - FC,B,Chamber2,8217,SAB,SHK2,0,0,0,0,748.07,230,1863
AGE 16 - FC,B,Chamber2,8217,SAB,POST2,3,14.133,3.14,18.12,99.79,0,1371
AGE 16 - FC,B,Chamber2,8217,SAB,SHK3,0,0,0,0,913.25,39,2079
AGE 16 - FC,B,Chamber2,8217,SAB,POST3,8,37.167,8.26,47.65,22.8,0,798
AGE 16 - FC,B,Chamber2,8217,SAB,SHK4,0,0,0,0,890.72,8,2475
AGE 16 - FC,B,Chamber2,8217,SAB,POST4,4,10.433,2.32,17.99,30.66,0,770
AGE 16 - FC,B,Chamber3,8221,CAA,PRE,1,2.233,0.5,1.49,128.47,0,1098
AGE 16 - FC,B,Chamber3,8221,CAA,SHK1,0,0,0,0,148.25,6,401
AGE 16 - FC,B,Chamber3,8221,CAA,POST1,4,5.633,1.25,7.22,96.93,0,742
AGE 16 - FC,B,Chamber3,8221,CAA,SHK2,0,0,0,0,176.67,6,567
AGE 16 - FC,B,Chamber3,8221,CAA,POST2,2,3.1,0.69,3.97,118.68,0,1706
AGE 16 - FC,B,Chamber3,8221,CAA,SHK3,0,0,0,0,68.15,1,252
AGE 16 - FC,B,Chamber3,8221,CAA,POST3,1,1.233,0.27,1.58,125,0,767
AGE 16 - FC,B,Chamber3,8221,CAA,SHK4,0,0,0,0,57.47,2,242
AGE 16 - FC,B,Chamber3,8221,CAA,POST4,0,0,0,0,125.56,0,610
AGE 16 - FC,B,Chamber4,8283,CAB,PRE,0,0,0,0,234.89,0,1521
AGE 16 - FC,B,Chamber4,8283,CAB,SHK1,0,0,0,0,367.62,44,746
AGE 16 - FC,B,Chamber4,8283,CAB,POST1,0,0,0,0,298.71,0,1559
AGE 16 - FC,B,Chamber4,8283,CAB,SHK2,0,0,0,0,594.72,42,1281
AGE 16 - FC,B,Chamber4,8283,CAB,POST2,0,0,0,0,210.33,0,1592
AGE 16 - FC,B,Chamber4,8283,CAB,SHK3,0,0,0,0,314.65,32,695
AGE 16 - FC,B,Chamber4,8283,CAB,POST3,1,1.067,0.24,1.37,268.32,0,1908
AGE 16 - FC,B,Chamber4,8283,CAB,SHK4,0,0,0,0,60.77,0,260
AGE 16 - FC,B,Chamber4,8283,CAB,POST4,0,0,0,0,252.72,0,1828
AGE 16 - FC,C,Chamber1,1296,SAA,PRE,0,0,0,0,558.97,0,2251
AGE 16 - FC,C,Chamber1,1296,SAA,SHK1,0,0,0,0,1015.95,54,2571
AGE 16 - FC,C,Chamber1,1296,SAA,POST1,0,0,0,0,572.16,0,2106
AGE 16 - FC,C,Chamber1,1296,SAA,SHK2,0,0,0,0,1345.55,191,3196
AGE 16 - FC,C,Chamber1,1296,SAA,POST2,0,0,0,0,219.16,0,1852
AGE 16 - FC,C,Chamber1,1296,SAA,SHK3,0,0,0,0,1043.08,5,3149
AGE 16 - FC,C,Chamber1,1296,SAA,POST3,9,14.8,3.29,18.97,93.08,0,1833
AGE 16 - FC,C,Chamber1,1296,SAA,SHK4,0,0,0,0,1521.53,24,3601
AGE 16 - FC,C,Chamber1,1296,SAA,POST4,5,6.967,1.55,12.01,163.8,0,2016
AGE 16 - FC,C,Chamber2,1298,SAA,PRE,0,0,0,0,433.03,0,1981
AGE 16 - FC,C,Chamber2,1298,SAA,SHK1,0,0,0,0,1933.1,79,4747
AGE 16 - FC,C,Chamber2,1298,SAA,POST1,1,1.667,0.37,2.14,329.25,0,2297
AGE 16 - FC,C,Chamber2,1298,SAA,SHK2,0,0,0,0,1685.97,0,5219
AGE 16 - FC,C,Chamber2,1298,SAA,POST2,2,2.333,0.52,2.99,262.45,0,3027
AGE 16 - FC,C,Chamber2,1298,SAA,SHK3,0,0,0,0,1222.4,16,3692
AGE 16 - FC,C,Chamber2,1298,SAA,POST3,4,5.233,1.16,6.71,211.1,0,4463
AGE 16 - FC,C,Chamber2,1298,SAA,SHK4,0,0,0,0,1995,121,4742
AGE 16 - FC,C,Chamber2,1298,SAA,POST4,8,13.567,3.01,23.39,167.52,0,3446
AGE 16 - FC,C,Chamber3,1302,SAA,PRE,0,0,0,0,217.05,0,1202
AGE 16 - FC,C,Chamber3,1302,SAA,SHK1,0,0,0,0,1617.55,5,3600
AGE 16 - FC,C,Chamber3,1302,SAA,POST1,9,19.9,4.42,25.51,54.07,0,1675
AGE 16 - FC,C,Chamber3,1302,SAA,SHK2,0,0,0,0,961.82,107,2335
AGE 16 - FC,C,Chamber3,1302,SAA,POST2,12,33.233,7.39,42.61,43.64,0,984
AGE 16 - FC,C,Chamber3,1302,SAA,SHK3,0,0,0,0,920.53,0,2310
AGE 16 - FC,C,Chamber3,1302,SAA,POST3,8,50.967,11.33,65.34,26.17,0,2417
AGE 16 - FC,C,Chamber3,1302,SAA,SHK4,0,0,0,0,1076.73,0,2928
AGE 16 - FC,C,Chamber3,1302,SAA,POST4,3,52.633,11.7,90.75,18.13,0,1084
AGE 16 - FC,C,Chamber4,1303,SAB,PRE,0,0,0,0,408.92,0,2559
AGE 16 - FC,C,Chamber4,1303,SAB,SHK1,0,0,0,0,611.17,85,1259
AGE 16 - FC,C,Chamber4,1303,SAB,POST1,0,0,0,0,411.3,0,2242
AGE 16 - FC,C,Chamber4,1303,SAB,SHK2,0,0,0,0,242.73,9,633
AGE 16 - FC,C,Chamber4,1303,SAB,POST2,0,0,0,0,394.61,0,2057
AGE 16 - FC,C,Chamber4,1303,SAB,SHK3,0,0,0,0,660.43,210,1401
AGE 16 - FC,C,Chamber4,1303,SAB,POST3,0,0,0,0,295.74,0,1531
AGE 16 - FC,C,Chamber4,1303,SAB,SHK4,0,0,0,0,893.55,235,1712
AGE 16 - FC,C,Chamber4,1303,SAB,POST4,0,0,0,0,335.75,0,2170
