MouseID,GROUP,CODE,ID,AGE,DOB,SUBEXPT,EXPT,DELTAT,Ch1TotalCoronalCount,Ch2TotalCoronalCount,Ch3TotalCoronalCount,Ch4TotalCoronalCount,ROIAreapx,SubROI_SubroiAGGR,MajorROI,System,nonzeropixels,Ch1m05sd,Ch1m05sdm05sd,Ch1m05sd1,Ch1Total,Ch2m05sd,Ch2m05sdm05sd,Ch2m05sd1,Ch2Total,Ch3m05sd,Ch3m05sdm05sd,Ch3m05sd1,Ch3Total,Ch4m05sd,Ch4m05sdm05sd,Ch4m05sd1,Ch4Total,OLm05sd,OLm05sdm05sd,OLm05sd1,OLTotal,fseq,PopMeans_subroiIndex,SubROI_SubroiAreaPX_PopMean,ROIAreapx_PopMean,Sample_roiAreaMM2,Pop_roiAreaMM2,areaNormFactor,Ch1m05sdperMM2,Ch1m05sdm05sdperMM2,Ch1m05sd1perMM2,Ch1TotalperMM2,Ch2m05sdperMM2,Ch2m05sdm05sdperMM2,Ch2m05sd1perMM2,Ch2TotalperMM2,Ch3m05sdperMM2,Ch3m05sdm05sdperMM2,Ch3m05sd1perMM2,Ch3TotalperMM2,Ch4m05sdperMM2,Ch4m05sdm05sdperMM2,Ch4m05sd1perMM2,Ch4TotalperMM2,OLm05sdperMM2,OLm05sdm05sdperMM2,OLm05sd1perMM2,OLTotalperMM2,Ch1m05sd_COUNTnormd,Ch1m05sdm05sd_COUNTnormd,Ch1m05sd1_COUNTnormd,Ch1Total_COUNTnormd,Ch2m05sd_COUNTnormd,Ch2m05sdm05sd_COUNTnormd,Ch2m05sd1_COUNTnormd,Ch2Total_COUNTnormd,Ch3m05sd_COUNTnormd,Ch3m05sdm05sd_COUNTnormd,Ch3m05sd1_COUNTnormd,Ch3Total_COUNTnormd,Ch4m05sd_COUNTnormd,Ch4m05sdm05sd_COUNTnormd,Ch4m05sd1_COUNTnormd,Ch4Total_COUNTnormd,OLm05sd_COUNTnormd,OLm05sdm05sd_COUNTnormd,OLm05sd1_COUNTnormd,OLTotal_COUNTnormd
3307,SAB,1,3307,101,,11,11,91,291036.166666667,4842.16666666667,288938,72073.6666666667,1335370,AI,AI,TEMP ASSOC CTX,71.3516333333333,970.333333333333,1639,1281.33333333333,3890.66666666667,24.6666666666667,28.1666666666667,21.5,74.3333333333333,1164.33333333333,2561.83333333333,953.666666666667,4679.83333333333,427.5,679.333333333333,697.5,1804.33333333333,3,9.66666666666667,9.5,22.1666666666667,223,1,AI,3779924.96078431,2.053264912,5.81201261970196,0.35327949995148,472.58068243526,798.240884759249,624.046768561023,1894.86833575553,12.0133873240155,13.7179895794502,10.4711281405271,36.2025050439928,567.064350307922,1247.68767944218,464.463528837952,2279.21555858806,208.204989770945,330.855180626266,339.702878047331,878.763048444542,1.4610876475154,4.70794908643852,4.62677755046544,10.7958142844194,2.053264912,2746.64489014109,4639.38609578281,3626.96769416089,11012.9986800848,69.8219587325459,79.7291285527044,60.8583288952596,210.40941618051,3295.78516017274,7251.57653836461,2699.46789099748,13246.8295895348,1210.09002803365,1922.93448509363,1974.35741416016,5107.38192728744,8.49185984585017,27.362659503295,26.8908895118589
3422,SAA,1,3422,103,,11,11,92,100198.7,7707.8,462890,91997.3,4046320,AI,AI,TEMP ASSOC CTX,85.52241,602.7,749.5,362.3,1714.5,79.9,81.7,55.5,217.1,5191.2,4597.3,1345.2,11133.7,783.2,1010.2,628.1,2421.5,7.5,19,9.2,35.7,766.6,1,AI,3779924.96078431,6.221621632,5.81201261970196,1.07047627716938,96.871850403133,120.466985029282,58.2324065058156,275.57124193823,12.8423110124611,13.1316246522913,8.92050389476337,34.8944395595158,834.380537270191,738.923109106227,216.213726833075,1789.51737320949,125.883579286102,162.369243864684,100.954387320736,389.207210471522,1.20547349929235,3.05386619820728,1.47871415913195,5.73805385663157,6.221621632,563.020417036889,700.155637247633,338.447481487415,1601.62353577194,74.6396736705616,76.3211681963064,51.8460812104652,202.806923077333,4849.43021224805,4294.6304351148,1256.63690890663,10400.6975562695,731.636951424078,943.692094393007,586.7481731224,2262.07721893949,7.0062271906034,17.749108882862,8.59430535380684
3425,SAA,1,3425,103,,11,11,88,531614.7,18079.45,630135.7,99415.7,6232706,AI,AI,TEMP ASSOC CTX,173.056525,4973.55,4675.15,2841.05,12489.75,290.75,332.55,296.3,919.6,6609.6,8478.05,3766.95,18854.6,1249.1,1776.2,1016.2,4041.5,36.3,56.7,39.4,132.4,1216.7,1,AI,3779924.96078431,9.5834087456,5.81201261970196,1.64889675447598,518.975046565085,487.837900282244,296.455058468043,1303.26800531537,30.3388916948253,34.7005965025422,30.9180175724049,95.9575057697725,689.691964045116,884.659125480013,393.069950369122,1967.42103989425,130.339843907158,185.341150226479,106.037426449807,421.718420583444,3.78779628038576,5.91647518175957,4.1112719957906,13.8155434579359,9.5834087456,3016.28951994669,2835.32003280931,1723.00054099075,7574.61009374674,176.330021398096,201.680304783961,179.695908306985,557.706234489041,4008.49839873724,5141.65000142433,2284.52751197096,11434.6759121325,757.536817638388,1077.20510406637,616.290860686999,2451.03278239176,22.0147197824622,34.3866284205401,23.8947647225622
3426,SAA,2,3426,103,,11,11,88,577704.561904762,16074.9976190476,685649.178571429,142379.169047619,4905692,AI,AI,TEMP ASSOC CTX,182.995934523809,3897.23333333333,4052.92380952381,2375.70476190476,10325.8619047619,181.692857142857,167.704761904762,144.888095238095,494.285714285714,7359.08095238095,9999.35714285714,605.514285714286,17963.9523809524,1239.92380952381,1911.89285714286,1244.44285714286,4396.25952380952,24.5857142857143,35.7642857142857,26.4333333333333,86.7833333333333,780.3,1,AI,3779924.96078431,7.5429920192,5.81201261970196,1.29782788041964,516.669422877988,537.309836628153,314.955226766464,1368.9344862726,24.0876374627435,22.2331882995348,19.2083055197852,65.5291312820635,975.618286967437,1325.64864411956,80.2750797260562,2381.54201081305,164.380899034189,253.466111627363,164.980004483001,582.827015144553,3.25941141434773,4.74139249030769,3.50435652935197,11.5051604340074,7.5429920192,3002.889205981,3122.85155117282,1830.52375260778,7956.2645097616,139.997652912271,129.219570973106,111.638914084083,380.85613796946,5670.30579586675,7704.68664891368,466.55977641542,13841.5522211959,955.383859624661,1473.14823944502,958.865868053688,3387.39796712337,18.9437402729896,27.5570329886284,20.3673643725286
3429,SAA,3,3429,103,,11,11,103,729111.666666667,17513.25,632776.333333333,143602.166666667,5677765,AI,AI,TEMP ASSOC CTX,210.907525,4899.5,7176.58333333333,5324.16666666667,17400.25,176.083333333333,207,416.416666666667,799.5,9589.25,12590.75,1139.16666666667,23319.1666666667,1627.83333333333,2430.33333333333,1157.5,5215.66666666667,42.8333333333333,82,49.3333333333333,174.166666666667,770,1,AI,3779924.96078431,8.730131464,5.81201261970196,1.50208405164263,561.2172073472,822.04756743092,609.860995635823,1993.12577041394,20.1696084485599,23.7109831453965,47.6987853371765,91.579376931133,1098.40843056519,1442.21768617344,130.486771174545,2671.11288791317,186.461491450151,278.384505818174,132.586777733316,597.432775001642,4.90637896003777,9.39275660832133,5.65092673996568,19.9500623083248,8.730131464,3261.80149149582,4777.7508359038,3544.51980289941,11584.072130299,117.226018837478,137.808533266585,277.225942324125,532.260494428188,6383.96366003189,8382.18739239738,758.39076077062,15524.5418131999,1083.71654139673,1617.97426094472,770.596025391654,3472.2868277331,28.5159364327797,54.5908199413526,32.8432575256918
3431,SAB,3,3431,103,,11,11,107,680428.833333333,10695.0833333333,784872.083333333,184650,6608441,AI,AI,TEMP ASSOC CTX,244.361425,4806.33333333333,5360.5,3494,13660.8333333333,84.0833333333333,101.333333333333,49.8333333333333,235.25,8482.41666666667,14549.25,1864.5,24896.1666666667,1571.16666666667,2633,2169.16666666667,6373.33333333333,14.1666666666667,32.5,26.1666666666667,72.8333333333333,1124.25,1,AI,3779924.96078431,10.1611388816,5.81201261970196,1.74829952143515,473.011282429841,527.549132283479,343.859093032082,1344.4195077454,8.27499105298061,9.97263540180814,4.90430589661289,23.1519323514016,834.789954699547,1431.85229230023,183.493210921098,2450.13545792088,154.625055810601,259.124496838429,213.476726569956,627.226279218986,1.39420067295015,3.19846036735623,2.57517065474322,7.1678316950496,10.1611388816,2749.14754274364,3066.1222143444,1998.51338810173,7813.78314518977,48.0943524278441,57.9610828069955,28.5038877619928,134.559322996832,4851.8097515142,8321.94359239814,1066.46485750306,14240.2182014154,898.682775693332,1506.03484569887,1240.72942883725,3645.44705022945,8.10311190558325,18.589492018691,14.9669243432538
3433,SAB,4,3433,103,,11,11,86,602304.5,9359.66666666667,682654.666666667,138039.333333333,5027937,AI,AI,TEMP ASSOC CTX,198.831225,4709.41666666667,5635.08333333333,3767.75,14112.25,141.083333333333,159.666666666667,150.416666666667,451.166666666667,9095.5,11943.5833333333,1296,22335.0833333333,1328,2035.41666666667,1423.5,4786.91666666667,25.6666666666667,31.8333333333333,23.75,81.25,568.5,1,AI,3779924.96078431,7.7309559312,5.81201261970196,1.33016846952346,609.163563804673,728.898648948663,487.358876900902,1825.42108965424,18.2491446839013,20.6529008944801,19.4564123771068,58.3584579554881,1176.50392538044,1544.90381779727,167.637742542252,2889.04548571996,171.776946061814,263.281369701292,184.129881565506,619.188197328612,3.31998615631517,4.11764516789739,3.07206511217475,10.5096964363873,7.7309559312,3540.46632029538,4236.36814617334,2832.53594287182,10609.3704093405,106.064259201601,120.034920632172,113.08091426987,339.180094103643,6837.85566144002,8979.00048526348,974.312675193916,16791.1688218974,998.369778285123,1530.19464323633,1070.16519532295,3598.7296168444,19.2958014377396,23.9318056792744,17.8548812005058
3507,SAA,4,3507,101,,11,11,98,652424.25,25895.0833333333,523272.083333333,100911.333333333,4320520,AI,AI,TEMP ASSOC CTX,173.331483333333,3368.41666666667,5502.08333333333,4447.33333333333,13317.8333333333,136.25,204.666666666667,345.166666666667,686.083333333333,7480.83333333333,6297.58333333333,711.25,14489.6666666667,927.083333333333,1161.66666666667,469.75,2558.5,50.0833333333333,54.3333333333333,21.5,125.916666666667,626.5,1,AI,3779924.96078431,6.643231552,5.81201261970196,1.14301739976963,507.044898299921,828.223928409794,669.453307252918,2004.72213396263,20.5095967126091,30.808299404384,51.9576450052763,103.275541122269,1126.08348433695,947.969867381394,107.063858068574,2181.11720978692,139.553066316683,174.864696130746,70.7110682990687,385.128830746498,7.53900160506303,8.17875049334624,3.23637672896216,18.9541288273714,6.643231552,2946.95134767464,4813.64792385686,3890.87107005517,11651.4703415867,119.202034918682,179.058224929836,301.97848846066,600.238748309178,6544.81142180432,5509.61283231786,622.256494208531,12676.6807483307,811.084182550663,1016.31582065225,410.973621306794,2238.3736245097,43.8167724685796,47.535001080722,18.8098623908379
3508,SAA,5,3508,101,,11,11,104,965921.6,45781.5333333333,828298.366666667,147853.8,6718936,AI,AI,TEMP ASSOC CTX,276.040846666667,4866.4,7845.56666666667,5338.36666666667,18050.3333333333,157.866666666667,174.333333333333,358.366666666667,690.566666666667,12103.8,11332.9,1075.9,24512.6,1633.3,2057.06666666667,890.833333333333,4581.2,50.1666666666667,70.9,39.1333333333333,160.2,1135.5,1,AI,3779924.96078431,10.3310359936,5.81201261970196,1.77753158322113,471.04666008469,759.417223163963,516.731010324013,1747.19489357267,15.2808166348916,16.8747193835479,34.6883571878631,66.8438932063026,1171.5959568332,1096.97614131058,104.142508134374,2372.71460627815,158.09643882877,199.1152356783,86.2288480927952,443.440522599865,4.85591829297125,6.86281608581386,3.78793892089585,15.506673299681,10.3310359936,2737.72913288068,4413.74248464797,3003.24715299451,10154.7187705232,88.8122991213416,98.0760820111099,201.609169732589,388.497550865041,6809.33048630634,6375.63917680903,605.277571524397,13790.2472346398,918.858497602748,1157.26026253721,501.163153297689,2577.28191343765,28.2226583989905,39.8867736974437,22.0155488109069
3531,SAB,3,3531,101,,11,11,95,585052.916666667,22304.4166666667,630345.083333333,138395,4160147,AI,AI,TEMP ASSOC CTX,186.727833333333,4694.75,4981.75,3491,13167.5,178.416666666667,227.083333333333,312.166666666667,717.666666666667,5442.08333333333,11297.9166666667,1800.83333333333,18540.8333333333,1453.16666666667,2054.41666666667,1484.58333333333,4992.16666666667,49,95,69.25,213.25,646,1,AI,3779924.96078431,6.3966420272,5.81201261970196,1.10058983793604,733.939773405615,778.807064521736,545.755098558816,2058.50193648617,27.8922387571475,35.5003972971635,48.8016470734585,112.19428312777,850.771906602298,1766.22618846347,281.527921318056,2898.52601638382,227.176487364381,321.171117272283,232.087918476685,780.435523113349,7.66026921494757,14.8515423555106,10.8259927170433,33.3378042875014,6.3966420272,4265.66722513463,4526.43648731337,3171.93552009053,11964.0392325385,162.110043648282,206.328757095548,283.635788653182,652.074589397012,4944.69705766045,10265.3288965978,1636.243831499,16846.2697857572,1320.35261146134,1866.65058667029,1348.89791106686,4535.90110919849,44.5215813475897,86.3173515922658,62.9208062922569
