"","ID","EXPT","VALENCE","CONTEXT","SubROI_SubroiAGGR","GROUP","System","Ch1TotalperMM2","Ch2TotalperMM2","Ch3TotalperMM2","Ch4TotalperMM2","OLTotalperMM2","NormOLTotalperMM2"
"104",3422,"OLD","SHOCK","AA","SUB","SAA","SUBIC-HPC",795.082974330665,268.824615962804,911.269884619673,790.526624907566,56.9543677887296,0.0568181818181818
"105",3422,"OLD","SHOCK","AA","TaeT","SAA","OLFACTORY",57.6664606974468,1172.86140224968,1523.97573956075,689.672267857368,66.9675027454221,0.0372960372960374
"106",3422,"OLD","SHOCK","AA","Tea","SAA","TEMP ASSOC CTX",97.241333564304,2051.25616235252,973.561855330808,515.876759755511,130.548404509558,0.0535784429256031
"107",3422,"OLD","SHOCK","AA","vACC","SAA","PFC",102.434544624573,1841.4976293903,1213.18457172146,682.657710973171,152.951146878533,0.0645035747232473
"108",3422,"OLD","SHOCK","AA","VENT","SAA","THALAMIC",38.4346218976743,1786.85795283986,1191.4732788279,768.833224114283,321.062839698338,0.143676169475508
"109",3422,"OLD","SHOCK","AA","Visc","SAA","VISC CTX",131.406925370401,1626.07617727858,991.243235073209,486.183084089116,132.308516625086,0.0668241454876626
"110",3422,"OLD","SHOCK","AA","VTA","SAA","MIDBRAIN",0,3255.59222280403,1470.12999589973,967.302924838371,498.565824696429,0.133867276887872
"111",3425,"OLD","SHOCK","AA","AcB","SAA","STRIATUM",676.609309595522,2528.89180269413,1040.7567202891,767.931296455662,214.18941335102,0.0694826032485658
"112",3425,"OLD","SHOCK","AA","AI","SAA","TEMP ASSOC CTX",532.583065713516,1787.99038366424,1222.06066142585,761.700462908292,251.165545511692,0.109272473701191
"113",3425,"OLD","SHOCK","AA","ATN","SAA","THALAMIC",709.107781900082,1874.72271952983,1097.39577305924,1005.38290219009,364.533809289586,0.144910913490243
"114",3425,"OLD","SHOCK","AA","AuD","SAA","AUD CTX",614.895327246762,1851.37939230134,1443.97979244739,906.93466991415,219.085659773704,0.0862804068996021
"115",3425,"OLD","SHOCK","AA","AuP","SAA","AUD CTX",611.645618953042,1926.56833632865,1543.41544335896,908.550656546737,227.357403895604,0.0871848887016361
"116",3425,"OLD","SHOCK","AA","AuV","SAA","AUD CTX",784.954553363146,2238.21629901839,1617.28898663723,863.219309345056,248.492042113528,0.087100230461327
"117",3425,"OLD","SHOCK","AA","bAmy","SAA","NUCLEAR AMY",998.395287019605,1916.82443943777,1706.07167717734,966.490779687588,308.774444247537,0.119933794508339
"118",3425,"OLD","SHOCK","AA","BNST","SAA","STRIATUM",1161.40181715509,2362.55771084721,1362.25356510396,1243.30354028243,566.963897837002,0.186568953118044
"119",3425,"OLD","SHOCK","AA","CA1","SAA","SUBIC-HPC",1114.08165890587,4340.77739881849,3037.40265229332,942.518669629734,222.47630249788,0.0439605267104592
"120",3425,"OLD","SHOCK","AA","CA2","SAA","SUBIC-HPC",675.302798897198,2531.88475799171,1675.08373935896,222.635761899715,64.5566672913361,0.0239990835672146
