"","ID","File.Name.","bregma","sequence.no"
"823",3597,"85_01_-0.6_3597_LEFT_COUNTS.tif",-0.6,"85"
"824",3597,"88_01_-3.4_3597_LEFT_COUNTS.tif",-3.4,"88"
"825",3597,"88_01_-3.4_3597_RIGHT_COUNTS.tif",-3.4,"88"
"826",3597,"91_01_-3.4_3597_LEFT_COUNTS.tif",-3.4,"91"
"827",3597,"91_01_-3.4_3597_RIGHT_COUNTS.tif",-3.4,"91"
"828",3597,"94_01_-3.4_3597_LEFT_COUNTS.tif",-3.4,"94"
"829",3597,"94_01_-3.4_3597_RIGHT_COUNTS.tif",-3.4,"94"
"830",3597,"97_01_2.6_3597_RIGHT_COUNTS.tif",2.6,"97"
"831",3602,"04_01_1.2_3602_LEFT_RECOUNT.tif",1.2,"04"
"832",3602,"04_01_1.4_3602_RIGHT_RECOUNT.tif",1.4,"04"
"833",3602,"10_01_2.2_3602_LEFT_COUNTS.tif",2.2,"10"
"834",3602,"10_01_2_3602_RIGHT_COUNTS.tif",2,"10"
"835",3602,"100_01_-2.3_3602_LEFT_RECOUNT.tif",-2.3,"100"
"836",3602,"106_01_-2.7_3602_LEFT_RECOUNT.tif",-2.7,"106"
"837",3602,"106_01_-2.7_3602_RIGHT_RECOUNT.tif",-2.7,"106"
"838",3602,"16_01_1.7_3602_LEFT_RECOUNT.tif",1.7,"16"
"839",3602,"19_01_1.6_3602_LEFT_RECOUNT.tif",1.6,"19"
"840",3602,"19_01_1.6_3602_RIGHT_RECOUNT.tif",1.6,"19"
"841",3602,"22_01_2.2_3602_LEFT_COUNTS.tif",2.2,"22"
"842",3602,"28_01_2.2_3602_RIGHT_COUNTS.tif",2.2,"28"
"843",3602,"28_01_2.5_3602_LEFT_COUNTS.tif",2.5,"28"
"844",3602,"31_01_1.9_3602_RIGHT_COUNTS.tif",1.9,"31"
"845",3602,"34_01_-0.6_3602_LEFT_COUNTS.tif",-0.6,"34"
"846",3602,"34_01_-0.6_3602_RIGHT_COUNTS.tif",-0.6,"34"
"847",3602,"40_01_0.3_3602_LEFT_RECOUNT.tif",0.3,"40"
"848",3602,"40_01_0.3_3602_RIGHT_RECOUNT.tif",0.3,"40"
"849",3602,"43_01_0.1_3602_RIGHT_RECOUNT.tif",0.1,"43"
"850",3602,"43_01_0_3602_LEFT_RECOUNT.tif",0,"43"
"851",3602,"46_01_0.6_3602_LEFT_RECOUNT.tif",0.6,"46"
"852",3602,"46_01_0.6_3602_RIGHT_RECOUNT.tif",0.6,"46"
"853",3602,"52_01_-0.7_3602_LEFT_COUNTS.tif",-0.7,"52"
"854",3602,"55_01_0.1_3602_LEFT_RECOUNT.tif",0.1,"55"
"855",3602,"55_01_0.2_3602_RIGHT_RECOUNT.tif",0.2,"55"
"856",3602,"64_01_-1.6_3602_RIGHT_COUNTS.tif",-1.6,"64"
"857",3602,"64_01_-1.7_3602_LEFT_COUNTS.tif",-1.7,"64"
"858",3602,"67_01_-1.6_3602_LEFT_COUNTS.tif",-1.6,"67"
"859",3602,"67_01_-1.6_3602_RIGHT_COUNTS.tif",-1.6,"67"
"860",3602,"70_01_-2.2_3602_RIGHT_COUNTS.tif",-2.2,"70"
"861",3602,"70_01_-2.4_3602_LEFT_COUNTS.tif",-2.4,"70"
"862",3602,"73_01_-1.5_3602_LEFT_COUNTS.tif",-1.5,"73"
"863",3602,"73_01_-1.6_3602_RIGHT_COUNTS.tif",-1.6,"73"
"864",3602,"76_01_-1.3_3602_RIGHT_COUNTS.tif",-1.3,"76"
"865",3602,"76_01_-1_3602_LEFT_COUNTS.tif",-1,"76"
"866",3602,"85_01_-0.9_3602_RIGHT_RECOUNT.tif",-0.9,"85"
"867",3602,"85_01_-1.2_3602_LEFT_COUNTS.tif",-1.2,"85"
"868",3602,"88_01_-3.5_3602_LEFT_COUNTS.tif",-3.5,"88"
"869",3602,"88_01_-3.5_3602_RIGHT_COUNTS.tif",-3.5,"88"
"870",3602,"91_01_-1.8_3602_RIGHT_COUNTS.tif",-1.8,"91"
"871",3602,"91_01_-2.1_3602_LEFT_COUNTS.tif",-2.1,"91"
"872",3602,"94_01_-0.6_3602_LEFT_COUNTS.tif",-0.6,"94"
"873",3602,"97_01_-2.6_3602_LEFT_RECOUNT.tif",-2.6,"97"
"874",3603,"01_01_0.3_3603_LEFT_RECOUNT.tif",0.3,"01"
"875",3603,"01_01_0.3_3603_RIGHT_RECOUNT.tif",0.3,"01"
"876",3603,"04_01_0.5_3603_RIGHT_RECOUNT.tif",0.5,"04"
"877",3603,"04_01_0.8_3603_LEFT_RECOUNT.tif",0.8,"04"
"878",3603,"07_01_0_3603_LEFT_RECOUNT.tif",0,"07"
"879",3603,"07_01_0_3603_RIGHT_RECOUNT.tif",0,"07"
"880",3603,"10_01_0.1_3603_LEFT_RECOUNT.tif",0.1,"10"
"881",3603,"10_01_0.1_3603_RIGHT_RECOUNT.tif",0.1,"10"
"882",3603,"13_01_1.6_3603_LEFT_RECOUNT.tif",1.6,"13"
"883",3603,"13_01_1.6_3603_RIGHT_RECOUNT.tif",1.6,"13"
"884",3603,"16_01_0.4_3603_LEFT_RECOUNT.tif",0.4,"16"
"885",3603,"16_01_0.4_3603_RIGHT_RECOUNT.tif",0.4,"16"
"886",3603,"19_01_2.2_3603_LEFT_COUNTS.tif",2.2,"19"
"887",3603,"22_01_2.1_3603_RIGHT_RECOUNT.tif",2.1,"22"
"888",3603,"22_01_2.3_3603_LEFT_RECOUNT.tif",2.3,"22"
"889",3603,"25_01_1.1_3603_LEFT_RECOUNT.tif",1.1,"25"
"890",3603,"25_01_1.1_3603_RIGHT_RECOUNT.tif",1.1,"25"
"891",3603,"28_01_1.8_3603_RIGHT_RECOUNT.tif",1.8,"28"
"892",3603,"31_01_1.8_3603_LEFT_RECOUNT.tif",1.8,"31"
"893",3603,"40_01_-1.3_3603_RIGHT_RECOUNT.tif",-1.3,"40"
"894",3603,"40_01_-1.4_3603_LEFT_RECOUNT.tif",-1.4,"40"
"895",3603,"43_01_-1.2_3603_RIGHT_COUNTS.tif",-1.2,"43"
"896",3603,"43_01_-1_3603_LEFT_COUNTS.tif",-1,"43"
"897",3603,"49_01_-0.8_3603_LEFT_RECOUNT.tif",-0.8,"49"
"898",3603,"49_01_-0.8_3603_RIGHT_RECOUNT.tif",-0.8,"49"
"899",3603,"52_01_-0.2_3603_LEFT_COUNTS.tif",-0.2,"52"
"900",3603,"52_01_-0.2_3603_RIGHT_COUNTS.tif",-0.2,"52"
"901",3603,"55_01_0.2_3603_LEFT_RECOUNT.tif",0.2,"55"
"902",3603,"64_01_-1.6_3603_LEFT_RECOUNT.tif",-1.6,"64"
"903",3603,"73_01_-1.6_3603_LEFT_RECOUNT.tif",-1.6,"73"
"904",3603,"73_01_-1.6_3603_RIGHT_RECOUNT.tif",-1.6,"73"
"905",3603,"76_01_-2.3_3603_LEFT_COUNTS.tif",-2.3,"76"
"906",3603,"76_01_-2.3_3603_RIGHT_COUNTS.tif",-2.3,"76"
"907",3603,"79_01_-1.6_3603_LEFT_RECOUNT.tif",-1.6,"79"
"908",3603,"79_01_-1.6_3603_RIGHT_RECOUNT.tif",-1.6,"79"
"909",3603,"85_01_-3.4_3603_LEFT_RECOUNT.tif",-3.4,"85"
"910",3603,"85_01_-3.4_3603_RIGHT_COUNTS.tif",-3.4,"85"
"911",3603,"88_01_-2.3_3603_RIGHT_COUNTS.tif",-2.3,"88"
"912",3603,"91_01_-1.4_3603_LEFT_RECOUNT.tif",-1.4,"91"
"913",3603,"91_01_-1.4_3603_RIGHT_RECOUNT.tif",-1.4,"91"
"914",3604,"01_01_2.2_3604_LEFT_COUNTS.tif",2.2,"01"
"915",3604,"01_01_2.3_3604_RIGHT_COUNTS.tif",2.3,"01"
"916",3604,"10_01_0.1_3604_RIGHT_COUNTS.tif",0.1,"10"
"917",3604,"10_01_2.2_3604_LEFT_COUNTS.tif",2.2,"10"
"918",3604,"100_01_-0.5_3604_LEFT_RECOUNT.tif",-0.5,"100"
"919",3604,"100_01_-0.5_3604_RIGHT_RECOUNT.tif",-0.5,"100"
"920",3604,"103_01_-1.4_3604_LEFT_RECOUNT.tif",-1.4,"103"
"921",3604,"103_01_-1.4_3604_RIGHT_RECOUNT.tif",-1.4,"103"
"922",3604,"13_01_0.5_3604_LEFT_RECOUNT.tif",0.5,"13"
"923",3604,"13_01_0.5_3604_RIGHT_RECOUNT.tif",0.5,"13"
"924",3604,"16_01_1.1_3604_LEFT_RECOUNT.tif",1.1,"16"
"925",3604,"16_01_1.2_3604_RIGHT_RECOUNT.tif",1.2,"16"
"926",3604,"19_01_1.7_3604_LEFT_RECOUNT.tif",1.7,"19"
"927",3604,"19_01_2.5_3604_RIGHT_COUNTS.tif",2.5,"19"
"928",3604,"22_01_1_3604_LEFT_RECOUNT.tif",1,"22"
"929",3604,"22_01_1_3604_RIGHT_RECOUNT.tif",1,"22"
"930",3604,"28_01_1.8_3604_LEFT_RECOUNT.tif",1.8,"28"
"931",3604,"28_01_1.8_3604_RIGHT_RECOUNT.tif",1.8,"28"
"932",3604,"31_01_2.6_3604_RIGHT_RECOUNT.tif",2.6,"31"
"933",3604,"34_01_0.4_3604_LEFT_RECOUNT.tif",0.4,"34"
"934",3604,"34_01_0.4_3604_RIGHT_RECOUNT.tif",0.4,"34"
"935",3604,"37_01_0.2_3604_RIGHT_RECOUNT.tif",0.2,"37"
"936",3604,"37_01_0.3_3604_LEFT_RECOUNT.tif",0.3,"37"
"937",3604,"40_01_-0.5_3604_LEFT_RECOUNT.tif",-0.5,"40"
"938",3604,"40_01_-0.5_3604_RIGHT_RECOUNT.tif",-0.5,"40"
"939",3604,"43_01_-0.2_3604_LEFT_RECOUNT.tif",-0.2,"43"
"940",3604,"43_01_0_3604_RIGHT_COUNTS.tif",0,"43"
"941",3604,"46_01_0_3604_LEFT_RECOUNT.tif",0,"46"
"942",3604,"46_01_0_3604_RIGHT_RECOUNT.tif",0,"46"
"943",3604,"55_01_-2.3_3604_LEFT_COUNTS.tif",-2.3,"55"
"944",3604,"55_01_-2.3_3604_RIGHT_COUNTS.tif",-2.3,"55"
"945",3604,"85_01_-3.5_3604_RIGHT_COUNTS.tif",-3.5,"85"
"946",3604,"88_01_-1_3604_LEFT_RECOUNT.tif",-1,"88"
"947",3604,"88_01_-1_3604_RIGHT_RECOUNT.tif",-1,"88"
"948",3604,"91_01_-1.3_3604_LEFT_RECOUNT.tif",-1.3,"91"
"949",3604,"91_01_-1_3604_RIGHT_RECOUNT.tif",-1,"91"
"950",3604,"94_01_-1.2_3604_RIGHT_RECOUNT.tif",-1.2,"94"
"951",3604,"94_01_-1.5_3604_LEFT_COUNTS.tif",-1.5,"94"
"952",3604,"97_01_-1_3604_LEFT_RECOUNT.tif",-1,"97"
"953",3604,"97_01_-1_3604_RIGHT_RECOUNT.tif",-1,"97"
"954",3607,"04_01_-2.6_3607_LEFT_RECOUNT.tif",-2.6,"04"
"955",3607,"04_01_-2.6_3607_RIGHT_RECOUNT.tif",-2.6,"04"
"956",3607,"10_01_2.5_3607_RIGHT_RECOUNT.tif",2.5,"10"
"957",3607,"100_01_-3.4_3607_LEFT_COUNTS.tif",-3.4,"100"
"958",3607,"100_01_-3.4_3607_RIGHT_COUNTS.tif",-3.4,"100"
"959",3607,"16_01_0_3607_LEFT_COUNTS.tif",0,"16"
"960",3607,"16_01_0_3607_RIGHT_COUNTS.tif",0,"16"
"961",3607,"22_01_2.4_3607_RIGHT_RECOUNT.tif",2.4,"22"
"962",3607,"28_01_0.9_3607_LEFT_RECOUNT.tif",0.9,"28"
"963",3607,"28_01_0.9_3607_RIGHT_RECOUNT.tif",0.9,"28"
"964",3607,"34_01_2.6_3607_LEFT_COUNTS.tif",2.6,"34"
"965",3607,"37_01_1_3607_LEFT_RECOUNT.tif",1,"37"
"966",3607,"37_01_1_3607_RIGHT_RECOUNT.tif",1,"37"
"967",3607,"40_01_2.2_3607_RIGHT_COUNTS.tif",2.2,"40"
"968",3607,"40_01_2.5_3607_LEFT_COUNTS.tif",2.5,"40"
"969",3607,"46_01_-1.6_3607_LEFT_RECOUNT.tif",-1.6,"46"
"970",3607,"46_01_-1.6_3607_RIGHT_COUNTS.tif",-1.6,"46"
"971",3607,"49_01_-0.4_3607_LEFT_COUNTS.tif",-0.4,"49"
"972",3607,"49_01_-0.7_3607_LEFT_RECOUNT.tif",-0.7,"49"
"973",3607,"49_01_-0.7_3607_RIGHT_RECOUNT.tif",-0.7,"49"
"974",3607,"52_01_0.3_3607_LEFT_RECOUNT.tif",0.3,"52"
"975",3607,"52_01_0.3_3607_RIGHT_RECOUNT.tif",0.3,"52"
"976",3607,"55_01_-0.5_3607_LEFT_RECOUNT.tif",-0.5,"55"
"977",3607,"55_01_-0.5_3607_RIGHT_RECOUNT.tif",-0.5,"55"
"978",3607,"58_01_-1.4_3607_RIGHT_RECOUNT.tif",-1.4,"58"
"979",3607,"58_01_-1.5_3607_LEFT_RECOUNT.tif",-1.5,"58"
"980",3607,"61_01_0.6_3607_LEFT_RECOUNT.tif",0.6,"61"
"981",3607,"61_01_0.6_3607_RIGHT_RECOUNT.tif",0.6,"61"
"982",3607,"64_01_0.4_3607_LEFT_RECOUNT.tif",0.4,"64"
"983",3607,"64_01_0.4_3607_RIGHT_RECOUNT.tif",0.4,"64"
"984",3607,"67_01_-0.8_3607_LEFT_RECOUNT.tif",-0.8,"67"
"985",3607,"67_01_-0.9_3607_RIGHT_RECOUNT.tif",-0.9,"67"
"986",3607,"70_01_-0.3_3607_LEFT_RECOUNT.tif",-0.3,"70"
"987",3607,"70_01_-0.3_3607_RIGHT_RECOUNT.tif",-0.3,"70"
"988",3607,"73_01_-1.4_3607_RIGHT_COUNTS.tif",-1.4,"73"
"989",3607,"73_01_-1.8_3607_LEFT_COUNTS.tif",-1.8,"73"
"990",3607,"76_01_-1.7_3607_LEFT_RECOUNT.tif",-1.7,"76"
"991",3607,"79_01_-2.3_3607_LEFT_RECOUNT.tif",-2.3,"79"
"992",3607,"79_01_-2.3_3607_RIGHT_COUNTS.tif",-2.3,"79"
"993",3607,"82_01_-1.9_3607_LEFT_RECOUNT.tif",-1.9,"82"
"994",3607,"82_01_-1.9_3607_RIGHT_COUNTS.tif",-1.9,"82"
"995",3607,"85_01_-2.3_3607_LEFT_RECOUNT.tif",-2.3,"85"
"996",3607,"85_01_-2.3_3607_RIGHT_COUNTS.tif",-2.3,"85"
"997",3607,"88_01_-1.4_3607_LEFT_RECOUNT.tif",-1.4,"88"
"998",3607,"88_01_-1.5_3607_RIGHT_COUNTS.tif",-1.5,"88"
"999",3607,"91_01_-2.4_3607_LEFT_COUNTS.tif",-2.4,"91"
"1000",3607,"91_01_-2.4_3607_RIGHT_COUNTS.tif",-2.4,"91"
"1001",3607,"94_01_-2.3_3607_LEFT_COUNTS.tif",-2.3,"94"
"1002",3607,"94_01_-2.3_3607_RIGHT_RECOUNT.tif",-2.3,"94"
"1003",3607,"97_01_-0.2_3607_RIGHT_COUNTS.tif",-0.2,"97"
"1004",3607,"97_01_-0.6_3607_LEFT_COUNTS.tif",-0.6,"97"
"1005",3608,"01_01_-2_3608_LEFT_RECOUNT.tif",-2,"01"
"1006",3608,"01_01_-2_3608_RIGHT_RECOUNT.tif",-2,"01"
"1007",3608,"04_01_-1.8_3608_LEFT_RECOUNT.tif",-1.8,"04"
"1008",3608,"04_01_-1.8_3608_RIGHT_RECOUNT.tif",-1.8,"04"
"1009",3608,"07_01_-1.3_3608_LEFT_RECOUNT.tif",-1.3,"07"
"1010",3608,"07_01_-1.4_3608_RIGHT_RECOUNT.tif",-1.4,"07"
"1011",3608,"10_01_-1.1_3608_LEFT_RECOUNT.tif",-1.1,"10"
"1012",3608,"10_01_-1.1_3608_RIGHT_RECOUNT.tif",-1.1,"10"
"1013",3608,"13_01_-1.8_3608_LEFT_COUNTS.tif",-1.8,"13"
"1014",3608,"13_01_-1.8_3608_RIGHT_RECOUNT.tif",-1.8,"13"
"1015",3608,"16_01_-1.4_3608_LEFT_RECOUNT.tif",-1.4,"16"
"1016",3608,"16_01_-1.4_3608_RIGHT_RECOUNT.tif",-1.4,"16"
"1017",3608,"19_01_-1.8_3608_LEFT_COUNTS.tif",-1.8,"19"
"1018",3608,"19_01_-1.8_3608_RIGHT_COUNTS.tif",-1.8,"19"
"1019",3608,"22_01_-1.1_3608_LEFT_RECOUNT.tif",-1.1,"22"
"1020",3608,"22_01_-1.1_3608_RIGHT_RECOUNT.tif",-1.1,"22"
"1021",3608,"25_01_-1.2_3608_LEFT_RECOUNT.tif",-1.2,"25"
"1022",3608,"25_01_-1.2_3608_RIGHT_RECOUNT.tif",-1.2,"25"
"1023",3608,"31_01_0.3_3608_LEFT_RECOUNT.tif",0.3,"31"
"1024",3608,"31_01_0.3_3608_RIGHT_RECOUNT.tif",0.3,"31"
"1025",3608,"34_01_0.1_3608_LEFT_RECOUNT.tif",0.1,"34"
"1026",3608,"34_01_0.2_3608_RIGHT_RECOUNT.tif",0.2,"34"
"1027",3608,"37_01_-0.5_3608_LEFT_COUNTS.tif",-0.5,"37"
"1028",3608,"37_01_-0.5_3608_RIGHT_RECOUNT.tif",-0.5,"37"
"1029",3608,"40_01_0_3608_LEFT_RECOUNT.tif",0,"40"
"1030",3608,"40_01_0_3608_RIGHT_RECOUNT.tif",0,"40"
"1031",3608,"46_01_-0.8_3608_LEFT_RECOUNT.tif",-0.8,"46"
"1032",3608,"46_01_-0.8_3608_RIGHT_RECOUNT.tif",-0.8,"46"
"1033",3608,"55_01_2.2_3608_RIGHT_COUNTS.tif",2.2,"55"
"1034",3608,"58_01_2.2_3608_LEFT_COUNTS.tif",2.2,"58"
"1035",3608,"61_01_2.2_3608_LEFT_COUNTS.tif",2.2,"61"
"1036",3608,"64_01_2.2_3608_RIGHT_COUNTS.tif",2.2,"64"
"1037",3608,"64_01_2.5_3608_LEFT_COUNTS.tif",2.5,"64"
"1038",3608,"76_01_2.3_3608_RIGHT_COUNTS.tif",2.3,"76"
"1039",3608,"79_01_1.4_3608_LEFT_RECOUNT.tif",1.4,"79"
"1040",3608,"82_01_2.3_3608_LEFT_COUNTS.tif",2.3,"82"
"1041",3608,"85_01_2.5_3608_RIGHT_RECOUNT.tif",2.5,"85"
"1042",3608,"88_01_2.6_3608_RIGHT_COUNTS.tif",2.6,"88"
"1043",3608,"91_01_1.1_3608_RIGHT_COUNTS.tif",1.1,"91"
"1044",3608,"94_01_2.3_3608_LEFT_COUNTS.tif",2.3,"94"
"1045",3608,"97_01_2.3_3608_LEFT_COUNTS.tif",2.3,"97"
"1046",3661,"01_01_0.8_3661_LEFT_RECOUNT.tif",0.8,"01"
"1047",3661,"01_01_0.8_3661_RIGHT_RECOUNT.tif",0.8,"01"
"1048",3661,"04_01_0_3661_LEFT_RECOUNT.tif",0,"04"
"1049",3661,"04_01_0_3661_RIGHT_COUNTS.tif",0,"04"
"1050",3661,"07_01_2.3_3661_RIGHT_COUNTS.tif",2.3,"07"
"1051",3661,"13_01_0.5_3661_LEFT_RECOUNT.tif",0.5,"13"
"1052",3661,"13_01_0.5_3661_RIGHT_RECOUNT.tif",0.5,"13"
"1053",3661,"22_01_0.4_3661_LEFT_RECOUNT.tif",0.4,"22"
"1054",3661,"25_01_1.4_3661_RIGHT_COUNTS.tif",1.4,"25"
"1055",3661,"25_01_1.6_3661_LEFT_COUNTS.tif",1.6,"25"
"1056",3661,"28_01_2.5_3661_RIGHT_COUNTS.tif",2.5,"28"
"1057",3661,"31_01_1.6_3661_RIGHT_RECOUNT.tif",1.6,"31"
"1058",3661,"31_01_2.5_3661_LEFT_COUNTS.tif",2.5,"31"
"1059",3661,"37_01_0.1_3661_LEFT_COUNTS.tif",0.1,"37"
"1060",3661,"37_01_2.2_3661_RIGHT_COUNTS.tif",2.2,"37"
"1061",3661,"40_01_-2.3_3661_LEFT_COUNTS.tif",-2.3,"40"
"1062",3661,"40_01_-2_3661_RIGHT_COUNTS.tif",-2,"40"
"1063",3661,"43_01_-1_3661_LEFT_RECOUNT.tif",-1,"43"
"1064",3661,"43_01_-1_3661_RIGHT_RECOUNT.tif",-1,"43"
"1065",3661,"46_01_-0.3_3661_LEFT_COUNTS.tif",-0.3,"46"
"1066",3661,"46_01_-0.4_3661_RIGHT_COUNTS.tif",-0.4,"46"
"1067",3661,"49_01_-1.6_3661_LEFT_RECOUNT.tif",-1.6,"49"
"1068",3661,"49_01_-1.6_3661_RIGHT_RECOUNT.tif",-1.6,"49"
"1069",3661,"52_01_-1.6_3661_RIGHT_RECOUNT.tif",-1.6,"52"
"1070",3661,"52_01_-2.1_3661_LEFT_COUNTS.tif",-2.1,"52"
"1071",3661,"55_01_0.3_3661_LEFT_RECOUNT.tif",0.3,"55"
"1072",3661,"55_01_0.3_3661_RIGHT_RECOUNT.tif",0.3,"55"
"1073",3661,"58_01_-1_3661_RIGHT_RECOUNT.tif",-1,"58"
"1074",3661,"58_01_0_3661_LEFT_RECOUNT.tif",0,"58"
"1075",3661,"61_01_-1.3_3661_LEFT_RECOUNT.tif",-1.3,"61"
"1076",3661,"61_01_-1.6_3661_RIGHT_RECOUNT.tif",-1.6,"61"
"1077",3661,"64_01_0.8_3661_LEFT_RECOUNT.tif",0.8,"64"
"1078",3661,"64_01_0.8_3661_RIGHT_RECOUNT.tif",0.8,"64"
"1079",3661,"67_01_-2.3_3661_LEFT_COUNTS.tif",-2.3,"67"
"1080",3661,"67_01_-2_3661_RIGHT_COUNTS.tif",-2,"67"
"1081",3661,"70_01_-2.5_3661_RIGHT_RECOUNT.tif",-2.5,"70"
"1082",3661,"70_01_-2_3661_LEFT_COUNTS.tif",-2,"70"
"1083",3661,"73_01_-1.4_3661_LEFT_RECOUNT.tif",-1.4,"73"
"1084",3661,"73_01_-2_3661_RIGHT_COUNTS.tif",-2,"73"
"1085",3661,"76_01_-2.4_3661_RIGHT_RECOUNT.tif",-2.4,"76"
"1086",3661,"76_01_-2_3661_LEFT_COUNTS.tif",-2,"76"
"1087",3661,"79_01_-2.3_3661_LEFT_COUNTS.tif",-2.3,"79"
"1088",3661,"82_01_-0.3_3661_LEFT_RECOUNT.tif",-0.3,"82"
"1089",3661,"82_01_-0.3_3661_RIGHT_RECOUNT.tif",-0.3,"82"
"1090",3661,"85_01_-3.3_3661_LEFT_COUNTS.tif",-3.3,"85"
"1091",3661,"85_01_-3.4_3661_RIGHT_COUNTS.tif",-3.4,"85"
"1092",3661,"88_01_-3.3_3661_RIGHT_COUNTS.tif",-3.3,"88"
"1093",3661,"88_01_-3.4_3661_LEFT_COUNTS.tif",-3.4,"88"
"1094",3661,"91_01_-2.3_3661_RIGHT_RECOUNT.tif",-2.3,"91"
"1095",3661,"91_01_-3.5_3661_LEFT_COUNTS.tif",-3.5,"91"
"1096",3662,"01_01_-1.4_3662_LEFT_RECOUNT.tif",-1.4,"01"
"1097",3662,"01_01_-1.7_3662_RIGHT_COUNTS.tif",-1.7,"01"
"1098",3662,"07_01_0.1_3662_LEFT_RECOUNT.tif",0.1,"07"
"1099",3662,"07_01_0.1_3662_RIGHT_RECOUNT.tif",0.1,"07"
"1100",3662,"10_01_-1.5_3662_LEFT_RECOUNT.tif",-1.5,"10"
"1101",3662,"10_01_-1.5_3662_RIGHT_RECOUNT.tif",-1.5,"10"
"1102",3662,"13_01_0_3662_LEFT_RECOUNT.tif",0,"13"
"1103",3662,"13_01_0_3662_RIGHT_RECOUNT.tif",0,"13"
"1104",3662,"16_01_0.5_3662_LEFT_RECOUNT.tif",0.5,"16"
"1105",3662,"16_01_0.5_3662_RIGHT_RECOUNT.tif",0.5,"16"
"1106",3662,"22_01_-0.4_3662_RIGHT_COUNTS.tif",-0.4,"22"
"1107",3662,"22_01_-0.8_3662_LEFT_COUNTS.tif",-0.8,"22"
"1108",3662,"25_01_0.3_3662_LEFT_RECOUNT.tif",0.3,"25"
"1109",3662,"25_01_0.3_3662_RIGHT_RECOUNT.tif",0.3,"25"
"1110",3662,"28_01_-1.8_3662_LEFT_RECOUNT.tif",-1.8,"28"
"1111",3662,"28_01_-1.8_3662_RIGHT_COUNTS.tif",-1.8,"28"
"1112",3662,"31_01_-0.5_3662_LEFT_RECOUNT.tif",-0.5,"31"
"1113",3662,"31_01_-0.5_3662_RIGHT_RECOUNT.tif",-0.5,"31"
"1114",3662,"34_01_-2.3_3662_RIGHT_COUNTS.tif",-2.3,"34"
"1115",3662,"34_01_-2_3662_LEFT_RECOUNT.tif",-2,"34"
"1116",3662,"37_01_-0.9_3662_LEFT_RECOUNT.tif",-0.9,"37"
"1117",3662,"37_01_-0.9_3662_RIGHT_RECOUNT.tif",-0.9,"37"
"1118",3662,"40_01_-1.2_3662_RIGHT_COUNTS.tif",-1.2,"40"
"1119",3662,"40_01_-1.3_3662_LEFT_COUNTS.tif",-1.3,"40"
"1120",3662,"43_01_-2.6_3662_RIGHT_RECOUNT.tif",-2.6,"43"
"1121",3662,"46_01_-2.3_3662_LEFT_RECOUNT.tif",-2.3,"46"
"1122",3662,"46_01_-2.3_3662_RIGHT_RECOUNT.tif",-2.3,"46"
"1123",3662,"49_01_-1.4_3662_LEFT_COUNTS.tif",-1.4,"49"
"1124",3662,"49_01_-2.1_3662_RIGHT_RECOUNT.tif",-2.1,"49"
"1125",3662,"55_01_-3.4_3662_LEFT_COUNTS.tif",-3.4,"55"
"1126",3662,"64_01_-3.4_3662_LEFT_COUNTS.tif",-3.4,"64"
"1127",3662,"64_01_-3.4_3662_RIGHT_COUNTS.tif",-3.4,"64"
"1128",3662,"67_01_-3.4_3662_LEFT_COUNTS.tif",-3.4,"67"
"1129",3662,"67_01_-3.4_3662_RIGHT_COUNTS.tif",-3.4,"67"
"1130",3662,"70_01_-2.4_3662_LEFT_RECOUNT.tif",-2.4,"70"
"1131",3662,"70_01_-2.4_3662_RIGHT_RECOUNT.tif",-2.4,"70"
"1132",3663,"04_01_-0.4_3663_RIGHT_COUNTS.tif",-0.4,"04"
"1133",3663,"07_01_1_3663_LEFT_RECOUNT.tif",1,"07"
"1134",3663,"07_01_2.3_3663_RIGHT_COUNTS.tif",2.3,"07"
"1135",3663,"19_01_2.2_3663_LEFT_RECOUNT.tif",2.2,"19"
"1136",3663,"19_01_2.2_3663_RIGHT_COUNTS.tif",2.2,"19"
"1137",3663,"22_01_-2.8_3663_LEFT_RECOUNT.tif",-2.8,"22"
"1138",3663,"22_01_-2.8_3663_RIGHT_COUNTS.tif",-2.8,"22"
"1139",3663,"25_01_-1.3_3663_LEFT_RECOUNT.tif",-1.3,"25"
"1140",3663,"25_01_-1.3_3663_RIGHT_RECOUNT.tif",-1.3,"25"
"1141",3663,"34_01_2.3_3663_RIGHT_RECOUNT.tif",2.3,"34"
"1142",3663,"46_01_1.5_3663_LEFT_COUNTS.tif",1.5,"46"
"1143",3663,"46_01_1_3663_RIGHT_RECOUNT.tif",1,"46"
"1144",3663,"52_01_-0.4_3663_LEFT_COUNTS.tif",-0.4,"52"
"1145",3663,"52_01_-0.9_3663_RIGHT_RECOUNT.tif",-0.9,"52"
"1146",3663,"55_01_-2.3_3663_LEFT_COUNTS.tif",-2.3,"55"
"1147",3663,"55_01_-2.3_3663_RIGHT_COUNTS.tif",-2.3,"55"
"1148",3663,"58_01_-1.8_3663_LEFT_RECOUNT.tif",-1.8,"58"
"1149",3663,"58_01_-1.8_3663_RIGHT_COUNTS.tif",-1.8,"58"
"1150",3663,"64_01_-3_3663_LEFT_RECOUNT.tif",-3,"64"
"1151",3663,"64_01_-3_3663_RIGHT_RECOUNT.tif",-3,"64"
"1152",3663,"76_01_-2.5_3663_LEFT_RECOUNT.tif",-2.5,"76"
