"","ID","File.Name.","bregma","sequence.no"
"1153",3663,"76_01_-2.5_3663_RIGHT_RECOUNT.tif",-2.5,"76"
"1154",3663,"82_01_-3.4_3663_LEFT_COUNTS.tif",-3.4,"82"
"1155",3663,"82_01_-3.4_3663_RIGHT_COUNTS.tif",-3.4,"82"
"1156",3663,"85_01_-3.4_3663_LEFT_COUNTS.tif",-3.4,"85"
"1157",3663,"85_01_-3.4_3663_RIGHT_COUNTS.tif",-3.4,"85"
"1158",3663,"88_01_-0.7_3663_LEFT_COUNTS.tif",-0.7,"88"
"1159",3663,"88_01_-0.7_3663_RIGHT_COUNTS.tif",-0.7,"88"
"1160",3663,"91_01_-3.4_3663_LEFT_COUNTS.tif",-3.4,"91"
"1161",3663,"91_01_-3.4_3663_RIGHT_COUNTS.tif",-3.4,"91"
"1162",3663,"94_01_1.6_3663_LEFT_RECOUNT.tif",1.6,"94"
"1163",3663,"94_01_1.6_3663_RIGHT_RECOUNT.tif",1.6,"94"
"1164",3664,"01_01_0.6_3664_LEFT_RECOUNT.tif",0.6,"01"
"1165",3664,"01_01_0.6_3664_RIGHT_RECOUNT.tif",0.6,"01"
"1166",3664,"04_01_0.5_3664_RIGHT_RECOUNT.tif",0.5,"04"
"1167",3664,"04_01_0.6_3664_LEFT_RECOUNT.tif",0.6,"04"
"1168",3664,"07_01_1.2_3664_RIGHT_RECOUNT.tif",1.2,"07"
"1169",3664,"10_01_0.7_3664_RIGHT_RECOUNT.tif",0.7,"10"
"1170",3664,"103_01_-2.3_3664_RIGHT_COUNTS.tif",-2.3,"103"
"1171",3664,"106_01_-3.4_3664_LEFT_COUNTS.tif",-3.4,"106"
"1172",3664,"106_01_-3.4_3664_RIGHT_COUNTS.tif",-3.4,"106"
"1173",3664,"109_01_-3.2_3664_RIGHT_COUNTS.tif",-3.2,"109"
"1174",3664,"109_01_-3.4_3664_LEFT_COUNTS.tif",-3.4,"109"
"1175",3664,"112_01_-2.5_3664_LEFT_RECOUNT.tif",-2.5,"112"
"1176",3664,"112_01_-2.5_3664_RIGHT_RECOUNT.tif",-2.5,"112"
"1177",3664,"13_01_0.4_3664_LEFT_COUNTS.tif",0.4,"13"
"1178",3664,"13_01_1.6_3664_RIGHT_COUNTS.tif",1.6,"13"
"1179",3664,"16_01_2.3_3664_RIGHT_COUNTS.tif",2.3,"16"
"1180",3664,"19_01_0.8_3664_LEFT_RECOUNT.tif",0.8,"19"
"1181",3664,"19_01_0.8_3664_RIGHT_RECOUNT.tif",0.8,"19"
"1182",3664,"22_01_2.3_3664_RIGHT_RECOUNT.tif",2.3,"22"
"1183",3664,"22_01_2.5_3664_LEFT_COUNTS.tif",2.5,"22"
"1184",3664,"25_01_2.3_3664_RIGHT_COUNTS.tif",2.3,"25"
"1185",3664,"25_01_2.5_3664_LEFT_COUNTS.tif",2.5,"25"
"1186",3664,"28_01_1.6_3664_RIGHT_COUNTS.tif",1.6,"28"
"1187",3664,"28_01_1.7_3664_LEFT_RECOUNT.tif",1.7,"28"
"1188",3664,"31_01_1_3664_LEFT_RECOUNT.tif",1,"31"
"1189",3664,"31_01_1_3664_RIGHT_RECOUNT.tif",1,"31"
"1190",3664,"34_01_2.3_3664_LEFT_COUNTS.tif",2.3,"34"
"1191",3664,"34_01_2.5_3664_RIGHT_COUNTS.tif",2.5,"34"
"1192",3664,"37_01_-0.5_3664_LEFT_COUNTS.tif",-0.5,"37"
"1193",3664,"37_01_-0.6_3664_RIGHT_RECOUNT.tif",-0.6,"37"
"1194",3664,"40_01_-0.3_3664_LEFT_COUNTS.tif",-0.3,"40"
"1195",3664,"40_01_-0.3_3664_RIGHT_COUNTS.tif",-0.3,"40"
"1196",3664,"43_01_0.1_3664_LEFT_RECOUNT.tif",0.1,"43"
"1197",3664,"43_01_0_3664_RIGHT_RECOUNT.tif",0,"43"
"1198",3664,"46_01_-0.5_3664_LEFT_COUNTS.tif",-0.5,"46"
"1199",3664,"46_01_-0.6_3664_RIGHT_COUNTS.tif",-0.6,"46"
"1200",3664,"49_01_0.3_3664_LEFT_RECOUNT.tif",0.3,"49"
"1201",3664,"49_01_0.3_3664_RIGHT_RECOUNT.tif",0.3,"49"
"1202",3664,"52_01_0.3_3664_LEFT_RECOUNT.tif",0.3,"52"
"1203",3664,"52_01_0.4_3664_RIGHT_RECOUNT.tif",0.4,"52"
"1204",3664,"55_01_0_3664_LEFT_RECOUNT.tif",0,"55"
"1205",3664,"55_01_0_3664_RIGHT_RECOUNT.tif",0,"55"
"1206",3664,"58_01_-0.4_3664_RIGHT_COUNTS.tif",-0.4,"58"
"1207",3664,"58_01_-0.5_3664_LEFT_COUNTS.tif",-0.5,"58"
"1208",3664,"61_01_-0.1_3664_LEFT_RECOUNT.tif",-0.1,"61"
"1209",3664,"61_01_-0.1_3664_RIGHT_RECOUNT.tif",-0.1,"61"
"1210",3664,"64_01_-2.3_3664_LEFT_COUNTS.tif",-2.3,"64"
"1211",3664,"67_01_-1.3_3664_LEFT_COUNTS.tif",-1.3,"67"
"1212",3664,"67_01_-1.4_3664_RIGHT_COUNTS.tif",-1.4,"67"
"1213",3664,"70_01_-1.6_3664_LEFT_RECOUNT.tif",-1.6,"70"
"1214",3664,"70_01_-1.6_3664_RIGHT_RECOUNT.tif",-1.6,"70"
"1215",3664,"73_01_-1.8_3664_LEFT_RECOUNT.tif",-1.8,"73"
"1216",3664,"73_01_-1.8_3664_RIGHT_COUNTS.tif",-1.8,"73"
"1217",3664,"76_01_-1.8_3664_LEFT_COUNTS.tif",-1.8,"76"
"1218",3664,"76_01_-1.8_3664_RIGHT_RECOUNT.tif",-1.8,"76"
"1219",3664,"79_01_-1.4_3664_LEFT_RECOUNT.tif",-1.4,"79"
"1220",3664,"79_01_-1.4_3664_RIGHT_RECOUNT.tif",-1.4,"79"
"1221",3664,"82_01_-1_3664_LEFT_RECOUNT.tif",-1,"82"
"1222",3664,"82_01_-1_3664_RIGHT_RECOUNT.tif",-1,"82"
"1223",3664,"85_01_-1.4_3664_RIGHT_COUNTS.tif",-1.4,"85"
"1224",3664,"85_01_-1.6_3664_LEFT_COUNTS.tif",-1.6,"85"
"1225",3664,"88_01_-1.5_3664_LEFT_COUNTS.tif",-1.5,"88"
"1226",3664,"88_01_-1.5_3664_RIGHT_RECOUNT.tif",-1.5,"88"
"1227",3664,"91_01_-3.4_3664_RIGHT_COUNTS.tif",-3.4,"91"
"1228",3664,"91_01_-3.5_3664_LEFT_COUNTS.tif",-3.5,"91"
"1229",3664,"94_01_-3.4_3664_LEFT_COUNTS.tif",-3.4,"94"
"1230",3664,"94_01_-3.5_3664_RIGHT_COUNTS.tif",-3.5,"94"
"1231",3664,"97_01_-2.3_3664_RIGHT_COUNTS.tif",-2.3,"97"
"1232",3858,"01_01_0.1_3858_RIGHT_COUNTS.tif",0.1,"01"
"1233",3858,"01_01_1.5_3858_LEFT_COUNTS.tif",1.5,"01"
"1234",3858,"04_01_0.4_3858_RIGHT_RECOUNT.tif",0.4,"04"
"1235",3858,"07_01_0.3_3858_LEFT_RECOUNT.tif",0.3,"07"
"1236",3858,"07_01_0.3_3858_RIGHT_RECOUNT.tif",0.3,"07"
"1237",3858,"10_01_0.4_3858_LEFT_RECOUNT.tif",0.4,"10"
"1238",3858,"10_01_0.4_3858_RIGHT_RECOUNT.tif",0.4,"10"
"1239",3858,"100_01_-1.8_3858_LEFT_COUNTS.tif",-1.8,"100"
"1240",3858,"100_01_-2.3_3858_RIGHT_COUNTS.tif",-2.3,"100"
"1241",3858,"13_01_1.1_3858_LEFT_RECOUNT.tif",1.1,"13"
"1242",3858,"13_01_1.1_3858_RIGHT_RECOUNT.tif",1.1,"13"
"1243",3858,"19_01_2.2_3858_RIGHT_COUNTS.tif",2.2,"19"
"1244",3858,"22_01_-0.3_3858_LEFT_COUNTS.tif",-0.3,"22"
"1245",3858,"28_01_2.2_3858_LEFT_COUNTS.tif",2.2,"28"
"1246",3858,"31_01_2.4_3858_LEFT_RECOUNT.tif",2.4,"31"
"1247",3858,"34_01_1.4_3858_LEFT_RECOUNT.tif",1.4,"34"
"1248",3858,"34_01_1.4_3858_RIGHT_RECOUNT.tif",1.4,"34"
"1249",3858,"37_01_2.3_3858_LEFT_COUNTS.tif",2.3,"37"
"1250",3858,"37_01_2.3_3858_RIGHT_COUNTS.tif",2.3,"37"
"1251",3858,"40_01_-0.4_3858_RIGHT_COUNTS.tif",-0.4,"40"
"1252",3858,"40_01_-0.7_3858_LEFT_COUNTS.tif",-0.7,"40"
"1253",3858,"43_01_-0.1_3858_LEFT_COUNTS.tif",-0.1,"43"
"1254",3858,"43_01_-0.2_3858_RIGHT_COUNTS.tif",-0.2,"43"
"1255",3858,"46_01_0.2_3858_RIGHT_RECOUNT.tif",0.2,"46"
"1256",3858,"46_01_0.3_3858_LEFT_RECOUNT.tif",0.3,"46"
"1257",3858,"49_01_0.1_3858_LEFT_RECOUNT.tif",0.1,"49"
"1258",3858,"49_01_0_3858_RIGHT_RECOUNT.tif",0,"49"
"1259",3858,"52_01_-0.4_3858_LEFT_COUNTS.tif",-0.4,"52"
"1260",3858,"52_01_-0.4_3858_RIGHT_COUNTS.tif",-0.4,"52"
"1261",3858,"55_01_-1_3858_LEFT_RECOUNT.tif",-1,"55"
"1262",3858,"55_01_-1_3858_RIGHT_RECOUNT.tif",-1,"55"
"1263",3858,"58_01_-0.5_3858_LEFT_COUNTS.tif",-0.5,"58"
"1264",3858,"58_01_-0.5_3858_RIGHT_RECOUNT.tif",-0.5,"58"
"1265",3858,"61_01_0.1_3858_RIGHT_RECOUNT.tif",0.1,"61"
"1266",3858,"61_01_0_3858_LEFT_RECOUNT.tif",0,"61"
"1267",3858,"64_01_0.8_3858_LEFT_RECOUNT.tif",0.8,"64"
"1268",3858,"64_01_1_3858_RIGHT_RECOUNT.tif",1,"64"
"1269",3858,"67_01_-1.5_3858_LEFT_COUNTS.tif",-1.5,"67"
"1270",3858,"67_01_-1.6_3858_RIGHT_COUNTS.tif",-1.6,"67"
"1271",3858,"70_01_-2.1_3858_LEFT_RECOUNT.tif",-2.1,"70"
"1272",3858,"73_01_-1_3858_LEFT_RECOUNT.tif",-1,"73"
"1273",3858,"73_01_-1_3858_RIGHT_RECOUNT.tif",-1,"73"
"1274",3858,"76_01_-2.3_3858_LEFT_COUNTS.tif",-2.3,"76"
"1275",3858,"76_01_-2.3_3858_RIGHT_RECOUNT.tif",-2.3,"76"
"1276",3858,"79_01_-1.5_3858_LEFT_COUNTS.tif",-1.5,"79"
"1277",3858,"79_01_-1.8_3858_RIGHT_COUNTS.tif",-1.8,"79"
"1278",3858,"85_01_-1.8_3858_LEFT_RECOUNT.tif",-1.8,"85"
"1279",3858,"88_01_-1.8_3858_RIGHT_COUNTS.tif",-1.8,"88"
"1280",3858,"88_01_-2.1_3858_LEFT_COUNTS.tif",-2.1,"88"
"1281",3858,"94_01_-3.4_3858_RIGHT_RECOUNT.tif",-3.4,"94"
"1282",8004,"10_01_-0.1_8004_LEFT_RECOUNT.tif",-0.1,"10"
"1283",8004,"10_01_-0.1_8004_RIGHT_RECOUNT.tif",-0.1,"10"
"1284",8004,"49_01_-1.4_8004_LEFT_RECOUNT.tif",-1.4,"49"
"1285",8004,"49_01_-1.4_8004_RIGHT_RECOUNT.tif",-1.4,"49"
"1286",8056,"07_01_0.6_8056_RIGHT_RECOUNT.tif",0.6,"07"
"1287",8056,"07_01_0.8_8056_LEFT_RECOUNT.tif",0.8,"07"
"1288",8056,"10_01_1.7_8056_LEFT_RECOUNT.tif",1.7,"10"
"1289",8056,"10_01_1.7_8056_RIGHT_RECOUNT.tif",1.7,"10"
"1290",8056,"10_01_2.2_8056_RIGHT_COUNTS.tif",2.2,"10"
"1291",8056,"10_01_2.3_8056_LEFT_COUNTS.tif",2.3,"10"
"1292",8056,"13_01_0.4_8056_RIGHT_COUNTS.tif",0.4,"13"
"1293",8056,"16_01_1.1_8056_LEFT_RECOUNT.tif",1.1,"16"
"1294",8056,"16_01_1.1_8056_RIGHT_RECOUNT.tif",1.1,"16"
"1295",8056,"19_01_2.3_8056_LEFT_COUNTS.tif",2.3,"19"
"1296",8056,"19_01_2.3_8056_RIGHT_RECOUNT.tif",2.3,"19"
"1297",8056,"22_01_2.2_8056_RIGHT_COUNTS.tif",2.2,"22"
"1298",8056,"22_01_2.5_8056_LEFT_COUNTS.tif",2.5,"22"
"1299",8056,"25_01_0.4_8056_LEFT_RECOUNT.tif",0.4,"25"
"1300",8056,"25_01_0.9_8056_RIGHT_COUNTS.tif",0.9,"25"
"1301",8056,"28_01_1.5_8056_RIGHT_RECOUNT.tif",1.5,"28"
"1302",8056,"28_01_1.6_8056_LEFT_RECOUNT.tif",1.6,"28"
"1303",8056,"55_01_-0.1_8056_LEFT_RECOUNT.tif",-0.1,"55"
"1304",8056,"55_01_-0.1_8056_RIGHT_RECOUNT.tif",-0.1,"55"
"1305",8056,"61_01_0.6_8056_LEFT_RECOUNT.tif",0.6,"61"
"1306",8056,"61_01_0.6_8056_RIGHT_RECOUNT.tif",0.6,"61"
"1307",8056,"67_01_-1.4_8056_LEFT_RECOUNT.tif",-1.4,"67"
"1308",8056,"67_01_-1.4_8056_RIGHT_RECOUNT.tif",-1.4,"67"
"1309",8056,"73_01_-0.5_8056_LEFT_COUNTS.tif",-0.5,"73"
"1310",8056,"73_01_-0.5_8056_RIGHT_COUNTS.tif",-0.5,"73"
"1311",8056,"88_01_-2_8056_LEFT_RECOUNT.tif",-2,"88"
"1312",8056,"88_01_-2_8056_RIGHT_RECOUNT.tif",-2,"88"
"1313",8060,"01_01_2.2_8060_LEFT_COUNTS.tif",2.2,"01"
"1314",8060,"01_01_2.2_8060_RIGHT_COUNTS.tif",2.2,"01"
"1315",8060,"04_01_1_8060_LEFT_RECOUNT.tif",1,"04"
"1316",8060,"04_01_1_8060_RIGHT_RECOUNT.tif",1,"04"
"1317",8060,"10_01_1.4_8060_LEFT_RECOUNT.tif",1.4,"10"
"1318",8060,"10_01_1.4_8060_RIGHT_RECOUNT.tif",1.4,"10"
"1319",8060,"13_01_0.5_8060_LEFT_RECOUNT.tif",0.5,"13"
"1320",8060,"13_01_0.5_8060_RIGHT_RECOUNT.tif",0.5,"13"
"1321",8060,"13_01_0_8060_LEFT_COUNTS.tif",0,"13"
"1322",8060,"13_01_0_8060_RIGHT_COUNTS.tif",0,"13"
"1323",8060,"22_01_1.3_8060_LEFT_COUNTS.tif",1.3,"22"
"1324",8060,"22_01_1.3_8060_RIGHT_RECOUNT.tif",1.3,"22"
"1325",8060,"25_01_2.2_8060_LEFT_RECOUNT.tif",2.2,"25"
"1326",8060,"25_01_2.2_8060_RIGHT_COUNTS.tif",2.2,"25"
"1327",8060,"28_01_2.1_8060_LEFT_COUNTS.tif",2.1,"28"
"1328",8060,"28_01_2.4_8060_RIGHT_COUNTS.tif",2.4,"28"
"1329",8060,"28_01_2.5_8060_RIGHT_COUNTS.tif",2.5,"28"
"1330",8060,"28_01_2_8060_LEFT_COUNTS.tif",2,"28"
"1331",8060,"52_01_1_8060_LEFT_RECOUNT.tif",1,"52"
"1332",8060,"52_01_1_8060_RIGHT_RECOUNT.tif",1,"52"
"1333",8060,"55_01_-1.2_8060_LEFT_RECOUNT.tif",-1.2,"55"
"1334",8060,"55_01_-1.3_8060_RIGHT_RECOUNT.tif",-1.3,"55"
"1335",8061,"01_01_2.2_8061_RIGHT_COUNTS.tif",2.2,"01"
"1336",8061,"01_01_2.3_8061_LEFT_COUNTS.tif",2.3,"01"
"1337",8061,"04_01_0.9_8061_LEFT_RECOUNT.tif",0.9,"04"
"1338",8061,"04_01_0.9_8061_RIGHT_RECOUNT.tif",0.9,"04"
"1339",8061,"10_01_2.2_8061_RIGHT_COUNTS.tif",2.2,"10"
"1340",8061,"10_01_2.3_8061_RIGHT_COUNTS.tif",2.3,"10"
"1341",8061,"10_01_2.5_8061_LEFT_COUNTS.tif",2.5,"10"
"1342",8061,"10_01_2.6_8061_LEFT_COUNTS.tif",2.6,"10"
"1343",8061,"16_01_0.6_8061_LEFT_RECOUNT.tif",0.6,"16"
"1344",8061,"16_01_0.6_8061_RIGHT_RECOUNT.tif",0.6,"16"
"1345",8061,"19_01_2.2_8061_LEFT_COUNTS.tif",2.2,"19"
"1346",8061,"19_01_2.2_8061_RIGHT_COUNTS.tif",2.2,"19"
"1347",8061,"19_01_2.3_8061_LEFT_COUNTS.tif",2.3,"19"
"1348",8061,"19_01_2.3_8061_RIGHT_COUNTS.tif",2.3,"19"
"1349",8061,"22_01_2.2_8061_RIGHT_COUNTS.tif",2.2,"22"
"1350",8061,"22_01_2.5_8061_LEFT_COUNTS.tif",2.5,"22"
"1351",8061,"25_01_2.3_8061_LEFT_COUNTS.tif",2.3,"25"
"1352",8061,"31_01_-0.4_8061_LEFT_RECOUNT.tif",-0.4,"31"
"1353",8061,"31_01_-0.4_8061_RIGHT_RECOUNT.tif",-0.4,"31"
"1354",8061,"46_01_-2.1_8061_RIGHT_RECOUNT.tif",-2.1,"46"
"1355",8061,"46_01_-2.3_8061_LEFT_RECOUNT.tif",-2.3,"46"
"1356",8061,"49_01_-1.1_8061_RIGHT_RECOUNT.tif",-1.1,"49"
"1357",8061,"49_01_-1.2_8061_LEFT_RECOUNT.tif",-1.2,"49"
"1358",8061,"52_01_-1.3_8061_LEFT_RECOUNT.tif",-1.3,"52"
"1359",8061,"52_01_-1.3_8061_RIGHT_RECOUNT.tif",-1.3,"52"
"1360",8061,"55_01_-2_8061_LEFT_RECOUNT.tif",-2,"55"
"1361",8061,"55_01_-2_8061_RIGHT_RECOUNT.tif",-2,"55"
"1362",8350,"04_01_0.4_8350_LEFT_RECOUNT.tif",0.4,"04"
"1363",8350,"04_01_0.4_8350_RIGHT_RECOUNT.tif",0.4,"04"
"1364",8350,"07_01_0.8_8350_LEFT_RECOUNT.tif",0.8,"07"
"1365",8350,"07_01_0.8_8350_RIGHT_RECOUNT.tif",0.8,"07"
"1366",8350,"13_01_0.6_8350_LEFT_RECOUNT.tif",0.6,"13"
"1367",8350,"13_01_0.6_8350_RIGHT_RECOUNT.tif",0.6,"13"
"1368",8350,"22_01_0.8_8350_RIGHT_RECOUNT.tif",0.8,"22"
"1369",8350,"31_01_-1.3_8350_LEFT_RECOUNT.tif",-1.3,"31"
"1370",8350,"31_01_-1.3_8350_RIGHT_RECOUNT.tif",-1.3,"31"
"1371",8350,"46_01_0_8350_LEFT_COUNTS.tif",0,"46"
"1372",8350,"46_01_0_8350_RIGHT_COUNTS.tif",0,"46"
"1373",8350,"49_01_0.5_8350_LEFT_RECOUNT.tif",0.5,"49"
"1374",8350,"49_01_0.6_8350_RIGHT_RECOUNT.tif",0.6,"49"
"1375",8350,"55_01_-2_8350_LEFT_RECOUNT.tif",-2,"55"
"1376",8350,"55_01_-2_8350_RIGHT_RECOUNT.tif",-2,"55"
"1377",8350,"58_01_-2.2_8350_LEFT_RECOUNT.tif",-2.2,"58"
"1378",8350,"58_01_-2.2_8350_RIGHT_RECOUNT.tif",-2.2,"58"
"1379",8350,"64_01_-3.4_8350_LEFT_COUNTS.tif",-3.4,"64"
"1380",8350,"64_01_-3.4_8350_RIGHT_COUNTS.tif",-3.4,"64"
"1381",8350,"67_01_-1.7_8350_RIGHT_RECOUNT.tif",-1.7,"67"
"1382",8351,"01_01_-0.7_8351_LEFT_RECOUNT.tif",-0.7,"01"
"1383",8351,"01_01_-0.7_8351_RIGHT_RECOUNT.tif",-0.7,"01"
"1384",8351,"01_01_0.4_8351_LEFT_RECOUNT.tif",0.4,"01"
"1385",8351,"01_01_0.4_8351_RIGHT_RECOUNT.tif",0.4,"01"
"1386",8351,"04_01_2.2_8351_LEFT_COUNTS.tif",2.2,"04"
"1387",8351,"04_01_2.2_8351_RIGHT_COUNTS.tif",2.2,"04"
"1388",8351,"07_01_0.9_8351_LEFT_RECOUNT.tif",0.9,"07"
"1389",8351,"07_01_0.9_8351_RIGHT_RECOUNT.tif",0.9,"07"
"1390",8351,"10_01_0_8351_LEFT_RECOUNT.tif",0,"10"
"1391",8351,"10_01_0_8351_RIGHT_RECOUNT.tif",0,"10"
"1392",8351,"13_01_1.8_8351_LEFT_RECOUNT.tif",1.8,"13"
"1393",8351,"13_01_1.8_8351_RIGHT_RECOUNT.tif",1.8,"13"
"1394",8351,"13_01_2.3_8351_LEFT_COUNTS.tif",2.3,"13"
"1395",8351,"16_01_0.7_8351_LEFT_RECOUNT.tif",0.7,"16"
"1396",8351,"16_01_0.7_8351_RIGHT_RECOUNT.tif",0.7,"16"
"1397",8351,"19_01_2.2_8351_RIGHT_COUNTS.tif",2.2,"19"
"1398",8351,"19_01_2_8351_LEFT_COUNTS.tif",2,"19"
"1399",8351,"25_01_1.8_8351_RIGHT_RECOUNT.tif",1.8,"25"
"1400",8351,"25_01_2.5_8351_LEFT_COUNTS.tif",2.5,"25"
"1401",8351,"28_01_1.1_8351_RIGHT_COUNTS.tif",1.1,"28"
"1402",8351,"28_01_1.5_8351_LEFT_COUNTS.tif",1.5,"28"
"1403",8351,"31_01_1.2_8351_LEFT_RECOUNT.tif",1.2,"31"
"1404",8351,"31_01_1.2_8351_RIGHT_RECOUNT.tif",1.2,"31"
"1405",8351,"34_01_-0.6_8351_LEFT_RECOUNT.tif",-0.6,"34"
"1406",8351,"34_01_-0.6_8351_RIGHT_RECOUNT.tif",-0.6,"34"
"1407",8351,"37_01_-0.5_8351_LEFT_RECOUNT.tif",-0.5,"37"
"1408",8351,"37_01_-0.5_8351_RIGHT_COUNTS.tif",-0.5,"37"
"1409",8351,"40_01_0.3_8351_LEFT_RECOUNT.tif",0.3,"40"
"1410",8351,"40_01_0.3_8351_RIGHT_RECOUNT.tif",0.3,"40"
"1411",8351,"43_01_-0.4_8351_LEFT_COUNTS.tif",-0.4,"43"
"1412",8351,"43_01_-0.4_8351_RIGHT_COUNTS.tif",-0.4,"43"
"1413",8351,"46_01_-3.3_8351_RIGHT_COUNTS.tif",-3.3,"46"
"1414",8351,"46_01_-3.4_8351_LEFT_COUNTS.tif",-3.4,"46"
"1415",8351,"49_01_-0.4_8351_LEFT_RECOUNT.tif",-0.4,"49"
"1416",8351,"49_01_-0.4_8351_RIGHT_RECOUNT.tif",-0.4,"49"
"1417",8351,"52_01_-0.1_8351_LEFT_COUNTS.tif",-0.1,"52"
"1418",8351,"52_01_-0.1_8351_RIGHT_RECOUNT.tif",-0.1,"52"
"1419",8351,"58_01_-3.2_8351_LEFT_COUNTS.tif",-3.2,"58"
"1420",8351,"61_01_-2.5_8351_RIGHT_RECOUNT.tif",-2.5,"61"
"1421",8351,"61_01_-3.4_8351_LEFT_COUNTS.tif",-3.4,"61"
"1422",8351,"64_01_-2.3_8351_LEFT_RECOUNT.tif",-2.3,"64"
"1423",8351,"64_01_-2.4_8351_RIGHT_RECOUNT.tif",-2.4,"64"
"1424",8351,"67_01_-2.3_8351_RIGHT_RECOUNT.tif",-2.3,"67"
"1425",8351,"67_01_-2.4_8351_LEFT_RECOUNT.tif",-2.4,"67"
"1426",8351,"70_01_-2.1_8351_LEFT_RECOUNT.tif",-2.1,"70"
"1427",8351,"70_01_-2.1_8351_RIGHT_RECOUNT.tif",-2.1,"70"
"1428",8351,"76_01_-2.4_8351_LEFT_RECOUNT.tif",-2.4,"76"
"1429",8351,"76_01_-2.4_8351_RIGHT_RECOUNT.tif",-2.4,"76"
"1430",8351,"79_01_-2.0_8351_LEFT_RECOUNT.tif",-2,"79"
"1431",8351,"79_01_-2.0_8351_RIGHT_RECOUNT.tif",-2,"79"
"1432",8352,"01_01_-0.9_8352_LEFT_RECOUNT.tif",-0.9,"01"
"1433",8352,"13_01_-0.2_8352_LEFT_COUNTS.tif",-0.2,"13"
"1434",8352,"13_01_-0.4_8352_RIGHT_RECOUNT.tif",-0.4,"13"
"1435",8352,"22_01_-0.4_8352_RIGHT_RECOUNT.tif",-0.4,"22"
"1436",8352,"22_01_-0.5_8352_LEFT_COUNTS.tif",-0.5,"22"
"1437",8352,"28_01_1.8_8352_LEFT_RECOUNT.tif",1.8,"28"
"1438",8352,"28_01_1.8_8352_RIGHT_RECOUNT.tif",1.8,"28"
"1439",8352,"31_01_-1.2_8352_LEFT_COUNTS.tif",-1.2,"31"
"1440",8352,"37_01_-1.8_8352_LEFT_COUNTS.tif",-1.8,"37"
"1441",8352,"40_01_-3.4_8352_LEFT_COUNTS.tif",-3.4,"40"
"1442",8352,"46_01_-0.2_8352_LEFT_COUNTS.tif",-0.2,"46"
"1443",8352,"52_01_-3.3_8352_LEFT_COUNTS.tif",-3.3,"52"
"1444",8352,"52_01_-3.3_8352_RIGHT_RECOUNT.tif",-3.3,"52"
"1445",8352,"55_01_-3.1_8352_LEFT_RECOUNT.tif",-3.1,"55"
"1446",8352,"55_01_-3.1_8352_RIGHT_RECOUNT.tif",-3.1,"55"
"1447",8352,"58_01_-1.8_8352_LEFT_COUNTS.tif",-1.8,"58"
"1448",8358,"01_01_1.1_8358_RIGHT_COUNTS.tif",1.1,"01"
"1449",8358,"04_01_2.2_8358_RIGHT_COUNTS.tif",2.2,"04"
"1450",8358,"04_01_2.5_8358_LEFT_COUNTS.tif",2.5,"04"
"1451",8358,"07_01_1.6_8358_LEFT_COUNTS.tif",1.6,"07"
"1452",8358,"10_01_1.1_8358_LEFT_COUNTS.tif",1.1,"10"
"1453",8358,"10_01_1.1_8358_RIGHT_COUNTS.tif",1.1,"10"
"1454",8358,"16_01_2.5_8358_LEFT_COUNTS.tif",2.5,"16"
"1455",8358,"16_01_2.5_8358_RIGHT_COUNTS.tif",2.5,"16"
"1456",8358,"19_01_2.2_8358_RIGHT_COUNTS.tif",2.2,"19"
"1457",8358,"19_01_2.5_8358_LEFT_COUNTS.tif",2.5,"19"
"1458",8358,"22_01_1.1_8358_RIGHT_COUNTS.tif",1.1,"22"
"1459",8358,"37_01_-0.4_8358_LEFT_COUNTS.tif",-0.4,"37"
"1460",8358,"37_01_-0.5_8358_RIGHT_COUNTS.tif",-0.5,"37"
"1461",8358,"43_01_-0.4_8358_LEFT_COUNTS.tif",-0.4,"43"
"1462",8358,"49_01_0.3_8358_LEFT_COUNTS.tif",0.3,"49"
"1463",8358,"52_01_-1.2_8358_LEFT_COUNTS.tif",-1.2,"52"
"1464",8358,"52_01_-1_8358_RIGHT_COUNTS.tif",-1,"52"
"1465",8358,"55_01_0_8358_LEFT_COUNTS.tif",0,"55"
"1466",8358,"58_01_-0.1_8358_LEFT_COUNTS.tif",-0.1,"58"
"1467",8358,"61_01_-0.3_8358_LEFT_COUNTS.tif",-0.3,"61"
"1468",8358,"61_01_-0.4_8358_RIGHT_COUNTS.tif",-0.4,"61"
"1469",8358,"64_01_-0.1_8358_RIGHT_COUNTS.tif",-0.1,"64"
"1470",8358,"70_01_-1.5_8358_LEFT_COUNTS.tif",-1.5,"70"
"1471",8358,"70_01_-1.7_8358_RIGHT_COUNTS.tif",-1.7,"70"
"1472",8358,"73_01_-2.3_8358_RIGHT_COUNTS.tif",-2.3,"73"
"1473",8358,"73_01_-2.5_8358_LEFT_COUNTS.tif",-2.5,"73"
"1474",8358,"76_01_-1.5_8358_LEFT_COUNTS.tif",-1.5,"76"
"1475",8358,"79_01_-1.4_8358_RIGHT_COUNTS.tif",-1.4,"79"
"1476",8358,"79_01_-1.8_8358_LEFT_COUNTS.tif",-1.8,"79"
"1477",8358,"82_01_-2.1_8358_RIGHT_COUNTS.tif",-2.1,"82"
"1478",8358,"82_01_-2_8358_LEFT_COUNTS.tif",-2,"82"
"1479",8358,"85_01_-1.2_8358_RIGHT_COUNTS.tif",-1.2,"85"
"1480",8358,"88_01_-1.8_8358_LEFT_COUNTS.tif",-1.8,"88"
