idBysubroi,grp,SUBROI,AREAmm2,Ch1mm2,Ch2mm2,Ch3mm2,Ch4mm2,OLmm2
3607,CAA,DG,31.0309745,774.613122,1293.77181,1536.3359,1811.60924,312.913151
3608,CAB,DG,39.533987,1213.43693,1843.75535,1413.41676,1112.78936,320.028435
3661,CAA,DG,59.4494573,1091.07808,942.514911,1384.85705,1602.40319,263.030155
3662,CAB,DG,55.3367018,1083.80149,832.395111,1756.881,1866.26591,246.906656
3663,CAB,DG,22.7745806,806.513204,1353.04358,1434.62576,1533.77138,269.511
3664,CAB,DG,53.497949,853.228972,1636.62349,1478.86043,1741.39386,372.818031
3858,CAB,DG,33.1458525,997.832231,1354.37759,1424.46178,1346.805,283.052004
8056,SAA,DG,59.5803717,1023.49143,1977.2787,1373.67387,2067.79509,409.765822
8060,SAA,DG,81.9534342,145.875522,1336.84453,802.211654,746.460482,157.662704
8061,SAA,DG,130.398356,1096.24081,1561.33103,928.102192,1732.84393,308.309102
8350,SAB,DG,182.983361,952.562019,1213.58575,906.574232,1405.71251,227.512489
8351,SAB,DG,41.4925312,1358.02754,2225.87047,1638.07794,995.938277,163.210096
8352,SAB,DG,24.0384186,1147.78765,1157.23087,1414.86013,1197.66614,106.49619
8358,CAA,DG,11.8778647,469.276268,1405.63986,1004.2209,1168.72859,238.005743
8364,CAB,DG,2.76744321,424.579625,1475.00768,824.587833,964.789446,145.260433
8365,CAB,DG,11.4263377,1349.33873,1039.87825,808.045436,1108.05407,199.976586
8487,CAB,DG,5.03015846,1041.12028,2437.10016,1401.94391,1698.15724,297.207337
8488,CAB,DG,11.3142312,247.210786,1219.3493,432.81774,597.566008,108.977797
8489,CAB,DG,8.54990783,1447.96883,1045.27443,1076.03499,1345.86246,338.600141
8492,CAB,DG,22.2346647,739.071186,1329.77045,1062.75495,1197.90428,243.718539
8753,SAB,DG,59.0164538,102.479895,1071.49779,519.68558,421.035125,98.1760107
9204,CAB,DG,10.3677431,848.979368,596.079584,785.802648,992.501442,141.978826
9214,CAA,DG,3.13847685,1209.5039,881.000603,988.696156,1199.6265,168.871725
9221,CAA,DG,22.3664262,557.621493,1053.27511,741.960285,840.009029,211.567103
9222,CAA,DG,25.4936971,700.682994,1291.8095,1002.87534,868.449952,131.248127
9224,CAA,DG,29.0933048,912.203004,968.264012,829.262959,774.198743,126.455211
9228,SAA,DG,19.5284441,763.194442,1771.67212,1389.61404,618.380038,109.83978
9229,SAA,DG,84.2326341,558.607724,1599.22578,988.453002,1081.26739,120.737053
9265,CAA,DG,25.2617978,738.070986,1207.39625,1158.46862,1262.02419,157.550149
9266,SAB,DG,26.6212268,667.888077,979.218582,806.987602,614.472056,130.948135
9272,SAA,DG,26.7001057,1946.77132,2276.77001,1713.55127,2737.96669,317.86391
9275,SAB,DG,34.9923118,1399.42169,1563.62919,1416.85409,859.788864,130.085718
9276,SAB,DG,13.0092446,1604.55128,1707.32435,1455.34968,839.095608,134.673461
9278,CAA,DG,43.0516653,816.344729,1054.965,950.625249,1100.18973,168.425541
3425,SAA,DP,0.221680405,505.231845,1488.62954,807.468753,830.023746,342.835895
3426,SAA,DP,4.84863248,335.352289,1719.66014,819.406301,998.219606,319.677766
3429,SAA,DP,1.77344324,1183.00939,2278.61818,534.553336,642.817303,328.739024
3431,SAB,DP,2.21680405,392.45688,1184.13714,1010.91479,1111.51006,291.861611
3433,SAB,DP,0.665041214,482.676852,1553.28719,413.508207,724.767112,326.295567
3507,SAA,DP,1.82510506,1099.66272,2145.08199,635.031936,730.916827,286.010932
3508,SAA,DP,1.76567067,1013.21273,591.843098,929.391889,566.923389,139.32383
3531,SAB,DP,2.40810609,725.051113,986.667494,830.943457,830.112929,193.097805
3539,CAA,DP,3.34590678,447.711218,1822.52537,619.562987,830.865945,345.197902
3540,CAA,DP,2.98516891,303.500414,1866.89604,598.626093,815.364248,238.847456
3541,CAA,DP,4.53486213,325.037445,1424.5196,1424.96063,1429.59142,441.909796
3542,CAA,DP,1.87970831,424.001955,1446.50102,1058.6749,1033.13902,315.474479
3595,SAA,DP,1.03201098,1169.5612,590.11,695.729031,1513.54979,202.517225
3596,CAB,DP,4.34719498,580.604278,1819.79415,1082.3071,1163.04882,254.41693
3597,SAB,DP,3.67875413,1147.67116,1460.82065,1156.64158,1482.29531,487.393269
3602,CAA,DP,3.36516676,1205.88378,942.895324,1064.13746,890.594795,156.604423
3603,SAB,DP,1.66009752,690.320893,1449.91482,1083.67128,888.502022,365.038797
3604,SAB,DP,1.35579418,1082.76022,1779.0311,1235.43826,777.404136,305.356084
3607,CAA,DP,0.801712328,535.104657,687.278941,951.712944,1262.29816,215.788125
3608,CAB,DP,2.74016311,877.684978,934.615896,1115.26208,1147.74189,167.508277
3661,CAA,DP,1.99873085,875.055287,1932.22614,837.031158,1070.17911,433.274945
3662,CAB,DP,1.99873085,694.039443,1226.90963,929.391889,888.502022,167.508277
3663,CAB,DP,2.8074777,564.563701,903.658113,830.995024,1230.28582,290.652353
3664,CAB,DP,3.7805125,735.350036,1399.81021,1346.3783,1543.44153,394.920001
3858,CAB,DP,0.608368354,606.540425,866.251502,683.796252,1051.99423,254.779853
8056,SAA,DP,2.03568553,659.237382,1109.20865,532.49875,1196.15725,247.091209
8060,SAA,DP,1.2146671,255.21396,1257.95784,796.926172,377.881315,65.8616671
8061,SAA,DP,1.77344324,1364.01321,1714.74335,915.168845,1282.25136,206.942062
8350,SAB,DP,0.386687949,1611.11822,599.966978,791.335755,1424.92157,162.922067
8351,SAB,DP,3.63911019,1292.34889,2720.17045,1174.46293,358.329353,73.6443763
8352,SAB,DP,1.99873085,694.039443,1226.90963,929.391889,888.502022,167.508277
8358,CAA,DP,2.27190702,423.432822,882.518511,801.96944,709.095921,87.5916128
8364,CAB,DP,0.773375898,506.868654,845.643111,1408.11215,1145.6266,27.1536779
8365,CAB,DP,0.193343974,755.130851,563.762074,1003.39305,1137.86841,25.8606456
8487,CAB,DP,2.0751219,269.863665,1037.52941,496.356384,542.136827,42.4071473
8488,CAB,DP,0.966719872,246.193346,386.875258,1186.48642,1165.7979,24.8262198
8489,CAB,DP,2.62681739,1777.05539,1225.4373,1057.55353,1097.90654,64.7170986
8492,CAB,DP,2.70681564,652.796582,1126.0464,814.240898,815.71865,49.8741022
8753,SAB,DP,2.65828437,167.02502,719.637079,488.284855,364.897003,53.0417293
9204,CAB,DP,2.92849605,1436.91504,1226.90963,730.750517,592.112802,60.4405801
9214,CAA,DP,2.29761877,1337.47167,390.404193,788.20735,741.202163,16.9740953
9221,CAA,DP,1.16006385,306.01764,1433.54179,664.618592,592.208784,31.8947962
9222,CAA,DP,0.164841483,1013.0945,1226.90963,1067.69241,1158.68892,167.508277
9224,CAA,DP,1.27340957,917.222573,1656.18357,1084.49005,421.702501,63.6087572
9228,SAA,DP,3.01350534,284.054582,1274.26355,702.172309,199.767358,18.9148495
9229,SAA,DP,1.5497209,580.749733,1072.45117,955.010673,531.063367,45.1694237
9265,CAA,DP,1.5229682,694.039443,1713.10209,1260.03944,1428.13225,46.6194895
9266,SAB,DP,1.99873085,694.039443,1226.90963,929.391889,888.502022,167.508277
9272,SAA,DP,0.995056302,888.391941,1075.31604,1155.7135,761.76594,178.88435
9275,SAB,DP,3.44548637,923.52709,596.722721,1021.04598,687.275974,26.1211308
9276,SAB,DP,0.53901183,1471.21075,1541.71013,1426.68483,671.599359,103.893824
9278,CAA,DP,4.05301981,874.9032,1561.30498,1462.3664,1292.86316,80.6805828
3425,SAA,ECT,3.26808577,375.143153,1070.35135,923.782365,800.468588,172.2721
3426,SAA,ECT,7.02564959,725.057511,1566.26087,1097.26509,819.141338,268.7296
3429,SAA,ECT,11.4094025,1337.84394,1309.00807,968.58709,737.374282,219.993991
3431,SAB,ECT,11.4360353,827.122315,1452.51388,1144.45257,823.187385,271.247851
3433,SAB,ECT,11.7511603,888.678203,1229.41051,1375.01316,826.386482,214.106517
3507,SAA,ECT,7.52827104,1580.84106,1180.3507,1060.53567,779.727506,218.111169
3508,SAA,ECT,6.36152324,1521.64814,1028.84164,1257.40325,865.987561,201.838451
3531,SAB,ECT,7.50320816,1057.54763,1460.97506,1327.43219,851.768986,241.629975
3539,CAA,ECT,5.9005277,924.832537,792.471494,1187.85986,994.487324,177.102804
3540,CAA,ECT,4.19308748,837.092004,1433.07289,466.720528,717.609641,244.92692
3541,CAA,ECT,6.02769183,398.825963,1202.28442,699.604445,1077.36098,287.838205
3542,CAA,ECT,6.61915889,212.564772,1592.49841,438.575361,716.254147,263.930815
3595,SAA,ECT,8.22741776,842.427139,1405.0581,1168.65343,1038.72202,291.82911
3596,CAB,ECT,3.27147772,740.643896,992.823514,1065.57351,761.42961,146.417014
3597,SAB,ECT,2.31551182,1113.36076,1191.09735,1191.09735,1373.34648,335.99483
3602,CAA,ECT,5.36052412,1508.62114,980.874236,1380.27548,1193.72656,219.008435
3603,SAB,ECT,5.63050823,998.133699,1207.35105,1797.17347,801.881432,217.56473
3604,SAB,ECT,8.5862813,778.916945,1481.08355,1099.31176,813.041148,309.214188
3607,CAA,ECT,6.25561028,572.606003,883.36705,923.331177,1068.00131,267.120221
3608,CAB,ECT,6.99744385,1061.24467,1297.33088,1230.87804,718.405193,265.81135
3661,CAA,ECT,12.8910185,815.373896,914.357541,846.791119,920.408266,223.101068
3662,CAB,ECT,8.32069472,1228.26282,793.924092,1117.45477,1273.93209,198.781479
3663,CAB,ECT,4.37834829,788.196775,1345.48455,715.338249,1018.19218,317.242921
3664,CAB,ECT,9.49990476,824.74511,1310.32893,714.638743,904.640648,283.476526
3858,CAB,ECT,4.5510792,1164.77868,1126.76571,965.705014,920.001568,276.417954
8056,SAA,ECT,7.96450507,822.775545,1119.59248,960.260548,1631.11203,144.390642
8060,SAA,ECT,8.88299658,117.302758,895.868858,874.25453,667.342371,64.1675357
8061,SAA,ECT,13.3735728,866.03634,1046.76591,551.086844,1494.96327,129.284824
8350,SAB,ECT,19.0870514,906.216451,993.186406,496.619399,1420.4918,109.707883
8351,SAB,ECT,5.63279617,1020.09727,2076.94361,1049.03494,374.4144,63.3788245
8352,SAB,ECT,4.57246414,1421.77168,2135.60997,1326.85568,740.957151,72.171151
8358,CAA,ECT,1.34031054,146.234767,937.096261,1083.33103,1014.69022,72.3712877
8364,CAB,ECT,0.602217954,101.292231,2002.59722,903.327436,1452.96233,244.097671
8365,CAB,ECT,1.01209445,1091.79534,872.44822,516.750192,628.399851,45.4503037
8487,CAB,ECT,1.06128535,701.978975,2632.65672,601.157833,505.04796,72.5535316
8488,CAB,ECT,1.34328888,754.863692,614.164247,279.910008,221.84357,20.0999208
8489,CAB,ECT,1.40805412,1470.82414,824.542167,932.492563,1200.23795,85.2239966
8492,CAB,ECT,3.39680134,277.90851,756.888538,417.15716,491.638996,35.327353
8753,SAB,ECT,6.32959652,138.397447,612.677284,495.766198,412.664534,33.4934461
9204,CAB,ECT,1.39993867,856.46609,643.599622,526.451633,579.311091,24.2867782
9214,CAA,ECT,0.45524492,1089.52342,169.139724,557.941426,755.637207,24.1628177
9221,CAA,ECT,3.72885067,156.348444,435.791117,351.046506,376.255346,8.31355362
9222,CAA,ECT,3.39755938,407.351233,1207.04292,553.04405,453.855203,15.893762
9224,CAA,ECT,4.48460721,689.246539,1156.84602,417.650847,372.830868,23.1904368
9228,SAA,ECT,3.7606221,283.197825,1642.28147,958.352076,243.310807,14.0934129
9229,SAA,ECT,12.0993452,380.433811,1258.9111,1066.0081,673.342224,45.3743563
9265,CAA,ECT,3.26026554,276.664581,1161.56183,344.757195,292.307479,40.4874997
9266,SAB,ECT,6.26682246,399.564535,723.971363,484.615612,199.303556,35.2650807
9272,SAA,ECT,3.14610181,1945.5823,1773.94132,1678.26737,2518.03676,200.883518
9275,SAB,ECT,5.1238721,1032.03201,1483.64359,901.076356,285.526253,13.4663783
9276,SAB,ECT,1.74413197,1529.70076,2114.51889,932.268904,143.911129,12.0403733
9278,CAA,ECT,6.71561253,449.251648,965.511332,329.232812,350.82429,18.6133431
3425,SAA,ENT,7.32241407,393.85918,968.669612,748.933336,499.425458,131.923706
3426,SAA,ENT,30.7177054,663.916779,1620.8893,1026.99728,689.211637,318.448266
3429,SAA,ENT,35.4633571,1383.14599,1036.73208,1175.18485,732.55896,291.624957
3431,SAB,ENT,40.2144596,842.085169,1530.12127,1065.3382,644.046949,292.655928
3433,SAB,ENT,68.4732627,743.034551,988.940753,1153.79342,704.085041,179.822014
3507,SAA,ENT,23.0906451,1432.31165,1069.95712,1130.28458,585.128738,199.994413
3508,SAA,ENT,23.3126883,1288.95473,1337.81225,1076.32374,783.52182,263.290098
3531,SAB,ENT,34.1788307,875.015307,1055.41937,1175.99108,685.746105,193.804173
3539,CAA,ENT,22.7901903,896.262808,432.379013,1256.68104,805.127106,121.324129
3540,CAA,ENT,11.9156543,869.360571,1164.43459,383.193394,480.124706,193.191238
3541,CAA,ENT,19.2243652,613.284228,685.328219,755.655639,653.285549,166.559465
3542,CAA,ENT,18.72304,399.668003,1272.2293,680.178006,648.98649,261.816457
3595,SAA,ENT,33.8957431,739.325876,1079.28007,922.505221,569.924073,206.840132
3596,CAB,ENT,13.308011,300.495693,249.473794,362.864142,213.85615,44.5596264
3597,SAB,ENT,13.6823013,1151.99919,1624.50742,1514.07278,1510.63769,521.330428
3602,CAA,ENT,27.0862278,1355.59666,982.93495,1198.80111,1092.40017,275.305962
3603,SAB,ENT,27.1945625,834.652147,1144.27287,1340.89305,676.900023,233.392245
3604,SAB,ENT,33.1221412,765.741558,1805.37845,1328.50711,1005.18864,401.785619
3607,CAA,ENT,22.9904335,651.314382,580.241342,724.953706,733.652977,148.148576
3608,CAB,ENT,30.7242017,805.781716,1005.16851,987.722977,524.342346,208.109557
3661,CAA,ENT,41.4973961,723.539374,461.233759,675.43997,553.914273,99.6207084
3662,CAB,ENT,43.822255,1042.57528,506.979844,953.784783,921.061684,148.143905
3663,CAB,ENT,16.8722032,946.349437,860.646344,900.238091,953.520996,237.787558
3664,CAB,ENT,38.3737925,848.469695,847.349138,719.918419,632.332601,194.403511
3858,CAB,ENT,25.6868658,1068.60059,754.004018,949.239982,848.137729,204.696052
8056,SAA,ENT,47.9054287,913.904774,1326.00838,1383.64277,1884.67158,275.501135
8060,SAA,ENT,63.269277,158.149428,972.920869,585.766137,470.686586,75.2339875
8061,SAA,ENT,105.650035,683.880511,935.465851,657.235939,1123.74785,147.079932
8350,SAB,ENT,146.143306,822.19982,1056.49724,797.566464,1108.04254,163.976036
8351,SAB,ENT,31.7875936,863.701743,1993.32484,1221.8918,326.857079,60.5582173
8352,SAB,ENT,21.0627859,1271.00945,1668.10792,1458.30661,631.872728,80.5211621
8358,CAA,ENT,8.75934125,139.850699,790.812893,706.78831,489.53453,43.8389131
8364,CAB,ENT,1.71280337,96.3332995,1481.19746,512.026083,570.993739,144.20803
8365,CAB,ENT,8.72498665,989.800941,775.817806,400.229839,296.160911,35.0716869
8487,CAB,ENT,3.29353766,606.035274,2970.36227,498.552064,637.308637,74.6917222
8488,CAB,ENT,8.37107111,324.92855,795.716571,295.302712,311.788057,29.6258384
8489,CAB,ENT,7.30823279,1330.28056,723.567537,598.092607,530.497606,58.5640896
8492,CAB,ENT,15.7952574,216.267448,899.383888,369.731234,390.813511,42.1012449
8753,SAB,ENT,47.9819858,88.78332,640.219438,395.002409,335.375865,32.7414544
9204,CAB,ENT,8.18563348,696.708449,693.409987,315.919349,352.324595,14.1711696
9214,CAA,ENT,2.00859456,1375.09085,840.388616,205.118548,362.940344,31.3652149
9221,CAA,ENT,15.6186979,220.248835,607.797147,418.600837,336.199602,13.445423
9222,CAA,ENT,19.6765288,384.366576,1181.61085,538.560439,311.132114,14.1285083
9224,CAA,ENT,21.3331713,610.645262,1082.25822,478.878636,261.564486,19.6876495
9228,SAA,ENT,12.9550027,452.334912,1564.18339,1114.16419,292.551078,12.1960608
9229,SAA,ENT,63.9414343,333.695987,737.64376,786.203822,600.393163,39.5361791
9265,CAA,ENT,19.6686671,317.815131,945.615681,485.340464,349.947456,48.1984873
9266,SAB,ENT,15.9044162,446.605515,529.224077,515.705819,111.35272,15.3416508
9272,SAA,ENT,21.8656438,1464.76364,1583.03137,1139.64173,1574.43341,125.722345
9275,SAB,ENT,24.1789291,1016.13268,1995.33237,1007.36471,221.846053,21.5063288
9276,SAB,ENT,10.7084538,1224.54654,1524.87001,1020.87568,239.997301,22.225431
9278,CAA,ENT,30.2683448,442.607618,1037.5526,634.259987,508.947552,27.784803
3425,SAA,EP,13.6528394,505.462624,1461.16126,1147.0874,1116.5443,336.706518
3426,SAA,EP,26.9275045,533.432276,1437.22936,964.255713,862.538155,274.886223
3429,SAA,EP,25.3479126,1157.17615,1047.06847,739.626978,675.085174,214.455529
3431,SAB,EP,22.0385131,512.33039,1410.34923,933.819807,861.900254,248.428739
3433,SAB,EP,16.8746495,755.74903,1293.3602,1115.34168,997.176266,280.479899
3507,SAA,EP,26.7835543,1105.3798,1411.16446,707.337038,754.268823,267.104205
3508,SAA,EP,18.0151366,1132.76965,1320.94474,840.348886,705.573333,237.800028
3531,SAB,EP,17.1951638,699.557164,1546.77212,977.135212,1077.91936,337.943859
3539,CAA,EP,26.5666559,825.922544,1199.54879,1005.16979,967.001648,286.298736
3540,CAA,EP,30.010577,359.606548,1507.33523,598.922174,825.042452,271.104418
3541,CAA,EP,27.2045461,158.796988,1620.53797,793.323288,1029.97491,354.793642
3542,CAA,EP,24.5785006,290.945331,1478.89412,724.169479,961.897569,336.676355
3595,SAA,EP,14.4449894,870.751767,1379.0249,970.440314,923.157482,270.751325
3596,CAB,EP,17.3031694,553.077865,1893.7571,947.167517,880.879083,240.129418
3597,SAB,EP,10.4917029,1020.61602,1947.06238,1317.42198,1893.01967,534.994181
3602,CAA,EP,20.3285281,1241.5557,1091.07752,1352.09002,1454.9012,262.734221
3603,SAB,EP,17.9069757,618.083153,1433.63125,1200.8728,785.336409,233.76365
3604,SAB,EP,18.0821791,733.042182,1738.34137,1390.09795,1187.85462,365.442681
3607,CAA,EP,16.7636917,581.315869,1165.73368,742.676508,934.996914,316.994615
3608,CAB,EP,17.0397401,1069.32382,1790.52027,1285.58299,860.400448,324.946271
3661,CAA,EP,19.5830012,737.476337,1211.8163,911.709079,1123.62757,317.571343
3662,CAB,EP,9.56041701,1113.34056,1163.44297,1037.92544,1241.26385,303.438647
3663,CAB,EP,13.1951281,754.596689,1286.83858,928.979233,1320.56315,366.57469
3664,CAB,EP,23.9874472,726.96356,1503.9116,954.08235,1203.08759,371.360901
3858,CAB,EP,20.0838836,697.424873,1313.44119,856.90598,1150.22574,326.331307
8056,SAA,EP,12.8696428,597.452479,1137.94922,763.657558,1171.36118,205.211601
8060,SAA,EP,7.30794372,57.0611948,1377.26841,762.868491,568.696224,80.3235524
8061,SAA,EP,7.85894576,1058.79341,1820.34594,1092.64019,1630.11686,291.26044
8350,SAB,EP,6.30851295,1186.49198,1608.46147,823.965972,1922.79862,290.084211
8351,SAB,EP,17.1783009,1066.98562,1851.1726,944.680157,417.212391,77.2486177
8352,SAB,EP,3.69562621,1129.44323,1323.45636,1266.36184,462.709133,37.3414388
8358,CAA,EP,7.91805264,81.4594231,1104.43823,610.124764,744.88012,87.395226
8364,CAB,EP,3.94966541,224.575985,1613.04803,606.633664,825.639557,122.542026
8365,CAB,EP,2.41568184,921.065001,1142.94852,620.942697,1034.07657,103.076488
8487,CAB,EP,7.17189072,278.448191,1414.55028,466.54364,746.525597,96.4878059
8488,CAB,EP,4.58243701,77.68792,1476.94338,823.361017,1203.72631,150.138452
8489,CAB,EP,8.10867198,1757.13113,1860.97058,598.12507,1087.971,180.670769
8492,CAB,EP,13.6132907,230.510026,1229.31335,435.750629,769.615532,131.41569
8753,SAB,EP,5.71890024,67.8452122,1221.03896,667.960594,474.741626,84.10708
9204,CAB,EP,14.1512739,1283.63002,1200.88128,319.476538,597.119386,93.4898163
9214,CAA,EP,7.15351333,1391.3443,859.997,575.800982,877.750514,123.296059
9221,CAA,EP,6.34544302,143.882783,667.565682,225.358575,229.771191,35.9312973
9222,CAA,EP,1.6067428,426.328347,631.712806,727.558886,1081.69148,9.95803437
9224,CAA,EP,3.73465511,653.875639,1390.7576,560.694344,524.81419,68.5471596
9228,SAA,EP,18.3348175,251.052403,1199.30291,552.337103,151.787712,22.6890723
9229,SAA,EP,30.1679657,438.577799,1173.66217,1028.74023,578.295539,50.4177184
9265,CAA,EP,5.85845896,639.417298,1176.75997,757.537098,1089.53567,125.630307
9266,SAB,EP,12.0357239,576.035148,661.032112,403.299381,147.893057,41.3768215
9272,SAA,EP,5.39363326,880.482557,528.956988,357.829298,1178.61184,104.93854
9275,SAB,EP,25.1632853,1116.11023,1117.10374,717.990509,183.163683,15.5385116
9276,SAB,EP,16.7252194,1175.64975,1172.24172,748.80931,316.468195,43.2879224
9278,CAA,EP,12.8120443,647.047403,1621.75524,925.769511,1010.29935,130.346099
3425,SAA,EPI,2.86958598,425.845404,876.084571,1021.4017,718.222077,149.498918
3426,SAA,EPI,2.86963364,654.090464,1375.4369,1044.03571,1105.36758,251.948538
3429,SAA,EPI,6.5285189,909.394625,740.29042,752.697522,603.659124,100.941731
3431,SAB,EPI,4.69435738,682.734556,953.272118,622.875457,770.286475,187.033055
3433,SAB,EPI,2.3522743,572.637299,1234.97502,848.115376,731.207242,171.323557
3507,SAA,EPI,4.36611514,972.718277,1057.69084,1155.26042,1242.52335,236.136695
3508,SAA,EPI,3.41240798,1064.64409,877.093248,900.537104,887.349935,170.55405
3531,SAB,EPI,2.61262688,896.033038,1681.06668,1203.38653,1261.18277,311.563816
3539,CAA,EPI,3.27424847,900.664695,1037.7954,772.390985,701.53503,113.308444
3540,CAA,EPI,3.68377132,854.016096,1215.05914,834.470909,969.658454,229.384489
3541,CAA,EPI,3.54438634,868.697626,1023.59045,746.814751,934.717517,182.260041
3542,CAA,EPI,4.03308175,510.527713,915.924901,707.151548,778.313011,187.945608
3595,SAA,EPI,3.21399915,753.578295,1820.16227,1209.70785,1378.34511,355.320567
3596,CAB,EPI,0.768495555,809.373582,985.041481,1361.10091,1643.47079,218.608942
3597,SAB,EPI,0.912101245,859.5537,1383.61833,1004.27448,1313.45068,380.440222
3602,CAA,EPI,1.41190274,1101.35065,932.783799,1041.1482,1079.39446,98.4487078
3603,SAB,EPI,2.49430241,1088.48069,618.609835,1017.51896,583.329429,107.444871
3604,SAB,EPI,3.24202499,535.467804,948.789726,823.867802,1000.60919,239.048127
3607,CAA,EPI,2.52593084,656.391685,910.555413,951.33246,1071.28824,222.096342
3608,CAB,EPI,2.1217204,764.945277,1016.15651,721.584238,775.314221,179.571257
3661,CAA,EPI,7.24543105,799.262315,1006.97943,923.340509,1061.08249,232.00828
3662,CAB,EPI,1.80655853,708.529494,301.125035,1052.83054,988.06652,63.6569467
3663,CAB,EPI,2.12932691,558.862049,1111.14925,700.221274,908.73787,190.20095
3664,CAB,EPI,4.6330179,598.529956,889.053331,829.696772,789.550154,160.586472
3858,CAB,EPI,1.4147104,666.56752,1186.10848,1123.90494,1094.92374,282.743381
8056,SAA,EPI,1.48264925,880.85567,1904.02416,965.164215,1286.21115,391.866114
8060,SAA,EPI,1.29110119,652.931005,1379.44261,1295.79309,864.378412,211.447407
8061,SAA,EPI,0.125701875,1137.61231,668.247788,1718.35145,350.034555,119.329962
8350,SAB,EPI,1.15879225,657.581201,1141.70594,673.114615,1703.49776,294.271902
8351,SAB,EPI,1.810524,817.995232,1640.40907,1392.41457,1054.94321,188.343264
8352,SAB,EPI,1.16099871,1010.33704,1317.83092,1015.50501,683.03263,86.9940676
8358,CAA,EPI,0.081772643,354.641832,807.115894,366.870861,342.412803,97.8322295
8364,CAB,EPI,0.185820498,161.446129,2152.61505,452.049161,215.261505,26.9076881
8365,CAB,EPI,0.081772643,794.886865,1088.38355,379.099889,379.099889,12.2290287
8487,CAB,EPI,0.542171598,407.620024,1453.41438,361.509162,497.997314,84.8439869
8488,CAB,EPI,0.38702007,707.973619,118.856885,400.496026,351.402964,2.58384533
8489,CAB,EPI,0.261318195,1278.13526,1492.43339,707.949172,313.793687,38.2675228
8492,CAB,EPI,1.42759395,357.24444,1529.84678,563.885832,881.903432,107.173332
8753,SAB,EPI,0.228957866,2013.4709,681.348071,987.081179,1292.81429,205.277944
9204,CAB,EPI,0.547793064,527.571485,136.913015,1013.15631,1655.73473,65.7182472
9214,CAA,EPI,0.277653658,457.404383,147.665982,569.054272,965.231297,25.2112652
9221,CAA,EPI,1.46227759,326.887319,1256.94329,474.60209,560.76904,114.889267
9222,CAA,EPI,0.313213733,312.885387,1280.27592,628.963482,574.687446,67.0468686
9224,CAA,EPI,0.916503394,829.23861,1097.65005,486.632132,635.022199,132.023516
9228,SAA,EPI,2.15761106,439.374833,1327.39401,985.812521,478.30678,58.3979209
9229,SAA,EPI,3.68639292,587.023696,1213.92377,889.758652,752.225836,84.0930433
9265,CAA,EPI,0.509094747,422.318245,1306.24015,457.675121,585.35273,163.034485
9266,SAB,EPI,4.11083664,651.692157,748.022913,532.008491,381.430871,79.3025918
9272,SAA,EPI,0.071034045,1238.84259,1057.69084,450.488214,647.576808,149.498918
9275,SAB,EPI,2.34835342,673.663508,1013.05024,793.747648,270.82806,24.2723261
9276,SAB,EPI,0.228957866,960.875484,1397.63707,851.685088,161.601786,34.9409267
9278,CAA,EPI,2.74556624,645.768431,912.380101,454.186821,604.611165,91.7843455
3425,SAA,Gus,4.69018741,569.70005,1336.62036,1090.36155,779.926191,204.895864
3426,SAA,Gus,8.37496739,642.271158,1613.49882,1172.54188,760.599976,258.150259
3429,SAA,Gus,5.4448338,1233.27915,1011.60113,1114.08359,851.081993,173.742677
3431,SAB,Gus,3.93805499,511.419979,1178.50056,1018.52311,642.956994,203.653835
3433,SAB,Gus,6.06099932,876.58812,1084.47463,1120.4423,883.51767,222.570558
3507,SAA,Gus,11.4326603,936.877309,1068.25531,613.330566,642.457645,187.357968
3508,SAA,Gus,7.24787276,1194.55739,1157.44306,887.846712,848.386858,245.865243
3531,SAB,Gus,6.33054675,646.389666,1227.22417,709.259433,778.289805,219.096399
3539,CAA,Gus,10.0405818,638.010836,1194.2535,867.977589,1020.45879,289.923438
3540,CAA,Gus,13.4999712,227.852339,1072.59488,433.482407,874.964832,241.70422
3541,CAA,Gus,15.2404775,127.226985,1213.21658,674.38832,1032.97289,344.80547
3542,CAA,Gus,10.7411939,356.664263,1458.40399,636.055925,881.373162,245.131038
3595,SAA,Gus,4.92812793,990.234033,1172.85916,1184.42542,625.795442,150.970107
3596,CAB,Gus,14.6277577,288.834426,1320.0246,791.919051,771.820276,184.785669
3597,SAB,Gus,5.65102288,899.129256,1404.17057,857.543864,1400.27747,400.989351
3602,CAA,Gus,9.7230382,1089.57712,1226.36564,978.603581,1257.73444,292.398316
3603,SAB,Gus,5.48067679,754.468865,1569.87911,1424.64157,726.187686,260.369304
3604,SAB,Gus,4.3114673,514.905911,1263.60694,1002.67489,859.568156,269.977694
3607,CAA,Gus,4.62259451,491.715203,727.946176,605.936773,902.090804,201.185719
3608,CAB,Gus,7.50388624,1177.38992,1748.96042,1258.14807,910.3283,356.615214
3661,CAA,Gus,7.11099869,815.778522,1149.3463,897.061057,1049.64159,293.067133
3662,CAB,Gus,2.18608434,1107.45956,1161.89479,711.774918,1082.30042,263.484803
3663,CAB,Gus,5.96060634,498.606992,1213.63492,979.26279,1515.95316,402.140296
3664,CAB,Gus,9.36339202,796.933417,1162.50606,762.437371,1152.89416,300.211717
3858,CAB,Gus,10.8076566,729.575362,957.56188,723.653635,845.326634,221.13952
8056,SAA,Gus,10.0751409,420.242261,600.884896,702.818954,975.867244,98.6586697
