"Width","Height","Name"
"?406 pixels","?1519 pixels","01_01_0.3_3507_RIGHT_THUMB.tif"
"?1519 pixels","?402 pixels","01_01_1.7_3507_LEFT_THUMB.tif"
"?1534 pixels","?403 pixels","02_01_1.6_3507_LEFT_THUMB.tif"
"?1534 pixels","?407 pixels","02_01_1.6_3507_RIGHT_THUMB.tif"
"?402 pixels","?1529 pixels","03_01_-0.3_3507_LEFT_THUMB.tif"
"?406 pixels","?1529 pixels","03_01_-0.3_3507_RIGHT_THUMB.tif"
"?332 pixels","?1384 pixels","04_01_1.3_3507_LEFT_THUMB.tif"
"?1384 pixels","?335 pixels","04_01_2.2_3507_RIGHT_THUMB.tif"
"?1369 pixels","?334 pixels","05_01_2.2_3507_RIGHT_THUMB.tif"
"?1374 pixels","?330 pixels","05_01_2.5_3507_LEFT_THUMB.tif"
"?1234 pixels","?370 pixels","06_01_2.2_3507_RIGHT_THUMB.tif"
"?1234 pixels","?354 pixels","06_01_2.3_3507_LEFT_THUMB.tif"
"?1219 pixels","?350 pixels","07_01_2.6_3507_RIGHT_THUMB.tif"
"?354 pixels","?1214 pixels","08_01_0.1_3507_RIGHT_THUMB.tif"
"?350 pixels","?1214 pixels","09_01_2.2_3507_RIGHT_THUMB.tif"
"?2209 pixels","?506 pixels","100_01_-3.4_3507_LEFT_THUMB.tif"
"?2209 pixels","?498 pixels","100_01_-3.4_3507_RIGHT_THUMB.tif"
"?509 pixels","?2219 pixels","101_01_-0.1_3507_LEFT_THUMB.tif"
"?499 pixels","?2219 pixels","101_01_-3.5_3507_RIGHT_THUMB.tif"
"?547 pixels","?2214 pixels","102_01_-0.7_3507_RIGHT_THUMB.tif"
"?2214 pixels","?530 pixels","102_01_-3.5_3507_LEFT_THUMB.tif"
"?2159 pixels","?549 pixels","104_01_-2.2_3507_LEFT_THUMB.tif"
"?544 pixels","?2159 pixels","104_01_-2.8_3507_RIGHT_THUMB.tif"
"?2164 pixels","?550 pixels","105_01_-2.2_3507_LEFT_THUMB.tif"
"?2164 pixels","?544 pixels","105_01_-2.2_3507_RIGHT_THUMB.tif"
"?2229 pixels","?497 pixels","106_01_-3.4_3507_LEFT_THUMB.tif"
"?2229 pixels","?513 pixels","106_01_-3.4_3507_RIGHT_THUMB.tif"
"?498 pixels","?2239 pixels","107_01_-0.8_3507_LEFT_THUMB.tif"
"?2239 pixels","?514 pixels","107_01_-3.5_3507_RIGHT_THUMB.tif"
"?498 pixels","?2259 pixels","108_01_-0.7_3507_LEFT_THUMB.tif"
"?2259 pixels","?515 pixels","108_01_-3.5_3507_RIGHT_THUMB.tif"
"?513 pixels","?2249 pixels","109_01_-1.2_3507_LEFT_THUMB.tif"
"?506 pixels","?2249 pixels","109_01_-1.2_3507_RIGHT_THUMB.tif"
"?300 pixels","?1094 pixels","10_01_2.5_3507_LEFT_THUMB.tif"
"?507 pixels","?2244 pixels","110_01_-0.9_3507_RIGHT_THUMB.tif"
"?521 pixels","?2244 pixels","110_01_-1.2_3507_LEFT_THUMB.tif"
"?508 pixels","?2244 pixels","111_01_-0.5_3507_RIGHT_THUMB.tif"
"?521 pixels","?2244 pixels","111_01_-0.9_3507_LEFT_THUMB.tif"
"?536 pixels","?2059 pixels","115_01_-0.4_3507_RIGHT_THUMB.tif"
"?534 pixels","?2059 pixels","115_01_-3.5_3507_LEFT_THUMB.tif"
"?2079 pixels","?537 pixels","116_01_-3.5_3507_LEFT_THUMB.tif"
"?2079 pixels","?533 pixels","116_01_-3.5_3507_RIGHT_THUMB.tif"
"?513 pixels","?2239 pixels","117_01_-0.5_3507_LEFT_THUMB.tif"
"?2239 pixels","?494 pixels","117_01_-3.5_3507_RIGHT_THUMB.tif"
"?531 pixels","?2194 pixels","118_01_-1.2_3507_LEFT_THUMB.tif"
"?526 pixels","?2194 pixels","118_01_-2.3_3507_RIGHT_THUMB.tif"
"?536 pixels","?2209 pixels","119_01_-0.9_3507_LEFT_THUMB.tif"
"?2209 pixels","?529 pixels","119_01_-2.3_3507_RIGHT_THUMB.tif"
"?304 pixels","?1089 pixels","11_01_0.1_3507_LEFT_THUMB.tif"
"?536 pixels","?2224 pixels","120_01_-0.4_3507_LEFT_THUMB.tif"
"?528 pixels","?2224 pixels","120_01_-0.8_3507_RIGHT_THUMB.tif"
"?1064 pixels","?304 pixels","12_01_2.2_3507_LEFT_THUMB.tif"
"?453 pixels","?1834 pixels","13_01_-0.3_3507_LEFT_THUMB.tif"
"?447 pixels","?1834 pixels","13_01_-0.3_3507_RIGHT_THUMB.tif"
"?454 pixels","?1824 pixels","14_01_-0.1_3507_LEFT_THUMB.tif"
"?449 pixels","?1824 pixels","14_01_-0.9_3507_RIGHT_THUMB.tif"
"?454 pixels","?1819 pixels","15_01_-0.1_3507_LEFT_THUMB.tif"
"?450 pixels","?1819 pixels","15_01_-0.9_3507_RIGHT_THUMB.tif"
"?1539 pixels","?363 pixels","16_01_2.5_3507_LEFT_THUMB.tif"
"?1539 pixels","?362 pixels","16_01_2.5_3507_RIGHT_THUMB.tif"
"?1579 pixels","?369 pixels","17_01_1.6_3507_LEFT_THUMB.tif"
"?1579 pixels","?370 pixels","17_01_2.2_3507_RIGHT_THUMB.tif"
"?1574 pixels","?368 pixels","18_01_1.6_3507_LEFT_THUMB.tif"
"?1574 pixels","?373 pixels","18_01_2.2_3507_RIGHT_THUMB.tif"
"?267 pixels","?1354 pixels","20_01_2.3_3507_RIGHT_THUMB.tif"
"?1359 pixels","?328 pixels","20_01_2.6_3507_LEFT_THUMB.tif"
"?269 pixels","?1334 pixels","21_01_2.3_3507_RIGHT_THUMB.tif"
"?1344 pixels","?327 pixels","21_01_2.6_3507_LEFT_THUMB.tif"
"?1684 pixels","?380 pixels","22_01_1.6_3507_RIGHT_THUMB.tif"
"?1684 pixels","?379 pixels","22_01_2.5_3507_LEFT_THUMB.tif"
"?1689 pixels","?381 pixels","23_01_1.6_3507_RIGHT_THUMB.tif"
"?380 pixels","?1694 pixels","23_01_2.2_3507_LEFT_THUMB.tif"
"?389 pixels","?1699 pixels","24_01_-0.9_3507_RIGHT_THUMB.tif"
"?388 pixels","?1699 pixels","24_01_-1.2_3507_LEFT_THUMB.tif"
"?416 pixels","?1519 pixels","25_01_1.4_3507_RIGHT_THUMB.tif"
"?412 pixels","?1519 pixels","25_01_2.5_3507_LEFT_THUMB.tif"
"?1604 pixels","?389 pixels","26_01_1.6_3507_RIGHT_THUMB.tif"
"?385 pixels","?1604 pixels","26_01_2.2_3507_LEFT_THUMB.tif"
"?384 pixels","?1599 pixels","27_01_-0.3_3507_LEFT_THUMB.tif"
"?389 pixels","?1599 pixels","27_01_-0.4_3507_RIGHT_THUMB.tif"
"?1414 pixels","?397 pixels","28_01_2.3_3507_RIGHT_THUMB.tif"
"?1444 pixels","?396 pixels","29_01_2.5_3507_RIGHT_THUMB.tif"
"?1449 pixels","?396 pixels","30_01_2.2_3507_RIGHT_THUMB.tif"
"?379 pixels","?1519 pixels","32_01_1.6_3507_LEFT_THUMB.tif"
"?1519 pixels","?376 pixels","32_01_1.6_3507_RIGHT_THUMB.tif"
"?379 pixels","?1544 pixels","33_01_1.6_3507_LEFT_THUMB.tif"
"?1544 pixels","?375 pixels","33_01_1.6_3507_RIGHT_THUMB.tif"
"?1404 pixels","?384 pixels","34_01_2.3_3507_LEFT_THUMB.tif"
"?1429 pixels","?384 pixels","35_01_2.5_3507_LEFT_THUMB.tif"
"?1969 pixels","?508 pixels","40_01_-0.5_3507_LEFT_THUMB.tif"
"?1969 pixels","?502 pixels","40_01_-0.5_3507_RIGHT_THUMB.tif"
"?1979 pixels","?504 pixels","41_01_-0.9_3507_RIGHT_THUMB.tif"
"?511 pixels","?1979 pixels","41_01_-1.4_3507_LEFT_THUMB.tif"
"?2044 pixels","?511 pixels","42_01_-0.9_3507_RIGHT_THUMB.tif"
"?513 pixels","?2044 pixels","42_01_-1.6_3507_LEFT_THUMB.tif"
"?1779 pixels","?480 pixels","43_01_-0.3_3507_RIGHT_THUMB.tif"
"?480 pixels","?1779 pixels","43_01_-0.6_3507_LEFT_THUMB.tif"
"?480 pixels","?1799 pixels","44_01_-0.5_3507_LEFT_THUMB.tif"
"?480 pixels","?1799 pixels","44_01_-0.8_3507_RIGHT_THUMB.tif"
"?483 pixels","?1819 pixels","45_01_-0.4_3507_LEFT_THUMB.tif"
"?480 pixels","?1819 pixels","45_01_-0.4_3507_RIGHT_THUMB.tif"
"?2059 pixels","?510 pixels","46_01_-0.4_3507_LEFT_THUMB.tif"
"?2059 pixels","?503 pixels","46_01_-0.4_3507_RIGHT_THUMB.tif"
"?2084 pixels","?511 pixels","47_01_-0.3_3507_LEFT_THUMB.tif"
"?2084 pixels","?505 pixels","47_01_-0.8_3507_RIGHT_THUMB.tif"
"?2094 pixels","?512 pixels","48_01_-0.3_3507_LEFT_THUMB.tif"
"?507 pixels","?2094 pixels","48_01_-1.2_3507_RIGHT_THUMB.tif"
"?1944 pixels","?494 pixels","49_01_-0.4_3507_RIGHT_THUMB.tif"
"?1944 pixels","?496 pixels","49_01_-0.6_3507_LEFT_THUMB.tif"
"?1994 pixels","?529 pixels","50_01_-0.5_3507_LEFT_THUMB.tif"
"?542 pixels","?1994 pixels","50_01_-0.9_3507_RIGHT_THUMB.tif"
"?1984 pixels","?528 pixels","51_01_-0.5_3507_LEFT_THUMB.tif"
"?543 pixels","?1979 pixels","51_01_-2.3_3507_RIGHT_THUMB.tif"
"?440 pixels","?1819 pixels","52_01_-0.3_3507_LEFT_THUMB.tif"
