"Width","Height","Name"
"?1338 pixels","?329 pixels","01_01_0.1_9214_RIGHT_THUMB.tif"
"?1238 pixels","?329 pixels","01_01_1.6_9214_LEFT_THUMB.tif"
"?328 pixels","?1238 pixels","02_01_1.6_9214_LEFT_THUMB.tif"
"?1343 pixels","?325 pixels","02_01_1.6_9214_RIGHT_THUMB.tif"
"?1533 pixels","?426 pixels","04_01_1.6_9214_LEFT_THUMB.tif"
"?412 pixels","?1368 pixels","04_01_2.3_9214_RIGHT_THUMB.tif"
"?1533 pixels","?425 pixels","05_01_1.2_9214_LEFT_THUMB.tif"
"?1358 pixels","?410 pixels","05_01_1.2_9214_RIGHT_THUMB.tif"
"?422 pixels","?1358 pixels","07_01_1.6_9214_LEFT_THUMB.tif"
"?1608 pixels","?432 pixels","07_01_1.6_9214_RIGHT_THUMB.tif"
"?1373 pixels","?422 pixels","08_01_1.1_9214_LEFT_THUMB.tif"
"?1618 pixels","?432 pixels","08_01_1_9214_RIGHT_THUMB.tif"
"?1378 pixels","?423 pixels","09_01_1.2_9214_LEFT_THUMB.tif"
"?1628 pixels","?432 pixels","09_01_1_9214_RIGHT_THUMB.tif"
"?1388 pixels","?364 pixels","13_01_1.6_9214_LEFT_THUMB.tif"
"?1343 pixels","?352 pixels","13_01_1.6_9214_RIGHT_THUMB.tif"
"?1423 pixels","?365 pixels","14_01_1.6_9214_LEFT_THUMB.tif"
"?1358 pixels","?353 pixels","14_01_1.6_9214_RIGHT_THUMB.tif"
"?1433 pixels","?368 pixels","15_01_1.6_9214_LEFT_THUMB.tif"
"?1363 pixels","?356 pixels","15_01_1.6_9214_RIGHT_THUMB.tif"
"?437 pixels","?1423 pixels","19_01_2.1_9214_LEFT_THUMB.tif"
"?449 pixels","?1683 pixels","19_01_2.3_9214_RIGHT_THUMB.tif"
"?1423 pixels","?438 pixels","20_01_1.1_9214_LEFT_THUMB.tif"
"?1678 pixels","?449 pixels","20_01_1.6_9214_RIGHT_THUMB.tif"
"?1423 pixels","?439 pixels","21_01_0.9_9214_LEFT_THUMB.tif"
"?1678 pixels","?450 pixels","21_01_1_9214_RIGHT_THUMB.tif"
"?355 pixels","?1323 pixels","22_01_1.6_9214_LEFT_THUMB.tif"
"?1448 pixels","?355 pixels","22_01_1.6_9214_RIGHT_THUMB.tif"
"?1443 pixels","?353 pixels","23_01_1.3_9214_RIGHT_THUMB.tif"
"?354 pixels","?1313 pixels","23_01_1.6_9214_LEFT_THUMB.tif"
"?1518 pixels","?416 pixels","28_01_0.1_9214_LEFT_THUMB.tif"
"?405 pixels","?1328 pixels","28_01_2.6_9214_RIGHT_THUMB.tif"
"?347 pixels","?1298 pixels","31_01_1.6_9214_LEFT_THUMB.tif"
"?1413 pixels","?347 pixels","31_01_1.6_9214_RIGHT_THUMB.tif"
"?1288 pixels","?343 pixels","32_01_1.6_9214_LEFT_THUMB.tif"
"?1408 pixels","?343 pixels","32_01_1.6_9214_RIGHT_THUMB.tif"
"?1713 pixels","?396 pixels","37_01_-0.3_9214_RIGHT_THUMB.tif"
"?1818 pixels","?420 pixels","37_01_-0.4_9214_LEFT_THUMB.tif"
"?473 pixels","?1788 pixels","41_01_-0.4_9214_RIGHT_THUMB.tif"
"?1838 pixels","?473 pixels","41_01_-2_9214_LEFT_THUMB.tif"
"?1793 pixels","?472 pixels","42_01_-2.5_9214_RIGHT_THUMB.tif"
"?472 pixels","?1858 pixels","42_01_-2_9214_LEFT_THUMB.tif"
"?1783 pixels","?408 pixels","43_01_0.4_9214_RIGHT_THUMB.tif"
"?414 pixels","?1598 pixels","43_01_2.3_9214_LEFT_THUMB.tif"
"?1768 pixels","?410 pixels","44_01_0.1_9214_RIGHT_THUMB.tif"
"?416 pixels","?1603 pixels","44_01_1.8_9214_LEFT_THUMB.tif"
"?1768 pixels","?410 pixels","45_01_0.1_9214_RIGHT_THUMB.tif"
"?416 pixels","?1603 pixels","45_01_2.3_9214_LEFT_THUMB.tif"
"?1773 pixels","?446 pixels","47_01_-0.4_9214_RIGHT_THUMB.tif"
"?1748 pixels","?446 pixels","47_01_-0.8_9214_LEFT_THUMB.tif"
"?1823 pixels","?409 pixels","49_01_-0.6_9214_LEFT_THUMB.tif"
"?1688 pixels","?391 pixels","49_01_-0.9_9214_RIGHT_THUMB.tif"
"?1823 pixels","?406 pixels","50_01_-0.1_9214_LEFT_THUMB.tif"
"?387 pixels","?1713 pixels","50_01_-0.9_9214_RIGHT_THUMB.tif"
"?1768 pixels","?461 pixels","55_01_-0.5_9214_RIGHT_THUMB.tif"
"?461 pixels","?1768 pixels","55_01_-3.4_9214_LEFT_THUMB.tif"
"?1773 pixels","?461 pixels","56_01_-0.5_9214_RIGHT_THUMB.tif"
"?1773 pixels","?459 pixels","56_01_-0.8_9214_LEFT_THUMB.tif"
"?1548 pixels","?430 pixels","58_01_1.1_9214_LEFT_THUMB.tif"
"?1683 pixels","?433 pixels","58_01_1.1_9214_RIGHT_THUMB.tif"
"?1723 pixels","?434 pixels","59_01_0.4_9214_RIGHT_THUMB.tif"
"?1513 pixels","?438 pixels","59_01_1.6_9214_LEFT_THUMB.tif"
"?1713 pixels","?433 pixels","60_01_0.2_9214_RIGHT_THUMB.tif"
"?1503 pixels","?438 pixels","60_01_1.6_9214_LEFT_THUMB.tif"
"?436 pixels","?1673 pixels","61_01_1.9_9214_LEFT_THUMB.tif"
"?436 pixels","?1713 pixels","61_01_2.4_9214_RIGHT_THUMB.tif"
"?1723 pixels","?451 pixels","01_01_-0.3_9221_LEFT_THUMB.tif"
"?446 pixels","?1788 pixels","01_01_-3.4_9221_RIGHT_THUMB.tif"
"?1698 pixels","?453 pixels","02_01_-0.3_9221_LEFT_THUMB.tif"
"?1773 pixels","?448 pixels","02_01_-0.4_9221_RIGHT_THUMB.tif"
"?1803 pixels","?447 pixels","03_01_-0.4_9221_RIGHT_THUMB.tif"
"?1703 pixels","?456 pixels","03_01_-0.9_9221_LEFT_THUMB.tif"
"?226 pixels","?1008 pixels","04_01_0.7_9221_RIGHT_THUMB.tif"
"?248 pixels","?1108 pixels","04_01_2.6_9221_LEFT_THUMB.tif"
"?1443 pixels","?414 pixels","07_01_0.1_9221_RIGHT_THUMB.tif"
"?1448 pixels","?413 pixels","07_01_1.6_9221_LEFT_THUMB.tif"
"?1433 pixels","?411 pixels","08_01_1.6_9221_LEFT_THUMB.tif"
"?1443 pixels","?412 pixels","08_01_1.6_9221_RIGHT_THUMB.tif"
"?1413 pixels","?408 pixels","09_01_1.6_9221_LEFT_THUMB.tif"
"?1433 pixels","?409 pixels","09_01_1.6_9221_RIGHT_THUMB.tif"
"?1563 pixels","?444 pixels","10_01_0.9_9221_LEFT_THUMB.tif"
"?1643 pixels","?443 pixels","10_01_1_9221_RIGHT_THUMB.tif"
"?1533 pixels","?443 pixels","11_01_1.6_9221_LEFT_THUMB.tif"
"?1623 pixels","?445 pixels","11_01_1.6_9221_RIGHT_THUMB.tif"
"?1618 pixels","?444 pixels","12_01_1.2_9221_RIGHT_THUMB.tif"
"?1528 pixels","?442 pixels","12_01_1.6_9221_LEFT_THUMB.tif"
"?1693 pixels","?447 pixels","19_01_-0.3_9221_LEFT_THUMB.tif"
"?454 pixels","?1783 pixels","19_01_-3.4_9221_RIGHT_THUMB.tif"
"?452 pixels","?1673 pixels","20_01_1.6_9221_LEFT_THUMB.tif"
"?456 pixels","?1768 pixels","20_01_1.6_9221_RIGHT_THUMB.tif"
"?454 pixels","?1663 pixels","21_01_1.6_9221_LEFT_THUMB.tif"
"?458 pixels","?1758 pixels","21_01_1.6_9221_RIGHT_THUMB.tif"
"?1633 pixels","?444 pixels","22_01_1.1_9221_LEFT_THUMB.tif"
"?1698 pixels","?438 pixels","22_01_1.3_9221_RIGHT_THUMB.tif"
"?1613 pixels","?445 pixels","23_01_1.6_9221_LEFT_THUMB.tif"
"?445 pixels","?1698 pixels","23_01_1.6_9221_RIGHT_THUMB.tif"
"?1598 pixels","?439 pixels","28_01_1.1_9221_RIGHT_THUMB.tif"
"?1573 pixels","?429 pixels","28_01_1_9221_LEFT_THUMB.tif"
"?1768 pixels","?459 pixels","37_01_-0.3_9221_LEFT_THUMB.tif"
"?1803 pixels","?472 pixels","37_01_-0.5_9221_RIGHT_THUMB.tif"
"?1743 pixels","?455 pixels","38_01_-0.2_9221_LEFT_THUMB.tif"
"?1808 pixels","?466 pixels","38_01_-0.3_9221_RIGHT_THUMB.tif"
"?1993 pixels","?449 pixels","40_01_-1.2_9221_LEFT_THUMB.tif"
"?444 pixels","?1853 pixels","40_01_-3.3_9221_RIGHT_THUMB.tif"
"?2088 pixels","?455 pixels","41_01_-1.2_9221_LEFT_THUMB.tif"
"?1893 pixels","?453 pixels","41_01_-1.4_9221_RIGHT_THUMB.tif"
"?2048 pixels","?455 pixels","42_01_-1.3_9221_LEFT_THUMB.tif"
"?1888 pixels","?455 pixels","42_01_-1.4_9221_RIGHT_THUMB.tif"
"?1883 pixels","?451 pixels","43_01_-0.4_9221_LEFT_THUMB.tif"
"?1818 pixels","?445 pixels","43_01_-0.5_9221_RIGHT_THUMB.tif"
"?1873 pixels","?456 pixels","44_01_-0.5_9221_LEFT_THUMB.tif"
"?1813 pixels","?453 pixels","44_01_-0.5_9221_RIGHT_THUMB.tif"
"?1848 pixels","?458 pixels","45_01_-0.5_9221_LEFT_THUMB.tif"
"?1808 pixels","?452 pixels","45_01_-0.5_9221_RIGHT_THUMB.tif"
"?1813 pixels","?441 pixels","46_01_-0.1_9221_LEFT_THUMB.tif"
"?1853 pixels","?437 pixels","46_01_0_9221_RIGHT_THUMB.tif"
"?1798 pixels","?446 pixels","47_01_-0.1_9221_LEFT_THUMB.tif"
"?1848 pixels","?442 pixels","47_01_0_9221_RIGHT_THUMB.tif"
"?1798 pixels","?447 pixels","48_01_0_9221_LEFT_THUMB.tif"
"?1858 pixels","?443 pixels","48_01_0_9221_RIGHT_THUMB.tif"
"?2018 pixels","?453 pixels","49_01_-1.2_9221_RIGHT_THUMB.tif"
"?1938 pixels","?456 pixels","49_01_-1.3_9221_LEFT_THUMB.tif"
"?1933 pixels","?458 pixels","50_01_-1.2_9221_LEFT_THUMB.tif"
"?2088 pixels","?456 pixels","50_01_-1.2_9221_RIGHT_THUMB.tif"
"?1988 pixels","?456 pixels","51_01_-1.1_9221_LEFT_THUMB.tif"
"?2078 pixels","?455 pixels","51_01_-1.3_9221_RIGHT_THUMB.tif"
"?2133 pixels","?461 pixels","52_01_-1.2_9221_RIGHT_THUMB.tif"
"?1908 pixels","?483 pixels","52_01_-1.8_9221_LEFT_THUMB.tif"
"?1908 pixels","?490 pixels","53_01_-1.2_9221_LEFT_THUMB.tif"
"?2148 pixels","?464 pixels","53_01_-1.9_9221_RIGHT_THUMB.tif"
"?492 pixels","?1913 pixels","54_01_-1.3_9221_LEFT_THUMB.tif"
"?2138 pixels","?465 pixels","54_01_-1.5_9221_RIGHT_THUMB.tif"
"?1778 pixels","?437 pixels","55_01_-0.3_9221_RIGHT_THUMB.tif"
"?1833 pixels","?433 pixels","55_01_-0.4_9221_LEFT_THUMB.tif"
"?1803 pixels","?428 pixels","56_01_-0.4_9221_LEFT_THUMB.tif"
"?1773 pixels","?434 pixels","56_01_-0.5_9221_RIGHT_THUMB.tif"
