"Width","Height","Name"
"?1728 pixels","?446 pixels","01_01_-0.2_8004_RIGHT_THUMB.tif"
"?445 pixels","?1653 pixels","01_01_-0.9_8004_LEFT_THUMB.tif"
"?1748 pixels","?436 pixels","02_01_-0.2_8004_RIGHT_THUMB.tif"
"?442 pixels","?1673 pixels","02_01_-0.9_8004_LEFT_THUMB.tif"
"?1323 pixels","?346 pixels","05_01_1.6_8004_RIGHT_THUMB.tif"
"?350 pixels","?1283 pixels","05_01_2.2_8004_LEFT_THUMB.tif"
"?351 pixels","?1228 pixels","06_01_2.5_8004_LEFT_THUMB.tif"
"?351 pixels","?1303 pixels","06_01_2.5_8004_RIGHT_THUMB.tif"
"?420 pixels","?1623 pixels","07_01_0.4_8004_LEFT_THUMB.tif"
"?419 pixels","?1563 pixels","07_01_0.4_8004_RIGHT_THUMB.tif"
"?436 pixels","?1658 pixels","08_01_0.4_8004_LEFT_THUMB.tif"
"?430 pixels","?1733 pixels","08_01_1.6_8004_RIGHT_THUMB.tif"
"?432 pixels","?1668 pixels","09_01_0.4_8004_LEFT_THUMB.tif"
"?432 pixels","?1738 pixels","09_01_1.6_8004_RIGHT_THUMB.tif"
"?423 pixels","?1603 pixels","10_01_1.6_8004_RIGHT_THUMB.tif"
"?428 pixels","?1658 pixels","10_01_1_8004_LEFT_THUMB.tif"
"?1688 pixels","?429 pixels","11_01_0.1_8004_LEFT_THUMB.tif"
"?429 pixels","?1578 pixels","11_01_1.3_8004_RIGHT_THUMB.tif"
"?1668 pixels","?430 pixels","12_01_0.1_8004_LEFT_THUMB.tif"
"?425 pixels","?1628 pixels","12_01_2.2_8004_RIGHT_THUMB.tif"
"?416 pixels","?1518 pixels","16_01_0.4_8004_RIGHT_THUMB.tif"
"?419 pixels","?1503 pixels","16_01_1.4_8004_LEFT_THUMB.tif"
"?420 pixels","?1683 pixels","17_01_0.4_8004_LEFT_THUMB.tif"
"?415 pixels","?1748 pixels","17_01_1.6_8004_RIGHT_THUMB.tif"
"?422 pixels","?1653 pixels","18_01_0.3_8004_LEFT_THUMB.tif"
"?419 pixels","?1698 pixels","18_01_1.6_8004_RIGHT_THUMB.tif"
"?427 pixels","?1583 pixels","22_01_1_8004_LEFT_THUMB.tif"
"?415 pixels","?1603 pixels","22_01_2.5_8004_RIGHT_THUMB.tif"
"?1648 pixels","?437 pixels","23_01_0.2_8004_LEFT_THUMB.tif"
"?1633 pixels","?432 pixels","23_01_0.2_8004_RIGHT_THUMB.tif"
"?426 pixels","?1728 pixels","24_01_-0.4_8004_LEFT_THUMB.tif"
"?413 pixels","?1713 pixels","24_01_0_8004_RIGHT_THUMB.tif"
"?431 pixels","?1588 pixels","27_01_1_8004_LEFT_THUMB.tif"
"?432 pixels","?1573 pixels","27_01_2.2_8004_RIGHT_THUMB.tif"
"?426 pixels","?1483 pixels","31_01_0.4_8004_RIGHT_THUMB.tif"
"?422 pixels","?1498 pixels","31_01_1.1_8004_LEFT_THUMB.tif"
"?428 pixels","?1693 pixels","32_01_0.2_8004_LEFT_THUMB.tif"
"?428 pixels","?1648 pixels","32_01_1.6_8004_RIGHT_THUMB.tif"
"?1688 pixels","?434 pixels","33_01_0.2_8004_LEFT_THUMB.tif"
"?433 pixels","?1663 pixels","33_01_2.2_8004_RIGHT_THUMB.tif"
"?429 pixels","?1588 pixels","35_01_0.9_8004_LEFT_THUMB.tif"
"?425 pixels","?1658 pixels","35_01_1_8004_RIGHT_THUMB.tif"
"?445 pixels","?1883 pixels","40_01_-0.9_8004_LEFT_THUMB.tif"
"?440 pixels","?1783 pixels","40_01_-3.3_8004_RIGHT_THUMB.tif"
"?1783 pixels","?444 pixels","41_01_-1.2_8004_RIGHT_THUMB.tif"
"?1888 pixels","?449 pixels","41_01_-1.5_8004_LEFT_THUMB.tif"
