"Width","Height","Name"
"?1813 pixels","?462 pixels","72_01_-3.3_8492_LEFT_THUMB.tif"
"?1828 pixels","?466 pixels","72_01_-3.5_8492_RIGHT_THUMB.tif"
"?1818 pixels","?469 pixels","73_01_-2.3_8492_LEFT_THUMB.tif"
"?1868 pixels","?463 pixels","73_01_-3.4_8492_RIGHT_THUMB.tif"
"?1873 pixels","?463 pixels","74_01_-1.2_8492_RIGHT_THUMB.tif"
"?1828 pixels","?469 pixels","74_01_-2.5_8492_LEFT_THUMB.tif"
"?460 pixels","?1888 pixels","75_01_-0.5_8492_RIGHT_THUMB.tif"
"?1843 pixels","?465 pixels","75_01_-2.5_8492_LEFT_THUMB.tif"
"?1908 pixels","?469 pixels","76_01_-3.4_8492_RIGHT_THUMB.tif"
"?1828 pixels","?470 pixels","76_01_-3.5_8492_LEFT_THUMB.tif"
"?1833 pixels","?464 pixels","77_01_-2.8_8492_LEFT_THUMB.tif"
"?1908 pixels","?464 pixels","77_01_-3.3_8492_RIGHT_THUMB.tif"
"?1823 pixels","?462 pixels","78_01_-2.8_8492_LEFT_THUMB.tif"
"?1913 pixels","?462 pixels","78_01_-3.3_8492_RIGHT_THUMB.tif"
"?1938 pixels","?461 pixels","79_01_-3.5_8492_LEFT_THUMB.tif"
"?1833 pixels","?461 pixels","79_01_-3.5_8492_RIGHT_THUMB.tif"
"?1963 pixels","?459 pixels","80_01_-3.5_8492_LEFT_THUMB.tif"
"?1828 pixels","?459 pixels","80_01_-3.5_8492_RIGHT_THUMB.tif"
"?1823 pixels","?455 pixels","81_01_-3.2_8492_RIGHT_THUMB.tif"
"?1963 pixels","?457 pixels","81_01_-3.5_8492_LEFT_THUMB.tif"
"?481 pixels","?1798 pixels","82_01_-3.5_8492_LEFT_THUMB.tif"
"?482 pixels","?1913 pixels","82_01_-3.5_8492_RIGHT_THUMB.tif"
"?1798 pixels","?477 pixels","83_01_-1.3_8492_LEFT_THUMB.tif"
"?1888 pixels","?497 pixels","83_01_-2.1_8492_RIGHT_THUMB.tif"
"?477 pixels","?1788 pixels","84_01_-1.3_8492_LEFT_THUMB.tif"
"?1883 pixels","?498 pixels","84_01_-2.1_8492_RIGHT_THUMB.tif"
"?451 pixels","?1863 pixels","85_01_-0.7_8492_LEFT_THUMB.tif"
